"Status","Year","Organisation","Parent_department","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Suffolk","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Suffolk","EO","15","15","24770","24920"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Suffolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Suffolk","SEO/HEO","20","20","37710","34830"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Thurrock","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Tyneside","AA/AO","10","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Tyneside","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Tyneside","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Tyneside","SEO/HEO","15","15","38030","36970"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","AA/AO","180","165","24250","24370"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","EO","140","130","28460","28270"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","G6/G7","50","50","58450","55880"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","SCS level","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","SEO/HEO","190","180","37140","35820"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Sussex (North East)","EO","10","10","25530","25100"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Sussex (North East)","SEO/HEO","15","15","35450","35900"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Westminster","G6/G7","15","15","57960","56210"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wiltshire","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Worcestershire","AA/AO","35","35","20950","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Worcestershire","EO","50","45","25550","25190"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Worcestershire","G6/G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Worcestershire","SEO/HEO","70","65","34620","32160"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","York","AA/AO","45","45","21910","21050"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","York","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","York","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Westminster","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Westminster","G6/G7","20","20","59670","63410"
"In post","2021","Attorney General's Office","Attorney General's Departments","Westminster","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Westminster","SEO/HEO","15","15","34630","34310"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Ards and North Down","AA/AO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","10","10","67230","59600"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","10","10","107270","90130"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","15","15","32910","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Belfast","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Birmingham","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Birmingham","SCS level","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Birmingham","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Blackpool","G6/G7","25","25","56100","49700"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Blackpool","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Blackpool","SEO/HEO","10","10","30160","28000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","EO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","G6/G7","25","25","55730","53810"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","SEO/HEO","30","25","33370","32000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Buckinghamshire CC","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Buckinghamshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Buckinghamshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cambridgeshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Camden and City of London","G6/G7","70","70","58310","56340"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Camden and City of London","SEO/HEO","20","20","33770","32000"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cardiff and Vale of Glamorgan","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Cardiff and Vale of Glamorgan","SEO/HEO","25","25","29570","29250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Central Hampshire","G6/G7","15","15","66330","56520"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Central Hampshire","SCS level","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Central Hampshire","SEO/HEO","10","10","32750","32650"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","City of Edinburgh","SEO/HEO","20","20","31010","29250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Coventry","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Croydon","G6/G7","15","15","68960","66900"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Croydon","SEO/HEO","35","35","29510","29250"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Darlington","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Dorset CC","SEO/HEO","10","10","35240","33470"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Glasgow City","G6/G7","10","10","63160","53320"
