"Status","Year","Parent_department","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","National Crime Agency","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Female","Heterosexual / straight","45","[c]","47410","51360"
"Leaver CS","2021","Office for Standards in Education","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Outside London","Female","Heterosexual / straight","160","[c]","36380","30650"
"Leaver CS","2021","Scottish Government","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Outside London","Female","Undeclared","70","[c]","30150","22820"
"Leaver CS","2021","Scottish Government","Outside London","Female","Unknown","190","[c]","33580","27150"
"Leaver CS","2021","Scottish Government","Outside London","Male","Heterosexual / straight","170","[c]","40500","33650"
"Leaver CS","2021","Scottish Government","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Outside London","Male","Undeclared","65","[c]","29620","26210"
"Leaver CS","2021","Scottish Government","Outside London","Male","Unknown","265","[c]","35300","32140"
"Leaver CS","2021","Scottish Government","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Female","Heterosexual / straight","75","[c]","31120","27160"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Female","Unknown","50","[c]","25660","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Male","Heterosexual / straight","70","[c]","27360","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Male","Unknown","70","[c]","28110","20830"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
