"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","70","[c]","35870","24570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","60","[c]","34140","27010"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Policy","Female","150","[c]","45110","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Policy","Male","160","[c]","47160","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Statistics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Economics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Policy","Female","85","[c]","46970","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Policy","Male","65","[c]","47280","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Communications","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Finance","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Operational Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Policy","Female","85","[c]","45780","40860"
"Leaver Dept.","2021","Department for Education","Policy","Male","45","[c]","40290","36740"
"Leaver Dept.","2021","Department for Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Communications","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Human Resources","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","55","[c]","24690","21050"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","50","[c]","26380","24430"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Policy","Female","185","[c]","40950","36200"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Policy","Male","145","[c]","40840","36030"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","International Trade","Female","55","[c]","44420","39540"
"Leaver Dept.","2021","Department for International Trade","International Trade","Male","75","[c]","46740","43170"
"Leaver Dept.","2021","Department for International Trade","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Planning","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Policy","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Policy","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Statistics","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Statistics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Commercial","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Operational Delivery","Female","55","[c]","22930","21590"
"Leaver Dept.","2021","Department for Transport","Operational Delivery","Male","55","[c]","26950","21590"
"Leaver Dept.","2021","Department for Transport","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Policy","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Female","85","[c]","45790","42460"
"Leaver Dept.","2021","Department for Transport","Unknown","Male","110","[c]","44620","42460"
"Leaver Dept.","2021","Department for Work and Pensions","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Female","800","[c]","29810","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Male","550","[c]","30500","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Science and Engineering","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Policy","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Female","125","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Male","125","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Project Delivery","Male","5","[c]","[c]","[c]"
