"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Chinese","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Operational Delivery","Heterosexual / straight","80","[c]","28390","24120"
"New entrant CS","2021","30-39","Mixed","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Policy","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Science and Engineering","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Tax","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Tax","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","Heterosexual / straight","160","[c]","29460","27570"
"New entrant CS","2021","30-39","Mixed","Unknown","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Operational Delivery","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
