"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Prison Service","Commercial","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Commercial","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Scottish Prison Service","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data and Technology","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Digital, Data and Technology","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Scottish Prison Service","Finance","AA/AO","Female","30","30","24160","25870"
"In post","2021","Scottish Prison Service","Finance","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Scottish Prison Service","Finance","EO","Female","5","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Finance","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Finance","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Scottish Prison Service","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Human Resources","AA/AO","Female","35","30","22700","22430"
"In post","2021","Scottish Prison Service","Human Resources","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Human Resources","EO","Female","25","25","[c]","[c]"
"In post","2021","Scottish Prison Service","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Human Resources","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Scottish Prison Service","Human Resources","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Human Resources","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Scottish Prison Service","Human Resources","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Scottish Prison Service","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Operational Delivery","AA/AO","Female","415","395","23410","22430"
"In post","2021","Scottish Prison Service","Operational Delivery","AA/AO","Male","610","590","24040","25870"
"In post","2021","Scottish Prison Service","Operational Delivery","EO","Female","495","475","32160","33650"
"In post","2021","Scottish Prison Service","Operational Delivery","EO","Male","1435","1345","32970","33650"
"In post","2021","Scottish Prison Service","Operational Delivery","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Scottish Prison Service","Operational Delivery","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","Scottish Prison Service","Operational Delivery","SEO/HEO","Female","75","70","40260","39500"
"In post","2021","Scottish Prison Service","Operational Delivery","SEO/HEO","Male","355","310","39990","39500"
"In post","2021","Scottish Prison Service","Other","AA/AO","Female","175","155","22840","20810"
"In post","2021","Scottish Prison Service","Other","AA/AO","Male","185","180","24760","25870"
"In post","2021","Scottish Prison Service","Other","EO","Female","40","40","32390","33650"
"In post","2021","Scottish Prison Service","Other","EO","Male","75","70","33250","33650"
"In post","2021","Scottish Prison Service","Other","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Other","G6/G7","Male","30","25","[c]","[c]"
"In post","2021","Scottish Prison Service","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Other","SEO/HEO","Female","50","45","41320","39500"
"In post","2021","Scottish Prison Service","Other","SEO/HEO","Male","105","85","41890","42260"
"In post","2021","Scottish Prison Service","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Project Delivery","G6/G7","Male","10","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Psychology","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Scottish Prison Service","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Psychology","EO","Female","30","25","[c]","[c]"
"In post","2021","Scottish Prison Service","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Psychology","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Scottish Prison Service","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Psychology","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","Scottish Prison Service","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","AA/AO","Female","75","65","24050","24110"
"In post","2021","Scottish Public Pensions Agency","Unknown","AA/AO","Male","60","55","23990","24110"
"In post","2021","Scottish Public Pensions Agency","Unknown","EO","Female","45","40","28360","29190"
"In post","2021","Scottish Public Pensions Agency","Unknown","EO","Male","35","35","28030","27150"
"In post","2021","Scottish Public Pensions Agency","Unknown","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","SEO/HEO","Female","30","25","34950","35110"
"In post","2021","Scottish Public Pensions Agency","Unknown","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","EO","Female","20","20","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","EO","Male","15","15","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G6/G7","Male","60","60","63790","61380"
"In post","2021","Serious Fraud Office","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","SEO/HEO","Female","60","60","36650","34720"
"In post","2021","Serious Fraud Office","Counter Fraud","SEO/HEO","Male","90","90","38180","40000"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Serious Fraud Office","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","G6/G7","Female","40","40","56900","53300"
"In post","2021","Serious Fraud Office","Legal","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","AA/AO","Female","225","210","21020","20060"
"In post","2021","Social Security Scotland","Unknown","AA/AO","Male","170","170","21170","20060"
"In post","2021","Social Security Scotland","Unknown","EO","Female","185","175","26820","26160"
"In post","2021","Social Security Scotland","Unknown","EO","Male","90","90","27180","27150"
"In post","2021","Social Security Scotland","Unknown","G6/G7","Female","70","65","58010","56300"
"In post","2021","Social Security Scotland","Unknown","G6/G7","Male","65","65","61990","61010"
"In post","2021","Social Security Scotland","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","SEO/HEO","Female","175","170","35970","35110"
"In post","2021","Social Security Scotland","Unknown","SEO/HEO","Male","150","150","36470","35110"
"In post","2021","Standards and Testing Agency","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","EO","Male","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","G6/G7","Female","20","15","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SEO/HEO","Female","40","40","38010","37100"
"In post","2021","Standards and Testing Agency","Operational Delivery","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","AA/AO","Female","70","65","21720","22230"
"In post","2021","Student Awards Agency for Scotland","Unknown","AA/AO","Male","45","45","21910","22230"
"In post","2021","Student Awards Agency for Scotland","Unknown","EO","Female","30","30","27620","27150"
"In post","2021","Student Awards Agency for Scotland","Unknown","EO","Male","25","25","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Commercial","Unknown","Female","70","65","37150","33680"
"In post","2021","Submarine Delivery Agency","Commercial","Unknown","Male","75","75","42590","40290"
"In post","2021","Submarine Delivery Agency","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Digital, Data and Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Digital, Data and Technology","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Finance","Unknown","Female","75","70","40470","39860"
"In post","2021","Submarine Delivery Agency","Finance","Unknown","Male","50","50","41770","41340"
"In post","2021","Submarine Delivery Agency","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","Unknown","Female","25","20","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Knowledge and Information Management","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Knowledge and Information Management","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Unknown","Female","115","105","31520","27040"
"In post","2021","Submarine Delivery Agency","Operational Delivery","Unknown","Male","45","45","37940","28560"
"In post","2021","Submarine Delivery Agency","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Project Delivery","Unknown","Female","165","155","38420","36370"
"In post","2021","Submarine Delivery Agency","Project Delivery","Unknown","Male","355","350","45100","41920"
"In post","2021","Submarine Delivery Agency","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Unknown","Female","80","80","38720","33740"
"In post","2021","Submarine Delivery Agency","Science and Engineering","Unknown","Male","625","615","41360","40850"
"In post","2021","Submarine Delivery Agency","Security","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Security","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","EO","Female","20","15","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","EO","Male","10","10","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Operational Delivery","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","The National Archives","Commercial","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","The National Archives","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","The National Archives","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Commercial","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","The National Archives","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","The National Archives","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","EO","Male","5","5","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","The National Archives","Digital, Data and Technology","SEO/HEO","Male","40","40","42780","40270"
"In post","2021","The National Archives","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Finance","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","The National Archives","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","EO","Female","5","5","[c]","[c]"
"In post","2021","The National Archives","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Human Resources","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","The National Archives","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","EO","Female","10","10","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","EO","Male","5","5","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Knowledge and Information Management","SEO/HEO","Female","25","25","[c]","[c]"
