"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Commercial","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
