"Status","Year","Organisation","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Public Health England","Finance","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Finance","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Inner London - East","Female","80","80","43060","37010"
"In post","2021","Public Health England","Human Resources","Inner London - East","Male","30","25","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Outer London - West and North West","Female","10","10","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Human Resources","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Female","20","15","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Derbyshire and Nottinghamshire","Female","10","10","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Derbyshire and Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","East Anglia","Female","40","35","38800","36330"
"In post","2021","Public Health England","Knowledge and Information Management","East Anglia","Male","20","20","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Female","45","40","33760","30870"
"In post","2021","Public Health England","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Male","25","25","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Greater Manchester","Female","15","15","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Inner London - East","Female","130","115","43470","40070"
"In post","2021","Public Health England","Knowledge and Information Management","Inner London - East","Male","40","40","46640","45810"
"In post","2021","Public Health England","Knowledge and Information Management","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Merseyside","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Merseyside","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","North Yorkshire","Female","20","20","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","North Yorkshire","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Northumberland and Tyne and Wear","Female","10","10","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Outer London - West and North West","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","South Yorkshire","Female","25","25","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","West Midlands","Female","35","35","32540","28590"
"In post","2021","Public Health England","Knowledge and Information Management","West Midlands","Male","15","15","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","West Yorkshire","Female","20","20","[c]","[c]"
"In post","2021","Public Health England","Knowledge and Information Management","West Yorkshire","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Legal","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Legal","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Legal","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Legal","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Berkshire, Buckinghamshire and Oxfordshire","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Berkshire, Buckinghamshire and Oxfordshire","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Derbyshire and Nottinghamshire","Female","10","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","East Anglia","Female","10","10","[c]","[c]"
"In post","2021","Public Health England","Medicine","East Anglia","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Medicine","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Essex","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Essex","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","Female","20","15","[c]","[c]"
"In post","2021","Public Health England","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Medicine","Greater Manchester","Female","10","10","[c]","[c]"
"In post","2021","Public Health England","Medicine","Greater Manchester","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Inner London - East","Female","65","55","109300","104140"
"In post","2021","Public Health England","Medicine","Inner London - East","Male","35","30","100290","103660"
"In post","2021","Public Health England","Medicine","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Lancashire","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Merseyside","Female","10","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Northumberland and Tyne and Wear","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Outer London - West and North West","Female","25","20","[c]","[c]"
"In post","2021","Public Health England","Medicine","Outer London - West and North West","Male","20","15","[c]","[c]"
"In post","2021","Public Health England","Medicine","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Surrey, East and West Sussex","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Medicine","West Midlands","Female","25","20","[c]","[c]"
"In post","2021","Public Health England","Medicine","West Midlands","Male","15","10","[c]","[c]"
"In post","2021","Public Health England","Medicine","West Yorkshire","Female","10","5","[c]","[c]"
"In post","2021","Public Health England","Medicine","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Bedfordshire and Hertfordshire","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Female","95","75","34610","29910"
"In post","2021","Public Health England","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Male","25","25","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Derbyshire and Nottinghamshire","Female","70","65","32740","28590"
"In post","2021","Public Health England","Operational Delivery","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Devon","Female","20","20","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Devon","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","East Anglia","Female","80","70","37050","31370"
"In post","2021","Public Health England","Operational Delivery","East Anglia","Male","30","25","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Essex","Female","45","40","34990","31400"
"In post","2021","Public Health England","Operational Delivery","Essex","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Female","315","280","33090","28870"
"In post","2021","Public Health England","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Male","110","105","44940","36690"
"In post","2021","Public Health England","Operational Delivery","Greater Manchester","Female","115","100","31730","23850"
"In post","2021","Public Health England","Operational Delivery","Greater Manchester","Male","55","55","28120","19630"
"In post","2021","Public Health England","Operational Delivery","Hampshire and Isle of Wight","Female","10","10","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Inner London - East","Female","790","720","43960","40070"
"In post","2021","Public Health England","Operational Delivery","Inner London - East","Male","325","305","49470","50930"
"In post","2021","Public Health England","Operational Delivery","Kent","Female","20","20","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Lancashire","Female","25","20","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Merseyside","Female","40","35","34450","28600"
"In post","2021","Public Health England","Operational Delivery","Merseyside","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","North Yorkshire","Female","15","15","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","North Yorkshire","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Northumberland and Tyne and Wear","Female","65","60","39290","36330"
"In post","2021","Public Health England","Operational Delivery","Northumberland and Tyne and Wear","Male","15","15","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Outer London - West and North West","Female","275","245","35920","32330"
"In post","2021","Public Health England","Operational Delivery","Outer London - West and North West","Male","125","120","41130","40070"
"In post","2021","Public Health England","Operational Delivery","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","South Yorkshire","Female","15","15","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Surrey, East and West Sussex","Female","40","35","36790","31300"
"In post","2021","Public Health England","Operational Delivery","Surrey, East and West Sussex","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Tees Valley and Durham","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Operational Delivery","West Midlands","Female","155","135","34020","28590"
"In post","2021","Public Health England","Operational Delivery","West Midlands","Male","30","30","38740","28590"
"In post","2021","Public Health England","Operational Delivery","West Yorkshire","Female","95","80","34660","31370"
"In post","2021","Public Health England","Operational Delivery","West Yorkshire","Male","35","35","39300","36330"
"In post","2021","Public Health England","Property","Inner London - East","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Property","Inner London - East","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Property","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Property","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Bedfordshire and Hertfordshire","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Female","100","95","45710","42190"
"In post","2021","Public Health England","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Male","85","85","46510","42380"
"In post","2021","Public Health England","Science and Engineering","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Derbyshire and Nottinghamshire","Female","40","35","39920","37890"
"In post","2021","Public Health England","Science and Engineering","Derbyshire and Nottinghamshire","Male","15","10","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Devon","Female","10","10","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Dorset and Somerset","Female","10","5","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","East Anglia","Female","80","70","35380","31550"
"In post","2021","Public Health England","Science and Engineering","East Anglia","Male","35","35","31960","25790"
"In post","2021","Public Health England","Science and Engineering","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Essex","Female","15","10","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Female","375","340","34890","33550"
"In post","2021","Public Health England","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Male","180","180","39350","36940"
"In post","2021","Public Health England","Science and Engineering","Greater Manchester","Female","110","100","31020","28590"
"In post","2021","Public Health England","Science and Engineering","Greater Manchester","Male","65","65","34030","25770"
"In post","2021","Public Health England","Science and Engineering","Hampshire and Isle of Wight","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Inner London - East","Female","160","135","49630","45750"
"In post","2021","Public Health England","Science and Engineering","Inner London - East","Male","65","60","54670","45890"
"In post","2021","Public Health England","Science and Engineering","Kent","Female","15","10","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Lancashire","Female","10","10","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Leicestershire, Rutland and Northamptonshire","Female","15","15","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Merseyside","Female","20","20","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Merseyside","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","North Yorkshire","Female","30","25","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","North Yorkshire","Male","10","10","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Northumberland and Tyne and Wear","Female","20","15","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Northumberland and Tyne and Wear","Male","10","5","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Outer London - West and North West","Female","385","365","40540","39020"
"In post","2021","Public Health England","Science and Engineering","Outer London - West and North West","Male","145","140","42780","41030"
"In post","2021","Public Health England","Science and Engineering","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","South Yorkshire","Female","5","5","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Surrey, East and West Sussex","Female","10","10","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","West Central Scotland","Female","10","5","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","West Central Scotland","Male","5","5","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","West Midlands","Female","125","110","36450","36330"
"In post","2021","Public Health England","Science and Engineering","West Midlands","Male","40","40","37130","34220"
"In post","2021","Public Health England","Science and Engineering","West Yorkshire","Female","30","25","[c]","[c]"
"In post","2021","Public Health England","Science and Engineering","West Yorkshire","Male","25","25","[c]","[c]"
"In post","2021","Public Health England","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Statistics","Outer London - West and North West","Male","10","10","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Commercial","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Communications","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Digital, Data and Technology","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Finance","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Human Resources","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","Inner London - West","Female","10","10","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Operational Delivery","Inner London - West","Male","15","15","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Project Delivery","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Property","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Property","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Commercial","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","Eastern Scotland","Female","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Communications","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","Eastern Scotland","Female","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","Eastern Scotland","Male","45","45","40760","36780"
"In post","2021","Registers of Scotland","Digital, Data and Technology","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Digital, Data and Technology","West Central Scotland","Male","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","Eastern Scotland","Female","15","15","[c]","[c]"
"In post","2021","Registers of Scotland","Finance","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","Eastern Scotland","Female","30","25","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Human Resources","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Legal","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Delivery","Eastern Scotland","Female","375","350","30810","30080"
"In post","2021","Registers of Scotland","Operational Delivery","Eastern Scotland","Male","375","370","30840","30080"
"In post","2021","Registers of Scotland","Operational Delivery","West Central Scotland","Female","85","80","32320","30080"
"In post","2021","Registers of Scotland","Operational Delivery","West Central Scotland","Male","75","75","31610","30080"
"In post","2021","Registers of Scotland","Operational Research","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Operational Research","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Policy","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Project Delivery","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Property","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Property","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Property","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Security","Eastern Scotland","Female","5","5","[c]","[c]"
"In post","2021","Registers of Scotland","Security","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Statistics","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Revenue Scotland","Unknown","Eastern Scotland","Female","30","30","43160","35110"
"In post","2021","Revenue Scotland","Unknown","Eastern Scotland","Male","25","25","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Other","Unknown","Female","165","165","33120","32700"
"In post","2021","Royal Fleet Auxiliary","Other","Unknown","Male","1670","1670","38060","34460"
"In post","2021","Rural Payments Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Female","80","75","26780","21050"
"In post","2021","Rural Payments Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Male","80","80","30930","26520"
