"Status","Year","Age","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Ministry of Justice","West Wales and The Valleys","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","West Yorkshire","45","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Inner London - East","15","[c]","42800","41860"
"Leaver CS","2021","30-39","National Crime Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","Greater Manchester","10","[c]","26990","21160"
"Leaver CS","2021","30-39","Office for Standards in Education","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Inner London - East","15","[c]","46490","46160"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","Eastern Scotland","90","[c]","32690","29940"
"Leaver CS","2021","30-39","Scottish Government","Highlands and Islands","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government","North Eastern Scotland","10","[c]","28550","30650"
"Leaver CS","2021","30-39","Scottish Government","Southern Scotland","15","[c]","27270","26530"
"Leaver CS","2021","30-39","Scottish Government","West Central Scotland","35","[c]","31590","29410"
"Leaver CS","2021","30-39","The National Archives","Outer London - West and North West","10","[c]","32000","28460"
"Leaver CS","2021","30-39","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","East Wales","25","[c]","39520","37020"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Hampshire and Isle of Wight","20","[c]","33170","30350"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","West Midlands","10","[c]","44230","40980"
"Leaver CS","2021","30-39","Welsh Government","East Wales","10","[c]","38920","36500"
"Leaver CS","2021","30-39","Welsh Government","West Wales and The Valleys","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Inner London - West","25","[c]","59840","57500"
"Leaver CS","2021","40-49","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Attorney General's Departments","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","Inner London - West","25","[c]","65890","60640"
"Leaver CS","2021","40-49","Cabinet Office","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office","Unknown","10","[c]","75300","80750"
"Leaver CS","2021","40-49","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","Inner London - East","10","[c]","60100","58270"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Devon","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","East Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Inner London - West","20","[c]","59810","62160"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","Inner London - West","15","[c]","49890","53000"
"Leaver CS","2021","40-49","Department for Education","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","Inner London - West","15","[c]","71950","72720"
"Leaver CS","2021","40-49","Department for Education","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","South Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education","West Midlands","10","[c]","51830","44380"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Cumbria","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","East Anglia","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Inner London - West","15","[c]","58160","58290"
"Leaver CS","2021","40-49","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Hampshire and Isle of Wight","15","[c]","42600","39790"
"Leaver CS","2021","40-49","Department for Transport","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Inner London - West","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport","West Wales and The Valleys","35","[c]","24530","21590"
"Leaver CS","2021","40-49","Department for Work and Pensions","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","15","[c]","24680","27570"
"Leaver CS","2021","40-49","Department for Work and Pensions","Cheshire","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Derbyshire and Nottinghamshire","20","[c]","24560","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","Devon","15","[c]","22880","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","Dorset and Somerset","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","East Anglia","15","[c]","26210","27570"
"Leaver CS","2021","40-49","Department for Work and Pensions","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Eastern Scotland","20","[c]","22700","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","Essex","15","[c]","26000","24180"
"Leaver CS","2021","40-49","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","25670","27570"
"Leaver CS","2021","40-49","Department for Work and Pensions","Greater Manchester","35","[c]","27310","27570"
"Leaver CS","2021","40-49","Department for Work and Pensions","Hampshire and Isle of Wight","15","[c]","25080","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Inner London - East","10","[c]","28430","31060"
"Leaver CS","2021","40-49","Department for Work and Pensions","Inner London - West","15","[c]","63900","62000"
"Leaver CS","2021","40-49","Department for Work and Pensions","Kent","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Lancashire","45","[c]","23370","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","15","[c]","25350","27570"
"Leaver CS","2021","40-49","Department for Work and Pensions","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Merseyside","10","[c]","30480","27570"
"Leaver CS","2021","40-49","Department for Work and Pensions","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Northumberland and Tyne and Wear","30","[c]","27990","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","Outer London - East and North East","20","[c]","29740","31060"
"Leaver CS","2021","40-49","Department for Work and Pensions","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Outer London - West and North West","10","[c]","31060","31060"
"Leaver CS","2021","40-49","Department for Work and Pensions","Shropshire and Staffordshire","10","[c]","23380","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","South Yorkshire","15","[c]","29020","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Surrey, East and West Sussex","15","[c]","24510","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","Tees Valley and Durham","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions","West Central Scotland","20","[c]","23320","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","West Midlands","25","[c]","23050","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","West Wales and The Valleys","15","[c]","25100","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions","West Yorkshire","30","[c]","28180","27570"
"Leaver CS","2021","40-49","Department of Health and Social Care","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","East Anglia","15","[c]","35300","31770"
"Leaver CS","2021","40-49","Department of Health and Social Care","Essex","15","[c]","35060","34530"
"Leaver CS","2021","40-49","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","49380","51680"
"Leaver CS","2021","40-49","Department of Health and Social Care","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Inner London - East","45","[c]","47500","45750"
"Leaver CS","2021","40-49","Department of Health and Social Care","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Outer London - West and North West","20","[c]","41240","40340"
"Leaver CS","2021","40-49","Department of Health and Social Care","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office","Inner London - West","15","[c]","59370","58030"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Bedfordshire and Hertfordshire","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Devon","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","East Anglia","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","East Wales","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Eastern Scotland","55","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Inner London - West","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Kent","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Lancashire","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Lincolnshire","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Merseyside","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Northern Ireland","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Northumberland and Tyne and Wear","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","South Yorkshire","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Southern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Tees Valley and Durham","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","West Central Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","West Midlands","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","West Wales and The Valleys","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Revenue and Customs","West Yorkshire","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Treasury","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Home Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
