"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Other ethnicity","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","SEO/HEO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","Female","155","[c]","20970","21010"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","Male","110","[c]","20900","20500"
"Leaver Dept.","2021","20-29","Unknown","EO","Female","125","[c]","27600","27550"
"Leaver Dept.","2021","20-29","Unknown","EO","Male","115","[c]","27240","27500"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","Female","55","[c]","53660","52850"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","Male","50","[c]","53880","53330"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","Female","415","[c]","33070","32000"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","Male","370","[c]","33160","32120"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","AA/AO","Female","270","[c]","21070","21010"
"Leaver Dept.","2021","20-29","White","AA/AO","Male","170","[c]","21140","21010"
"Leaver Dept.","2021","20-29","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","EO","Female","285","[c]","26460","27310"
"Leaver Dept.","2021","20-29","White","EO","Male","230","[c]","26620","27500"
"Leaver Dept.","2021","20-29","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","G6/G7","Female","100","[c]","54360","53760"
"Leaver Dept.","2021","20-29","White","G6/G7","Male","80","[c]","54000","53380"
"Leaver Dept.","2021","20-29","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","SEO/HEO","Female","530","[c]","33980","32910"
"Leaver Dept.","2021","20-29","White","SEO/HEO","Male","410","[c]","34140","33210"
"Leaver Dept.","2021","20-29","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","AA/AO","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","EO","Female","45","[c]","27040","27550"
"Leaver Dept.","2021","30-39","Asian","EO","Male","35","[c]","27670","27570"
"Leaver Dept.","2021","30-39","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","SEO/HEO","Female","55","[c]","36510","35130"
"Leaver Dept.","2021","30-39","Asian","SEO/HEO","Male","60","[c]","37290","37070"
"Leaver Dept.","2021","30-39","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","SEO/HEO","Male","35","[c]","36890","37060"
"Leaver Dept.","2021","30-39","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","AA/AO","Female","75","[c]","20670","20730"
"Leaver Dept.","2021","30-39","Unknown","AA/AO","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","EO","Female","60","[c]","26980","27190"
"Leaver Dept.","2021","30-39","Unknown","EO","Male","55","[c]","26750","27000"
"Leaver Dept.","2021","30-39","Unknown","G6/G7","Female","130","[c]","56000","54490"
"Leaver Dept.","2021","30-39","Unknown","G6/G7","Male","130","[c]","55470","54070"
"Leaver Dept.","2021","30-39","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","SEO/HEO","Female","180","[c]","35390","33730"
"Leaver Dept.","2021","30-39","Unknown","SEO/HEO","Male","165","[c]","35560","33930"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","AA/AO","Female","185","[c]","20660","21010"
"Leaver Dept.","2021","30-39","White","AA/AO","Male","145","[c]","20920","21010"
"Leaver Dept.","2021","30-39","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","EO","Female","225","[c]","26220","26670"
"Leaver Dept.","2021","30-39","White","EO","Male","165","[c]","26190","26780"
"Leaver Dept.","2021","30-39","White","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","G6/G7","Female","300","[c]","56740","54700"
"Leaver Dept.","2021","30-39","White","G6/G7","Male","265","[c]","56700","54740"
"Leaver Dept.","2021","30-39","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","SCS level","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","SEO/HEO","Female","345","[c]","35890","34920"
"Leaver Dept.","2021","30-39","White","SEO/HEO","Male","350","[c]","35900","34700"
"Leaver Dept.","2021","30-39","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","Unknown","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","AA/AO","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","EO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","G6/G7","Female","80","[c]","57130","56470"
"Leaver Dept.","2021","40-49","Unknown","G6/G7","Male","65","[c]","56940","56730"
"Leaver Dept.","2021","40-49","Unknown","SCS level","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","SEO/HEO","Female","60","[c]","36550","36520"
"Leaver Dept.","2021","40-49","Unknown","SEO/HEO","Male","50","[c]","36750","36270"
"Leaver Dept.","2021","40-49","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
