"Status","Year","Ethnicity","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Education Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","ESTYN","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Forestry and Land Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Forestry and Land Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Legal Department","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Legal Department","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Property Agency","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Property Agency","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Government Property Agency","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Health and Safety Executive","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Health and Safety Executive","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Ministry of Justice","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Ministry of Justice","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","HM Land Registry","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Ministry of Justice","Female","75","[c]","24500","22920"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Ministry of Justice","Male","50","[c]","25220","24120"
"New entrant CS","2021","Mixed","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Treasury (excl. agencies)","HM Treasury","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Treasury (excl. agencies)","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Home Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Home Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office (incl. agencies)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","30","[c]","34880","32640"
"New entrant CS","2021","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","National Crime Agency","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","National Crime Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Records of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of the Public Guardian","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Public Health England","Department of Health and Social Care","Female","50","[c]","34700","29840"
"New entrant CS","2021","Mixed","Public Health England","Department of Health and Social Care","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Public Health England","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Courts and Tribunals Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Courts and Tribunals Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Government (excl. agencies)","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Government (excl. agencies)","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Security Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Security Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Social Security Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Standards and Testing Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Student Awards Agency for Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Submarine Delivery Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Transport Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Export Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Valuation Office Agency","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Valuation Office Agency","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Valuation Office Agency","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Vehicle Certification Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales Office","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Welsh Government (excl. agencies)","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Welsh Government (excl. agencies)","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Welsh Government (excl. agencies)","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Accountant in Bankruptcy","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
