"Status","Year","Age","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Black","London","385","[c]","32020","31060"
"New entrant CS","2021","30-39","Black","Outside London","325","[c]","28210","27570"
"New entrant CS","2021","30-39","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","London","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","London","160","[c]","37680","31060"
"New entrant CS","2021","30-39","Mixed","Outside London","240","[c]","28680","27570"
"New entrant CS","2021","30-39","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","London","45","[c]","37210","32650"
"New entrant CS","2021","30-39","Other ethnicity","Outside London","75","[c]","27300","23450"
"New entrant CS","2021","30-39","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","London","90","[c]","38720","32970"
"New entrant CS","2021","30-39","Undeclared","Outside London","145","[c]","29870","27570"
"New entrant CS","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","London","965","[c]","40860","35050"
"New entrant CS","2021","30-39","Unknown","Outside London","2775","[c]","27840","24920"
"New entrant CS","2021","30-39","Unknown","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","100","[c]","39140","28000"
"New entrant CS","2021","30-39","White","London","1340","[c]","41230","37230"
"New entrant CS","2021","30-39","White","Outside London","5710","[c]","28290","27570"
"New entrant CS","2021","30-39","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Unknown","60","[c]","31200","27570"
"New entrant CS","2021","40-49","Asian","London","255","[c]","40250","31060"
"New entrant CS","2021","40-49","Asian","Outside London","400","[c]","30000","27570"
"New entrant CS","2021","40-49","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","London","270","[c]","34320","31060"
"New entrant CS","2021","40-49","Black","Outside London","265","[c]","29200","27570"
"New entrant CS","2021","40-49","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","London","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Mixed","London","60","[c]","37440","31060"
"New entrant CS","2021","40-49","Mixed","Outside London","145","[c]","28040","27570"
"New entrant CS","2021","40-49","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","London","30","[c]","33330","31060"
"New entrant CS","2021","40-49","Other ethnicity","Outside London","40","[c]","31700","27570"
"New entrant CS","2021","40-49","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","London","65","[c]","40240","32330"
"New entrant CS","2021","40-49","Undeclared","Outside London","115","[c]","33940","27570"
"New entrant CS","2021","40-49","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","London","565","[c]","47770","40000"
"New entrant CS","2021","40-49","Unknown","Outside London","1820","[c]","30290","25560"
"New entrant CS","2021","40-49","Unknown","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","85","[c]","[c]","[c]"
"New entrant CS","2021","40-49","White","London","740","[c]","44100","39030"
"New entrant CS","2021","40-49","White","Outside London","4465","[c]","30400","27570"
"New entrant CS","2021","40-49","White","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","White","Unknown","55","[c]","33300","27570"
"New entrant CS","2021","50-59","Asian","London","95","[c]","39230","31060"
"New entrant CS","2021","50-59","Asian","Outside London","165","[c]","28970","27570"
"New entrant CS","2021","50-59","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Black","London","205","[c]","32710","31060"
"New entrant CS","2021","50-59","Black","Outside London","145","[c]","29280","27570"
"New entrant CS","2021","50-59","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Mixed","London","40","[c]","38820","31060"
"New entrant CS","2021","50-59","Mixed","Outside London","90","[c]","29480","27570"
"New entrant CS","2021","50-59","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","London","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","London","40","[c]","39130","31060"
"New entrant CS","2021","50-59","Undeclared","Outside London","115","[c]","29310","27570"
"New entrant CS","2021","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","London","375","[c]","47430","40000"
"New entrant CS","2021","50-59","Unknown","Outside London","1485","[c]","29710","24880"
"New entrant CS","2021","50-59","Unknown","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","90","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","London","575","[c]","43390","36330"
"New entrant CS","2021","50-59","White","Outside London","4160","[c]","29020","27570"
"New entrant CS","2021","50-59","White","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","White","Unknown","55","[c]","30460","27570"
"New entrant CS","2021","60-64","Asian","London","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","London","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","London","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","London","45","[c]","48560","44630"
"New entrant CS","2021","60-64","Unknown","Outside London","250","[c]","27990","24510"
"New entrant CS","2021","60-64","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","60-64","White","London","110","[c]","47130","36330"
"New entrant CS","2021","60-64","White","Outside London","795","[c]","27660","26160"
"New entrant CS","2021","60-64","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","White","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mixed","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","London","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Outside London","60","[c]","31780","21650"
"New entrant CS","2021","65+","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","White","London","40","[c]","43280","31060"
"New entrant CS","2021","65+","White","Outside London","135","[c]","32880","27570"
"New entrant CS","2021","65+","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Outside London","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"","For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' from 2022 onwards.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
