"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","London","HEO","15","[c]","37160","37640"
"Leaver CS","2021","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Outside London","EO","25","[c]","28520","27000"
"Leaver CS","2021","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Outside London","HEO","15","[c]","33220","33300"
"Leaver CS","2021","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","AO","15","[c]","18650","18200"
"Leaver CS","2021","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","EO","10","[c]","26550","26770"
"Leaver CS","2021","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","HEO","10","[c]","33050","32650"
"Leaver CS","2021","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","SEO","10","[c]","40780","40470"
"Leaver CS","2021","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Outside London","AO","15","[c]","21340","21130"
"Leaver CS","2021","Knowledge and Information Management","Outside London","EO","15","[c]","25590","26230"
"Leaver CS","2021","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Outside London","HEO","10","[c]","32850","32530"
"Leaver CS","2021","Knowledge and Information Management","Outside London","SEO","10","[c]","41010","40470"
"Leaver CS","2021","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","G6","35","[c]","70970","72030"
"Leaver CS","2021","Legal","London","G7","80","[c]","54720","54150"
"Leaver CS","2021","Legal","London","HEO","15","[c]","35210","30850"
"Leaver CS","2021","Legal","London","SCS level","15","[c]","96220","85010"
"Leaver CS","2021","Legal","London","SEO","20","[c]","42670","42460"
"Leaver CS","2021","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","EO","10","[c]","26260","27130"
"Leaver CS","2021","Legal","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","G7","125","[c]","56850","55610"
"Leaver CS","2021","Legal","Outside London","HEO","15","[c]","32570","33840"
"Leaver CS","2021","Legal","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Outside London","SEO","75","[c]","43820","43460"
"Leaver CS","2021","Medicine","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","SCS level","15","[c]","99510","107630"
"Leaver CS","2021","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Outside London","AO","35","[c]","22060","21740"
"Leaver CS","2021","Medicine","Outside London","EO","35","[c]","29590","30620"
"Leaver CS","2021","Medicine","Outside London","G6","35","[c]","83930","84390"
"Leaver CS","2021","Medicine","Outside London","G7","20","[c]","58060","54540"
"Leaver CS","2021","Medicine","Outside London","HEO","45","[c]","36100","37890"
"Leaver CS","2021","Medicine","Outside London","SCS level","25","[c]","110730","110680"
"Leaver CS","2021","Medicine","Outside London","SEO","25","[c]","41640","40890"
"Leaver CS","2021","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","London","AA","120","[c]","19490","19170"
"Leaver CS","2021","Operational Delivery","London","AO","445","[c]","23050","22680"
"Leaver CS","2021","Operational Delivery","London","EO","250","[c]","28850","28650"
"Leaver CS","2021","Operational Delivery","London","G6","30","[c]","72210","70710"
"Leaver CS","2021","Operational Delivery","London","G7","65","[c]","56740","55370"
"Leaver CS","2021","Operational Delivery","London","HEO","140","[c]","34200","32760"
"Leaver CS","2021","Operational Delivery","London","SCS level","20","[c]","106770","98450"
"Leaver CS","2021","Operational Delivery","London","SEO","95","[c]","42700","41160"
"Leaver CS","2021","Operational Delivery","London","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","AA","990","[c]","17930","17540"
"Leaver CS","2021","Operational Delivery","Outside London","AO","3645","[c]","21010","20950"
"Leaver CS","2021","Operational Delivery","Outside London","EO","1025","[c]","26950","26410"
"Leaver CS","2021","Operational Delivery","Outside London","G6","50","[c]","70830","68720"
"Leaver CS","2021","Operational Delivery","Outside London","G7","130","[c]","54120","53860"
"Leaver CS","2021","Operational Delivery","Outside London","HEO","385","[c]","33120","33180"
"Leaver CS","2021","Operational Delivery","Outside London","SCS level","20","[c]","94330","87610"
"Leaver CS","2021","Operational Delivery","Outside London","SEO","220","[c]","43450","42000"
"Leaver CS","2021","Operational Delivery","Outside London","Unknown","515","[c]","29370","28200"
"Leaver CS","2021","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","AA","15","[c]","17180","17180"
"Leaver CS","2021","Operational Research","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","AO","35","[c]","23130","23480"
"Leaver CS","2021","Other","London","EO","75","[c]","26670","27500"
"Leaver CS","2021","Other","London","G6","10","[c]","78530","73980"
"Leaver CS","2021","Other","London","G7","25","[c]","55870","57430"
"Leaver CS","2021","Other","London","HEO","40","[c]","32670","33560"
"Leaver CS","2021","Other","London","SCS level","10","[c]","105990","105140"
"Leaver CS","2021","Other","London","SEO","20","[c]","35500","40000"
"Leaver CS","2021","Other","Outside London","AA","165","[c]","19080","18800"
"Leaver CS","2021","Other","Outside London","AO","275","[c]","21490","21130"
"Leaver CS","2021","Other","Outside London","EO","350","[c]","27280","27620"
"Leaver CS","2021","Other","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","HEO","130","[c]","33550","33300"
"Leaver CS","2021","Other","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","SEO","60","[c]","41240","40900"
"Leaver CS","2021","Other","Outside London","Unknown","20","[c]","39720","34660"
"Leaver CS","2021","Other","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Overseas","HEO","60","[c]","35870","36960"
"Leaver CS","2021","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Planning","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","AO","40","[c]","23080","24370"
"Leaver CS","2021","Policy","London","EO","100","[c]","24820","27310"
"Leaver CS","2021","Policy","London","G6","55","[c]","69180","66680"
"Leaver CS","2021","Policy","London","G7","155","[c]","55340","54160"
"Leaver CS","2021","Policy","London","HEO","125","[c]","34190","33570"
"Leaver CS","2021","Policy","London","SCS level","60","[c]","90830","80500"
"Leaver CS","2021","Policy","London","SEO","75","[c]","40750","40510"
"Leaver CS","2021","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","AO","25","[c]","21460","21130"
"Leaver CS","2021","Policy","Outside London","EO","25","[c]","26260","26370"
"Leaver CS","2021","Policy","Outside London","G6","15","[c]","68680","66570"
"Leaver CS","2021","Policy","Outside London","G7","40","[c]","54180","54470"
"Leaver CS","2021","Policy","Outside London","HEO","45","[c]","33000","32420"
"Leaver CS","2021","Policy","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","SEO","40","[c]","40030","39340"
"Leaver CS","2021","Policy","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","EO","10","[c]","28280","27960"
"Leaver CS","2021","Project Delivery","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","G7","20","[c]","57050","56300"
"Leaver CS","2021","Project Delivery","London","HEO","25","[c]","34950","34570"
"Leaver CS","2021","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","SEO","15","[c]","42680","42670"
"Leaver CS","2021","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Outside London","AO","20","[c]","21510","21250"
"Leaver CS","2021","Project Delivery","Outside London","EO","65","[c]","22550","25660"
"Leaver CS","2021","Project Delivery","Outside London","G6","15","[c]","67000","65210"
"Leaver CS","2021","Project Delivery","Outside London","G7","40","[c]","52810","53120"
"Leaver CS","2021","Project Delivery","Outside London","HEO","85","[c]","31910","32430"
"Leaver CS","2021","Project Delivery","Outside London","SCS level","10","[c]","92090","88890"
"Leaver CS","2021","Project Delivery","Outside London","SEO","100","[c]","40620","40010"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","15","[c]","42170","40040"
"Leaver CS","2021","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","EO","20","[c]","27430","28500"
"Leaver CS","2021","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","SEO","15","[c]","46980","47340"
"Leaver CS","2021","Property","Outside London","AA","55","[c]","18200","17950"
"Leaver CS","2021","Property","Outside London","AO","25","[c]","21130","21100"
"Leaver CS","2021","Property","Outside London","EO","120","[c]","25710","25500"
"Leaver CS","2021","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","G7","20","[c]","54490","55470"
"Leaver CS","2021","Property","Outside London","HEO","65","[c]","33530","33250"
"Leaver CS","2021","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Outside London","SEO","60","[c]","42180","42290"
"Leaver CS","2021","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","AO","15","[c]","23620","23530"
"Leaver CS","2021","Science and Engineering","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","G7","20","[c]","53210","53170"
"Leaver CS","2021","Science and Engineering","London","HEO","15","[c]","32780","32650"
"Leaver CS","2021","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","SEO","25","[c]","41310","40560"
"Leaver CS","2021","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Outside London","AA","75","[c]","17840","17180"
"Leaver CS","2021","Science and Engineering","Outside London","AO","140","[c]","21330","21130"
"Leaver CS","2021","Science and Engineering","Outside London","EO","100","[c]","24670","25190"
"Leaver CS","2021","Science and Engineering","Outside London","G6","15","[c]","71820","70030"
"Leaver CS","2021","Science and Engineering","Outside London","G7","45","[c]","53170","53140"
"Leaver CS","2021","Science and Engineering","Outside London","HEO","175","[c]","32010","32340"
"Leaver CS","2021","Science and Engineering","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Outside London","SEO","130","[c]","40910","40800"
"Leaver CS","2021","Science and Engineering","Outside London","Unknown","25","[c]","38130","37310"
"Leaver CS","2021","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","AA","15","[c]","22190","22440"
"Leaver CS","2021","Security","London","AO","10","[c]","32980","28700"
"Leaver CS","2021","Security","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","AA","115","[c]","19760","19560"
"Leaver CS","2021","Security","Outside London","AO","170","[c]","33150","38120"
"Leaver CS","2021","Security","Outside London","EO","40","[c]","32360","29190"
"Leaver CS","2021","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","HEO","20","[c]","39520","35480"
"Leaver CS","2021","Security","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","SEO","15","[c]","40060","39820"
"Leaver CS","2021","Statistics","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","HEO","10","[c]","31090","31500"
"Leaver CS","2021","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA","75","[c]","21680","21770"
"Leaver CS","2021","Unknown","London","AO","370","[c]","24180","25110"
"Leaver CS","2021","Unknown","London","EO","565","[c]","30200","31060"
"Leaver CS","2021","Unknown","London","G6","105","[c]","70240","70880"
"Leaver CS","2021","Unknown","London","G7","235","[c]","56490","55660"
"Leaver CS","2021","Unknown","London","HEO","315","[c]","33250","34640"
"Leaver CS","2021","Unknown","London","SCS level","95","[c]","99450","86850"
"Leaver CS","2021","Unknown","London","SEO","165","[c]","41890","40850"
"Leaver CS","2021","Unknown","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","AA","285","[c]","20710","21150"
"Leaver CS","2021","Unknown","Outside London","AO","4325","[c]","21050","21010"
"Leaver CS","2021","Unknown","Outside London","EO","2915","[c]","27440","27570"
"Leaver CS","2021","Unknown","Outside London","G6","175","[c]","70050","69500"
"Leaver CS","2021","Unknown","Outside London","G7","325","[c]","54580","53340"
"Leaver CS","2021","Unknown","Outside London","HEO","1080","[c]","33470","33450"
"Leaver CS","2021","Unknown","Outside London","SCS level","45","[c]","89280","83230"
"Leaver CS","2021","Unknown","Outside London","SEO","560","[c]","40820","40170"
"Leaver CS","2021","Unknown","Outside London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AO","40","[c]","21510","21010"
"Leaver CS","2021","Unknown","Unknown","EO","30","[c]","27390","27570"
"Leaver CS","2021","Unknown","Unknown","G6","25","[c]","77280","70880"
"Leaver CS","2021","Unknown","Unknown","G7","15","[c]","53500","53060"
"Leaver CS","2021","Unknown","Unknown","HEO","40","[c]","30940","29250"
"Leaver CS","2021","Unknown","Unknown","SCS level","20","[c]","106010","99170"
"Leaver CS","2021","Unknown","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","330","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Outside London","SEO","10","[c]","44860","47100"
"Leaver Dept.","2021","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","SEO","15","[c]","42190","42790"
"Leaver Dept.","2021","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","EO","20","[c]","23280","23520"
"Leaver Dept.","2021","Commercial","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","G7","20","[c]","48420","50550"
"Leaver Dept.","2021","Commercial","Outside London","HEO","35","[c]","28790","29630"
"Leaver Dept.","2021","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","SEO","45","[c]","39370","40210"
"Leaver Dept.","2021","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","EO","15","[c]","27650","27650"
"Leaver Dept.","2021","Communications","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","G7","30","[c]","53550","53250"
"Leaver Dept.","2021","Communications","London","HEO","40","[c]","34950","33210"
"Leaver Dept.","2021","Communications","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","SEO","45","[c]","43040","42710"
"Leaver Dept.","2021","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","HEO","10","[c]","31830","30370"
"Leaver Dept.","2021","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","SEO","15","[c]","39270","38560"
"Leaver Dept.","2021","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
