"Status","Year","Disability","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Science and Engineering","Female","30","[c]","27800","22550"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Science and Engineering","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Property","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Property","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Unknown","Female","190","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Unknown","Male","150","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Policy","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Other","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Other","Male","45","[c]","26100","26240"
"Leaver CS","2021","Undeclared","Ministry of Defence","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Property","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Science and Engineering","Male","30","[c]","36390","37270"
"Leaver CS","2021","Undeclared","Ministry of Defence","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Security","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning Inspectors","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Finance","Female","[c]","[c]","[c]","[c]"
