"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Psychology","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","Male","Heterosexual / straight","30","[c]","17590","17180"
"Leaver CS","2021","Science and Engineering","AA","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AO","Female","Heterosexual / straight","45","[c]","21330","21130"
"Leaver CS","2021","Science and Engineering","AO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AO","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AO","Male","Heterosexual / straight","40","[c]","21200","21570"
"Leaver CS","2021","Science and Engineering","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Male","Heterosexual / straight","50","[c]","24000","25190"
"Leaver CS","2021","Science and Engineering","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","HEO","Female","Heterosexual / straight","30","[c]","30500","30400"
"Leaver CS","2021","Science and Engineering","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","HEO","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","HEO","Male","Heterosexual / straight","85","[c]","31910","32140"
"Leaver CS","2021","Science and Engineering","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","HEO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","HEO","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO","Female","Heterosexual / straight","40","[c]","40870","41010"
"Leaver CS","2021","Science and Engineering","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO","Male","Heterosexual / straight","55","[c]","41920","41500"
"Leaver CS","2021","Science and Engineering","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA","Male","Heterosexual / straight","80","[c]","19860","19560"
"Leaver CS","2021","Security","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","AO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","AO","Male","Heterosexual / straight","90","[c]","34540","38120"
"Leaver CS","2021","Security","AO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","AO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","AO","Male","Unknown","40","[c]","30740","26680"
"Leaver CS","2021","Security","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
