"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","40","[c]","35600","34250"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","55","[c]","58220","55190"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","SCS level","20","[c]","92940","80000"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","45","[c]","36490","34150"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","G6/G7","20","[c]","60980","55390"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","25","[c]","34010","32700"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Commercial","SEO/HEO","10","[c]","36830","36780"
"Leaver CS","2021","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","EO","15","[c]","25920","28500"
"Leaver CS","2021","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Digital, Data and Technology","SEO/HEO","20","[c]","37450","36780"
"Leaver CS","2021","Department for Education","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Finance","SEO/HEO","10","[c]","38720","37190"
"Leaver CS","2021","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","G6/G7","20","[c]","59610","56870"
"Leaver CS","2021","Department for Education","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Operational Delivery","SEO/HEO","30","[c]","36140","36870"
"Leaver CS","2021","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Policy","EO","20","[c]","27130","28500"
"Leaver CS","2021","Department for Education","Policy","G6/G7","50","[c]","56970","54400"
"Leaver CS","2021","Department for Education","Policy","SCS level","15","[c]","83760","79670"
"Leaver CS","2021","Department for Education","Policy","SEO/HEO","55","[c]","36790","36780"
"Leaver CS","2021","Department for Education","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Property","G6/G7","15","[c]","59080","58930"
"Leaver CS","2021","Department for Education","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","10","[c]","36370","36430"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","15","[c]","53820","52120"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","95","[c]","21230","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","50","[c]","25500","25190"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","15","[c]","55100","51770"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","30","[c]","35170","33560"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","AA/AO","20","[c]","23590","24370"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","EO","40","[c]","21340","18200"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","G6/G7","35","[c]","57110","57450"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","40","[c]","35240","34810"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","35","[c]","22620","24370"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","10","[c]","26990","27640"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","20","[c]","35230","35050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","10","[c]","44460","44690"
"Leaver CS","2021","Department for International Trade","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Economics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","AA/AO","15","[c]","18650","18200"
"Leaver CS","2021","Department for International Trade","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","SEO/HEO","15","[c]","35560","34770"
"Leaver CS","2021","Department for International Trade","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","SEO/HEO","10","[c]","27550","31220"
"Leaver CS","2021","Department for International Trade","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","AA/AO","10","[c]","21550","21590"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","G6/G7","10","[c]","63250","58380"
"Leaver CS","2021","Department for Transport","Digital, Data and Technology","SEO/HEO","15","[c]","38240","39040"
"Leaver CS","2021","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Operational Delivery","AA/AO","310","[c]","21100","21590"
"Leaver CS","2021","Department for Transport","Operational Delivery","EO","145","[c]","27860","26780"
"Leaver CS","2021","Department for Transport","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Operational Delivery","SEO/HEO","40","[c]","41600","36680"
"Leaver CS","2021","Department for Transport","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Policy","SEO/HEO","10","[c]","36610","35180"
"Leaver CS","2021","Department for Transport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Science and Engineering","SEO/HEO","10","[c]","37000","35780"
"Leaver CS","2021","Department for Transport","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Unknown","EO","15","[c]","25990","26780"
"Leaver CS","2021","Department for Transport","Unknown","G6/G7","30","[c]","65030","58370"
"Leaver CS","2021","Department for Transport","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Unknown","SEO/HEO","50","[c]","32720","34700"
"Leaver CS","2021","Department for Work and Pensions","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Operational Delivery","AA/AO","20","[c]","21480","21640"
"Leaver CS","2021","Department for Work and Pensions","Operational Delivery","EO","15","[c]","28210","29050"
"Leaver CS","2021","Department for Work and Pensions","Operational Delivery","G6/G7","15","[c]","65370","59090"
"Leaver CS","2021","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Operational Delivery","SEO/HEO","50","[c]","48220","45240"
"Leaver CS","2021","Department for Work and Pensions","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Unknown","AA/AO","2060","[c]","21210","21010"
"Leaver CS","2021","Department for Work and Pensions","Unknown","EO","1860","[c]","28070","27570"
"Leaver CS","2021","Department for Work and Pensions","Unknown","G6/G7","120","[c]","58140","57230"
"Leaver CS","2021","Department for Work and Pensions","Unknown","SCS level","15","[c]","89650","85500"
"Leaver CS","2021","Department for Work and Pensions","Unknown","SEO/HEO","335","[c]","35330","34290"
"Leaver CS","2021","Department of Health and Social Care","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Communications","SEO/HEO","15","[c]","34860","33100"
"Leaver CS","2021","Department of Health and Social Care","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","10","[c]","35380","33420"
"Leaver CS","2021","Department of Health and Social Care","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Knowledge and Information Management","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Knowledge and Information Management","EO","10","[c]","25500","25890"
"Leaver CS","2021","Department of Health and Social Care","Knowledge and Information Management","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","25","[c]","36660","37190"
"Leaver CS","2021","Department of Health and Social Care","Medicine","G6/G7","15","[c]","54670","51670"
"Leaver CS","2021","Department of Health and Social Care","Medicine","SCS level","40","[c]","106750","110680"
"Leaver CS","2021","Department of Health and Social Care","Medicine","SEO/HEO","10","[c]","37410","36010"
"Leaver CS","2021","Department of Health and Social Care","Operational Delivery","AA/AO","60","[c]","20890","20230"
"Leaver CS","2021","Department of Health and Social Care","Operational Delivery","EO","45","[c]","26080","26590"
