"Status","Year","Disability","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Heterosexual / straight","95","[c]","34120","32000"
"Leaver Dept.","2021","Undeclared","No function","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Undeclared","80","[c]","37300","32620"
"Leaver Dept.","2021","Undeclared","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Heterosexual / straight","80","[c]","34680","30200"
"Leaver Dept.","2021","Undeclared","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","60","[c]","33780","28030"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","150","[c]","37690","34700"
"Leaver Dept.","2021","Unknown","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Unknown","45","[c]","40190","36900"
"Leaver Dept.","2021","Unknown","Commercial","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","45","[c]","48140","49000"
"Leaver Dept.","2021","Unknown","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","65","[c]","40580","38540"
"Leaver Dept.","2021","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","50","[c]","45970","44050"
"Leaver Dept.","2021","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Unknown","40","[c]","46370","43750"
"Leaver Dept.","2021","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Unknown","45","[c]","26340","25070"
"Leaver Dept.","2021","Unknown","Human Resources","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","75","[c]","41510","37570"
"Leaver Dept.","2021","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Heterosexual / straight","135","[c]","43980","38400"
"Leaver Dept.","2021","Unknown","No function","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Unknown","1300","[c]","36340","32000"
"Leaver Dept.","2021","Unknown","Project Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","75","[c]","43340","38600"
"Leaver Dept.","2021","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Unknown","35","[c]","28690","25500"
"Leaver Dept.","2021","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","35","[c]","41410","42470"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1215","[c]","35820","31990"
"New entrant CS","2021","Declared disabled","Analysis","Heterosexual / straight","45","[c]","31650","31810"
"New entrant CS","2021","Declared disabled","Analysis","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Heterosexual / straight","55","[c]","38620","37000"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Heterosexual / straight","60","[c]","33270","29260"
"New entrant CS","2021","Declared disabled","Human Resources","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Heterosexual / straight","35","[c]","35280","30850"
"New entrant CS","2021","Declared disabled","Legal","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Heterosexual / straight","810","[c]","27970","24830"
"New entrant CS","2021","Declared disabled","No function","LGBO","235","[c]","26960","24920"
"New entrant CS","2021","Declared disabled","No function","Undeclared","85","[c]","27390","25240"
"New entrant CS","2021","Declared disabled","No function","Unknown","35","[c]","28380","25580"
"New entrant CS","2021","Declared disabled","Project Delivery","Heterosexual / straight","80","[c]","35580","33000"
"New entrant CS","2021","Declared disabled","Project Delivery","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Heterosexual / straight","1720","[c]","26890","27570"
"New entrant CS","2021","Declared disabled","Unknown","LGBO","370","[c]","26900","27570"
"New entrant CS","2021","Declared disabled","Unknown","Undeclared","150","[c]","28020","27570"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Heterosexual / straight","480","[c]","34530","32190"
"New entrant CS","2021","Declared non-disabled","Analysis","LGBO","50","[c]","31950","31810"
"New entrant CS","2021","Declared non-disabled","Analysis","Undeclared","40","[c]","37350","33120"
"New entrant CS","2021","Declared non-disabled","Analysis","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Heterosexual / straight","235","[c]","36790","34020"
"New entrant CS","2021","Declared non-disabled","Commercial","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Heterosexual / straight","410","[c]","31070","25560"
"New entrant CS","2021","Declared non-disabled","Communications","LGBO","45","[c]","31590","25560"
"New entrant CS","2021","Declared non-disabled","Communications","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Heterosexual / straight","75","[c]","31950","26140"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Heterosexual / straight","210","[c]","20600","20140"
"New entrant CS","2021","Declared non-disabled","Debt","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Heterosexual / straight","620","[c]","41160","38630"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","LGBO","55","[c]","40490","36090"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Undeclared","55","[c]","42840","38630"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","80","[c]","33340","32060"
"New entrant CS","2021","Declared non-disabled","Finance","Heterosexual / straight","345","[c]","36150","32560"
"New entrant CS","2021","Declared non-disabled","Finance","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Unknown","35","[c]","22350","21050"
"New entrant CS","2021","Declared non-disabled","Human Resources","Heterosexual / straight","395","[c]","32660","28000"
"New entrant CS","2021","Declared non-disabled","Human Resources","LGBO","40","[c]","35580","30670"
"New entrant CS","2021","Declared non-disabled","Human Resources","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","35","[c]","27780","20040"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Heterosexual / straight","330","[c]","40770","37230"
"New entrant CS","2021","Declared non-disabled","Legal","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Undeclared","45","[c]","32630","24000"
"New entrant CS","2021","Declared non-disabled","Legal","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Heterosexual / straight","8295","[c]","28620","24620"
"New entrant CS","2021","Declared non-disabled","No function","LGBO","795","[c]","28100","24800"
"New entrant CS","2021","Declared non-disabled","No function","Undeclared","525","[c]","31180","27850"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","155","[c]","32180","25900"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Heterosexual / straight","1015","[c]","37220","33610"
"New entrant CS","2021","Declared non-disabled","Project Delivery","LGBO","65","[c]","34170","30850"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Undeclared","45","[c]","36810","34020"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","60","[c]","37550","35790"
"New entrant CS","2021","Declared non-disabled","Property","Heterosexual / straight","370","[c]","32060","30000"
"New entrant CS","2021","Declared non-disabled","Property","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","50","[c]","26680","25140"
"New entrant CS","2021","Declared non-disabled","Security","Heterosexual / straight","375","[c]","26400","23540"
"New entrant CS","2021","Declared non-disabled","Security","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Heterosexual / straight","12915","[c]","27190","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","LGBO","1080","[c]","26620","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Undeclared","600","[c]","27990","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","100","[c]","30130","28430"
"New entrant CS","2021","Undeclared","Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Heterosexual / straight","355","[c]","31970","28590"
"New entrant CS","2021","Undeclared","No function","LGBO","55","[c]","27610","28030"
"New entrant CS","2021","Undeclared","No function","Undeclared","265","[c]","35500","31370"
"New entrant CS","2021","Undeclared","No function","Unknown","115","[c]","40360","34710"
"New entrant CS","2021","Undeclared","Project Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Heterosexual / straight","485","[c]","26610","27570"
"New entrant CS","2021","Undeclared","Unknown","LGBO","80","[c]","26220","27570"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","160","[c]","27940","27570"
"New entrant CS","2021","Undeclared","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Heterosexual / straight","165","[c]","32680","32540"
"New entrant CS","2021","Unknown","Analysis","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Unknown","300","[c]","35590","32540"
"New entrant CS","2021","Unknown","Commercial","Heterosexual / straight","80","[c]","34230","31780"
"New entrant CS","2021","Unknown","Commercial","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","345","[c]","63460","67500"
"New entrant CS","2021","Unknown","Communications","Heterosexual / straight","65","[c]","34570","31030"
"New entrant CS","2021","Unknown","Communications","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","655","[c]","29620","25560"
"New entrant CS","2021","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","85","[c]","28650","25560"
"New entrant CS","2021","Unknown","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Unknown","665","[c]","20460","20140"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Heterosexual / straight","225","[c]","39190","36500"
"New entrant CS","2021","Unknown","Digital, Data & Technology","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","665","[c]","39600","36030"
"New entrant CS","2021","Unknown","Finance","Heterosexual / straight","80","[c]","35500","32790"
"New entrant CS","2021","Unknown","Finance","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","220","[c]","33290","32790"
"New entrant CS","2021","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Heterosexual / straight","100","[c]","32850","28840"
"New entrant CS","2021","Unknown","Human Resources","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","170","[c]","32280","28000"
"New entrant CS","2021","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Heterosexual / straight","525","[c]","34950","38000"
"New entrant CS","2021","Unknown","Legal","LGBO","35","[c]","29820","25480"
"New entrant CS","2021","Unknown","Legal","Undeclared","85","[c]","26270","20850"
"New entrant CS","2021","Unknown","Legal","Unknown","275","[c]","34240","28570"
"New entrant CS","2021","Unknown","No function","Heterosexual / straight","1595","[c]","31130","28970"
"New entrant CS","2021","Unknown","No function","LGBO","165","[c]","29940","28500"
