"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","National Crime Agency","Operational Delivery","SEO/HEO","65","[c]","45570","44830"
"Leaver CS","2021","No function","Northern Ireland Office","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Inspector of Education and Training","G6/G7","40","[c]","77490","75500"
"Leaver CS","2021","No function","Office for Standards in Education","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Inspector of Education and Training","SEO/HEO","30","[c]","50400","51360"
"Leaver CS","2021","No function","Office for Standards in Education","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Operational Delivery","AA/AO","15","[c]","21050","21160"
"Leaver CS","2021","No function","Office for Standards in Education","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Other","EO","10","[c]","25250","25750"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Other","G6/G7","15","[c]","63170","64130"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Other","SEO/HEO","10","[c]","36650","36690"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Operational Delivery","AA/AO","115","[c]","22300","21810"
"Leaver CS","2021","No function","Scottish Government","Operational Delivery","EO","100","[c]","32460","33650"
"Leaver CS","2021","No function","Scottish Government","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Operational Delivery","SEO/HEO","30","[c]","39130","39500"
"Leaver CS","2021","No function","Scottish Government","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Other","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Operational Delivery","AA/AO","10","[c]","19050","19100"
"Leaver CS","2021","No function","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Operational Delivery","AA/AO","120","[c]","19480","19130"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Operational Delivery","EO","15","[c]","24110","23520"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Operational Delivery","G6/G7","10","[c]","52190","50860"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Operational Delivery","SEO/HEO","35","[c]","33270","32540"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chancellor's other departments","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","G6/G7","10","[c]","67450","72190"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Transport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Policy","G6/G7","15","[c]","59710","57000"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Commercial","EO","10","[c]","21730","21010"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Commercial","SEO/HEO","20","[c]","35370","37820"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Digital, Data and Technology","SEO/HEO","10","[c]","34950","34460"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Other","EO","65","[c]","20080","19040"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Other","SEO/HEO","55","[c]","33960","32720"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","AA/AO","10","[c]","20950","20920"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","EO","60","[c]","22500","25810"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","G6/G7","35","[c]","55030","54540"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","SCS level","10","[c]","92500","89530"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","SEO/HEO","160","[c]","36900","37320"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Project Delivery","Unknown","15","[c]","44540","41070"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Science and Engineering","EO","40","[c]","23070","23500"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Science and Engineering","G6/G7","10","[c]","57910","55430"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Science and Engineering","SEO/HEO","75","[c]","37880","37670"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Science and Engineering","Unknown","25","[c]","38130","37310"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Chancellor's other departments","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Transport","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department of Health and Social Care","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Foreign, Commonwealth and Development Office","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","Operational Delivery","AA/AO","50","[c]","20280","19920"
"Leaver CS","2021","Property","HM Revenue and Customs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","Property","AA/AO","15","[c]","21610","21100"
"Leaver CS","2021","Property","HM Revenue and Customs","Property","EO","115","[c]","25840","25500"
"Leaver CS","2021","Property","HM Revenue and Customs","Property","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Revenue and Customs","Property","SEO/HEO","65","[c]","40680","42900"
"Leaver CS","2021","Property","Ministry of Defence","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Property","AA/AO","55","[c]","18240","18260"
"Leaver CS","2021","Property","Ministry of Defence","Property","EO","15","[c]","27450","26930"
"Leaver CS","2021","Property","Ministry of Defence","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence","Property","SEO/HEO","55","[c]","37060","36280"
"Leaver CS","2021","Property","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
