"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Met Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Met Office","SEO/HEO","10","[c]","35190","37420"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","G6/G7","50","[c]","61400","61000"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","SEO/HEO","25","[c]","38130","40320"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","National Crime Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Planning Inspectorate","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Intellectual Property Office","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","United Kingdom Statistics Authority","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","United Kingdom Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","United Kingdom Statistics Authority","SEO/HEO","25","[c]","34800","36030"
"New entrant CS","2021","30-39","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Equipment and Support","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","SEO/HEO","20","[c]","35920","36820"
"New entrant CS","2021","30-39","Finance","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Revenue and Customs (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Ministry of Defence (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Ministry of Defence (excl. agencies)","SEO/HEO","15","[c]","35870","33000"
"New entrant CS","2021","30-39","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Public Health England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Public Health England","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Rural Payments Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","SEO/HEO","20","[c]","36460","37300"
"New entrant CS","2021","30-39","Human Resources","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Defence Equipment and Support","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Forestry and Land Scotland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Revenue and Customs (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Defence (excl. agencies)","AA/AO","15","[c]","20830","20920"
"New entrant CS","2021","30-39","Human Resources","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Ministry of Justice (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Public Health England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Submarine Delivery Agency","Unknown","10","[c]","24300","20000"
"New entrant CS","2021","30-39","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","United Kingdom Statistics Authority","SEO/HEO","10","[c]","32460","29920"
"New entrant CS","2021","30-39","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Competition and Markets Authority","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Crown Office and Procurator Fiscal Service","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Crown Prosecution Service","AA/AO","40","[c]","20220","20120"
"New entrant CS","2021","30-39","Legal","Crown Prosecution Service","EO","15","[c]","27350","26970"
"New entrant CS","2021","30-39","Legal","Crown Prosecution Service","G6/G7","70","[c]","51450","50520"
"New entrant CS","2021","30-39","Legal","Crown Prosecution Service","SEO/HEO","40","[c]","38430","38000"
"New entrant CS","2021","30-39","Legal","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Government Legal Department","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Government Legal Department","G6/G7","45","[c]","51730","50500"
"New entrant CS","2021","30-39","Legal","Government Legal Department","SEO/HEO","10","[c]","42820","43920"
"New entrant CS","2021","30-39","Legal","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
