"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Unknown","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Unknown","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Female","85","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Legal","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Operational Delivery","Female","215","[c]","22350","20650"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Operational Delivery","Male","100","[c]","24620","20650"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Operational Delivery","Female","145","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Operational Delivery","Male","125","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Policy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Psychology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Unknown","Female","65","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","Female","875","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","Male","745","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Economics","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Policy","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Policy","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Communications","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Intelligence Analysis","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Operational Delivery","Female","240","[c]","29270","24890"
"Leaver Dept.","2021","Home Office (incl. agencies)","Operational Delivery","Male","170","[c]","27650","25040"
"Leaver Dept.","2021","Home Office (incl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Other","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Other","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Policy","Female","105","[c]","50590","42410"
"Leaver Dept.","2021","Home Office (incl. agencies)","Policy","Male","45","[c]","48750","47200"
"Leaver Dept.","2021","Home Office (incl. agencies)","Project Delivery","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Social Research","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Unknown","Female","150","[c]","34100","29860"
"Leaver Dept.","2021","Home Office (incl. agencies)","Unknown","Male","125","[c]","34110","28230"
"Leaver Dept.","2021","Insolvency Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
