"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","White","Counter Fraud","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Counter Fraud","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","London","Inner London - East","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","London","Inner London - West","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","Wales","West Wales and The Valleys","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","London","Inner London - East","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","London","Inner London - West","50","[c]","40070","33990"
"Leaver Dept.","2021","White","Economics","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Economics","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","Inner London - East","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","London","Inner London - West","50","[c]","55460","52990"
"Leaver Dept.","2021","White","Finance","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Wales","East Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Wales","West Wales and The Valleys","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Finance","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","East of England","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","London","Inner London - East","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","London","Inner London - West","60","[c]","42530","38760"
"Leaver Dept.","2021","White","Human Resources","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","North West (England)","Greater Manchester","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","North West (England)","Merseyside","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Wales","East Wales","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Wales","West Wales and The Valleys","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Human Resources","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Inspector of Education and Training","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Intelligence Analysis","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Internal Audit","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","London","Inner London - West","35","[c]","42740","38540"
"Leaver Dept.","2021","White","International Trade","Overseas","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","International Trade","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Knowledge and Information Management","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","Inner London - East","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","London","Inner London - West","40","[c]","59210","54810"
"Leaver Dept.","2021","White","Legal","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Legal","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicine","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicine","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicine","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicine","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Medicine","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","40","[c]","22970","21170"
"Leaver Dept.","2021","White","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","East Midlands (England)","Lincolnshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","East of England","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","East of England","East Anglia","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","East of England","Essex","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","London","Inner London - East","50","[c]","42880","41110"
"Leaver Dept.","2021","White","Operational Delivery","London","Inner London - West","150","[c]","41390","33740"
"Leaver Dept.","2021","White","Operational Delivery","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","London","Outer London - South","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","London","Outer London - West and North West","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","North East (England)","Northumberland and Tyne and Wear","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","North East (England)","Tees Valley and Durham","35","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","North West (England)","Cheshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","North West (England)","Greater Manchester","50","[c]","26400","24570"
"Leaver Dept.","2021","White","Operational Delivery","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","North West (England)","Merseyside","100","[c]","24700","24110"
"Leaver Dept.","2021","White","Operational Delivery","Northern Ireland","Northern Ireland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Scotland","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Scotland","Southern Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Scotland","West Central Scotland","55","[c]","24430","24110"
"Leaver Dept.","2021","White","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","South East (England)","Hampshire and Isle of Wight","45","[c]","30230","27130"
"Leaver Dept.","2021","White","Operational Delivery","South East (England)","Kent","35","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","South East (England)","Surrey, East and West Sussex","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","South West (England)","Devon","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","South West (England)","Dorset and Somerset","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","35","[c]","29790","22570"
"Leaver Dept.","2021","White","Operational Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Wales","East Wales","65","[c]","30470","25040"
"Leaver Dept.","2021","White","Operational Delivery","Wales","West Wales and The Valleys","60","[c]","23490","21590"
"Leaver Dept.","2021","White","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","West Midlands (England)","West Midlands","50","[c]","26210","22570"
"Leaver Dept.","2021","White","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Yorkshire and The Humber","North Yorkshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Yorkshire and The Humber","South Yorkshire","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Delivery","Yorkshire and The Humber","West Yorkshire","40","[c]","26610","23510"
"Leaver Dept.","2021","White","Operational Research","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","London","Inner London - East","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Operational Research","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","London","Inner London - East","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","London","Inner London - West","50","[c]","46160","36690"
"Leaver Dept.","2021","White","Other","London","Outer London - South","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","North West (England)","Merseyside","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","Scotland","West Central Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","South East (England)","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","South West (England)","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","[c]","36490","32190"
"Leaver Dept.","2021","White","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other","West Midlands (England)","Shropshire and Staffordshire","5","[c]","[c]","[c]"
