"Status","Year","Disability","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","National Savings and Investments","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Savings and Investments","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Savings and Investments","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Savings and Investments","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","National Savings and Investments","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Budget Responsibility","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Budget Responsibility","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Budget Responsibility","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Other","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Other","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Operational Delivery","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Operational Delivery","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of the Public Guardian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Science and Engineering","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Public Health England","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Queen Elizabeth II Centre","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Queen Elizabeth II Centre","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Queen Elizabeth II Centre","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Queen Elizabeth II Centre","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Queen Elizabeth II Centre","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Queen Elizabeth II Centre","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Registers of Scotland","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Revenue Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Revenue Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Royal Fleet Auxiliary","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Royal Fleet Auxiliary","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Royal Fleet Auxiliary","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Rural Payments Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Rural Payments Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Rural Payments Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Rural Payments Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Rural Payments Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Rural Payments Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
