"Status","Year","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office","50","[c]","42110","34240"
"Leaver Dept.","2021","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Work and Pensions","30","[c]","33030","27570"
"Leaver Dept.","2021","Mixed","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","HM Revenue and Customs","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Home Office","40","[c]","40720","35070"
"Leaver Dept.","2021","Mixed","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Ministry of Justice","40","[c]","34300","28720"
"Leaver Dept.","2021","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Cabinet Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions","55","[c]","29060","27570"
"Leaver Dept.","2021","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office","45","[c]","36200","34080"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","35","[c]","37620","36740"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","65","[c]","36320","33000"
"Leaver Dept.","2021","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","35","[c]","45940","47010"
"Leaver Dept.","2021","Unknown","Cabinet Office","575","[c]","36570","32000"
"Leaver Dept.","2021","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","145","[c]","39020","34240"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","55","[c]","42230","37100"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","535","[c]","38350","34810"
"Leaver Dept.","2021","Unknown","Department for International Trade","105","[c]","41420","38540"
"Leaver Dept.","2021","Unknown","Department for Transport","85","[c]","34870","34330"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","175","[c]","30460","27570"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","155","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","110","[c]","48270","47430"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","640","[c]","33430","25500"
"Leaver Dept.","2021","Unknown","Home Office","75","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","90","[c]","39590","40580"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","60","[c]","42880","42880"
"Leaver Dept.","2021","Unknown","Ministry of Justice","195","[c]","32460","30010"
"Leaver Dept.","2021","Unknown","National Crime Agency","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","35","[c]","33130","29350"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Attorney General's Departments","115","[c]","45030","50250"
"Leaver Dept.","2021","White","Cabinet Office","620","[c]","42690","34550"
"Leaver Dept.","2021","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Charity Commission","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Competition and Markets Authority","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for Business, Energy and Industrial Strategy","330","[c]","46160","40220"
"Leaver Dept.","2021","White","Department for Digital, Culture, Media and Sport","115","[c]","51170","50640"
"Leaver Dept.","2021","White","Department for Education","145","[c]","44880","40510"
"Leaver Dept.","2021","White","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Department for International Trade","110","[c]","45550","38540"
"Leaver Dept.","2021","White","Department for Transport","250","[c]","37630","34330"
"Leaver Dept.","2021","White","Department for Work and Pensions","925","[c]","30530","27570"
"Leaver Dept.","2021","White","Department of Health and Social Care","55","[c]","48780","52390"
"Leaver Dept.","2021","White","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Food Standards Agency","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Foreign, Commonwealth and Development Office","190","[c]","52050","51730"
"Leaver Dept.","2021","White","HM Revenue and Customs","775","[c]","35060","30370"
"Leaver Dept.","2021","White","HM Treasury","110","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Home Office","710","[c]","35910","29860"
"Leaver Dept.","2021","White","Ministry of Defence","645","[c]","37390","33300"
"Leaver Dept.","2021","White","Ministry of Housing, Communities and Local Government","220","[c]","41230","34010"
"Leaver Dept.","2021","White","Ministry of Justice","790","[c]","33820","28410"
"Leaver Dept.","2021","White","National Crime Agency","35","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office for Standards in Education","35","[c]","40890","32010"
"Leaver Dept.","2021","White","Office of Gas and Electricity Markets","40","[c]","41610","37900"
"Leaver Dept.","2021","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Other Cabinet Office Agencies","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Government","40","[c]","35990","32880"
"Leaver Dept.","2021","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","United Kingdom Statistics Authority","75","[c]","37960","36030"
"Leaver Dept.","2021","White","Wales Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Government","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Attorney General's Departments","110","[c]","35860","30060"
"New entrant CS","2021","Asian","Cabinet Office","80","[c]","39320","34550"
"New entrant CS","2021","Asian","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Business, Energy and Industrial Strategy","85","[c]","32970","33570"
"New entrant CS","2021","Asian","Department for Digital, Culture, Media and Sport","35","[c]","37030","34020"
"New entrant CS","2021","Asian","Department for Education","55","[c]","36810","32940"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs","80","[c]","34840","32560"
"New entrant CS","2021","Asian","Department for International Trade","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Transport","80","[c]","33250","30730"
"New entrant CS","2021","Asian","Department for Work and Pensions","2015","[c]","28020","27570"
"New entrant CS","2021","Asian","Department of Health and Social Care","300","[c]","33880","30460"
"New entrant CS","2021","Asian","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Land Registry","35","[c]","26990","22350"
"New entrant CS","2021","Asian","HM Revenue and Customs","270","[c]","25630","20140"
"New entrant CS","2021","Asian","HM Treasury","55","[c]","33450","28500"
"New entrant CS","2021","Asian","Home Office","105","[c]","33950","28650"
"New entrant CS","2021","Asian","Ministry of Defence","150","[c]","34110","29180"
"New entrant CS","2021","Asian","Ministry of Housing, Communities and Local Government","35","[c]","32160","27850"
"New entrant CS","2021","Asian","Ministry of Justice","345","[c]","26240","22920"
"New entrant CS","2021","Asian","National Crime Agency","55","[c]","31840","30550"
"New entrant CS","2021","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","35","[c]","39300","33400"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other Cabinet Office Agencies","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","40","[c]","31230","32540"
"New entrant CS","2021","Asian","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Departments","45","[c]","32090","26950"
"New entrant CS","2021","Black","Cabinet Office","45","[c]","35450","33730"
"New entrant CS","2021","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy","40","[c]","35140","33570"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs","40","[c]","35890","32560"
"New entrant CS","2021","Black","Department for International Trade","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport","45","[c]","34520","34710"
"New entrant CS","2021","Black","Department for Work and Pensions","1435","[c]","28720","29290"
"New entrant CS","2021","Black","Department of Health and Social Care","215","[c]","34040","32330"
"New entrant CS","2021","Black","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs","80","[c]","25390","24120"
"New entrant CS","2021","Black","HM Treasury","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office","50","[c]","35780","28650"
"New entrant CS","2021","Black","Ministry of Defence","80","[c]","29220","27600"
"New entrant CS","2021","Black","Ministry of Housing, Communities and Local Government","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Ministry of Justice","345","[c]","25940","23890"
"New entrant CS","2021","Black","National Crime Agency","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office for Standards in Education","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Gas and Electricity Markets","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","United Kingdom Statistics Authority","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Department for Work and Pensions","40","[c]","26720","27570"
"New entrant CS","2021","Chinese","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Ministry of Justice","15","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Attorney General's Departments","35","[c]","34750","26970"
"New entrant CS","2021","Mixed","Cabinet Office","40","[c]","40150","34550"
"New entrant CS","2021","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Business, Energy and Industrial Strategy","35","[c]","35510","33570"
"New entrant CS","2021","Mixed","Department for Digital, Culture, Media and Sport","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Education","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Environment, Food and Rural Affairs","40","[c]","34280","32560"
"New entrant CS","2021","Mixed","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Department for Transport","30","[c]","30290","29970"
"New entrant CS","2021","Mixed","Department for Work and Pensions","675","[c]","26920","27570"
"New entrant CS","2021","Mixed","Department of Health and Social Care","125","[c]","36150","32330"
"New entrant CS","2021","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","HM Revenue and Customs","50","[c]","25310","24120"
"New entrant CS","2021","Mixed","HM Treasury","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Home Office","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence","70","[c]","30700","26930"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice","195","[c]","26320","23260"
"New entrant CS","2021","Mixed","National Crime Agency","30","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scottish Government","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","United Kingdom Statistics Authority","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales Office","[c]","[c]","[c]","[c]"
