"Status","Year","Ethnicity","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Black","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","London","Female","85","[c]","36470","31330"
"Leaver Dept.","2021","Black","Unknown","London","Male","45","[c]","36080","34880"
"Leaver Dept.","2021","Black","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Outside London","Female","50","[c]","28400","27570"
"Leaver Dept.","2021","Black","Unknown","Outside London","Male","50","[c]","26780","27570"
"Leaver Dept.","2021","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","London","Female","45","[c]","41770","39040"
"Leaver Dept.","2021","Mixed","No function","London","Male","50","[c]","43840","38060"
"Leaver Dept.","2021","Mixed","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Unknown","Female","[c]","[c]","[c]","[c]"
