"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Business, Energy and Industrial Strategy","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Education","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Environment, Food and Rural Affairs","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for International Trade","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Transport","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","AO","Female","150","[c]","21410","21010"
"Leaver CS","2021","30-39","Department for Work and Pensions","AO","Male","105","[c]","21470","21010"
"Leaver CS","2021","30-39","Department for Work and Pensions","EO","Female","165","[c]","28550","27570"
"Leaver CS","2021","30-39","Department for Work and Pensions","EO","Male","105","[c]","28410","27570"
"Leaver CS","2021","30-39","Department for Work and Pensions","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department for Work and Pensions","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","HEO","Female","30","[c]","32710","32900"
"Leaver CS","2021","30-39","Department of Health and Social Care","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","SEO","Female","35","[c]","39800","39910"
"Leaver CS","2021","30-39","Department of Health and Social Care","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","ESTYN","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","ESTYN","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Food Standards Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Foreign, Commonwealth and Development Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Land Registry","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","AO","Female","165","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","AO","Male","85","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","EO","Female","45","[c]","26590","26480"
"Leaver CS","2021","30-39","Home Office","EO","Male","40","[c]","25920","24890"
"Leaver CS","2021","30-39","Home Office","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","AO","Female","45","[c]","21960","20920"
"Leaver CS","2021","30-39","Ministry of Defence","AO","Male","35","[c]","30490","27050"
"Leaver CS","2021","30-39","Ministry of Defence","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","EO","Male","45","[c]","27890","29930"
"Leaver CS","2021","30-39","Ministry of Defence","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","HEO","Female","50","[c]","34170","33240"
"Leaver CS","2021","30-39","Ministry of Defence","HEO","Male","35","[c]","32290","33180"
"Leaver CS","2021","30-39","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","SEO","Male","35","[c]","39770","39990"
"Leaver CS","2021","30-39","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Unknown","Male","30","[c]","28710","29880"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","AA","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","AA","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","AO","Female","230","[c]","20140","19830"
"Leaver CS","2021","30-39","Ministry of Justice","AO","Male","380","[c]","21040","19930"
"Leaver CS","2021","30-39","Ministry of Justice","EO","Female","70","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","SEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","Unknown","Female","85","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other Cabinet Office Agencies","AO","Male","[c]","[c]","[c]","[c]"
