"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Legal","5","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Operational Delivery","40","[c]","33820","28850"
"Leaver CS","2021","Welsh Government (excl. agencies)","Other","15","[c]","43330","37410"
"Leaver CS","2021","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Policy","35","[c]","46890","37410"
"Leaver CS","2021","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","30","[c]","24720","24250"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Operational Delivery","45","[c]","22070","20430"
"Leaver Dept.","2021","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","1365","[c]","39670","32320"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","15","[c]","33200","36740"
"Leaver Dept.","2021","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Project Delivery","10","[c]","35900","30350"
"Leaver Dept.","2021","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Operational Delivery","20","[c]","25100","23700"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Commercial","15","[c]","37640","34800"
"Leaver Dept.","2021","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","15","[c]","60890","61360"
"Leaver Dept.","2021","Crown Prosecution Service","Operational Delivery","40","[c]","27250","23520"
"Leaver Dept.","2021","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Commercial","60","[c]","33610","30420"
"Leaver Dept.","2021","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Finance","20","[c]","35470","32220"
"Leaver Dept.","2021","Defence Equipment and Support","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Other","85","[c]","35260","31820"
"Leaver Dept.","2021","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Project Delivery","125","[c]","33720","31950"
"Leaver Dept.","2021","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Science and Engineering","60","[c]","32750","32240"
"Leaver Dept.","2021","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Operational Research","10","[c]","33350","28650"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Science and Engineering","25","[c]","36620","37320"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","15","[c]","52740","52300"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","30","[c]","41840","33660"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","20","[c]","46140","49100"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","55","[c]","49200","45560"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","300","[c]","46070","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Economics","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Policy","150","[c]","47110","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Communications","15","[c]","38710","37420"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Digital, Data and Technology","15","[c]","41170","36980"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Finance","20","[c]","47090","50130"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Operational Delivery","20","[c]","37080","33300"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Policy","115","[c]","43660","40510"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Property","10","[c]","52660","59500"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","15","[c]","39140","35290"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","15","[c]","49270","50390"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","25","[c]","44360","39400"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","325","[c]","40900","36030"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Communications","20","[c]","37060","31650"
"Leaver Dept.","2021","Department for International Trade","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Finance","10","[c]","50080","50700"
"Leaver Dept.","2021","Department for International Trade","Human Resources","15","[c]","41940","38540"
"Leaver Dept.","2021","Department for International Trade","International Trade","130","[c]","45780","42030"
"Leaver Dept.","2021","Department for International Trade","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other","10","[c]","34480","33530"
"Leaver Dept.","2021","Department for International Trade","Planning","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Policy","35","[c]","46700","38540"
"Leaver Dept.","2021","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Statistics","15","[c]","35980","32150"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Unknown","195","[c]","45130","42460"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","1350","[c]","30090","27570"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Unknown","170","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Digital, Data and Technology","20","[c]","33860","31080"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Human Resources","10","[c]","35820","31080"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Operational Delivery","55","[c]","21720","21170"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Operational Delivery","30","[c]","27020","23990"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Operational Delivery","10","[c]","32090","31270"
"Leaver Dept.","2021","Education and Skills Funding Agency","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","10","[c]","70510","74740"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","25","[c]","50040","52430"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","45","[c]","58040","52990"
"Leaver Dept.","2021","Government Legal Department","Other","30","[c]","29840","27350"
"Leaver Dept.","2021","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","15","[c]","48050","50930"
"Leaver Dept.","2021","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Operational Delivery","15","[c]","33180","26740"
"Leaver Dept.","2021","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Legal","15","[c]","37760","35790"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Operational Delivery","315","[c]","23050","20650"
