"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Policy","SCS level","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Female","Heterosexual / straight","75","[c]","37270","36980"
"Leaver CS","2021","Policy","SEO/HEO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Female","Unknown","40","[c]","35700","33910"
"Leaver CS","2021","Policy","SEO/HEO","Male","Heterosexual / straight","85","[c]","37330","37410"
"Leaver CS","2021","Policy","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Male","Unknown","45","[c]","36100","35740"
"Leaver CS","2021","Policy","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Female","Heterosexual / straight","30","[c]","26130","26670"
"Leaver CS","2021","Project Delivery","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Male","Heterosexual / straight","40","[c]","57660","55360"
"Leaver CS","2021","Project Delivery","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Female","Heterosexual / straight","55","[c]","34030","33300"
"Leaver CS","2021","Project Delivery","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Male","Heterosexual / straight","100","[c]","37710","39070"
"Leaver CS","2021","Project Delivery","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Male","Heterosexual / straight","50","[c]","26060","25970"
"Leaver CS","2021","Property","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Male","Unknown","40","[c]","25890","25500"
"Leaver CS","2021","Property","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Male","Heterosexual / straight","70","[c]","37820","36460"
"Leaver CS","2021","Property","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","Female","Heterosexual / straight","60","[c]","20760","20150"
"Leaver CS","2021","Science and Engineering","AA/AO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","Female","Unknown","40","[c]","21380","21050"
"Leaver CS","2021","Science and Engineering","AA/AO","Male","Heterosexual / straight","75","[c]","19620","19090"
"Leaver CS","2021","Science and Engineering","AA/AO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","Male","Unknown","30","[c]","20550","21050"
"Leaver CS","2021","Science and Engineering","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Male","Heterosexual / straight","50","[c]","24000","25190"
"Leaver CS","2021","Science and Engineering","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Female","Heterosexual / straight","70","[c]","36260","37070"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Female","Unknown","40","[c]","35630","34530"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Male","Heterosexual / straight","140","[c]","35920","35400"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Male","Unknown","45","[c]","35260","35070"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Male","Heterosexual / straight","175","[c]","27580","21880"
"Leaver CS","2021","Security","AA/AO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Male","Unknown","60","[c]","27090","24970"
"Leaver CS","2021","Security","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
