"Status","Year","Disability","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Undeclared","Asian","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","International Trade","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Medicine","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Research","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Planning","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Planning","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Psychology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Psychology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Tax","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Economics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Economics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Economics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Economics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","International Trade","East of England","[c]","[c]","[c]","[c]"
