"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Black","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Inner London - West","55","[c]","37840","34020"
"Leaver Dept.","2021","Black","Policy","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Inner London - West","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Outer London - South","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","East Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Greater Manchester","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Inner London - East","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Inner London - West","80","[c]","39430","36270"
"Leaver Dept.","2021","Black","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Northumberland and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Outer London - East and North East","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Outer London - South","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","West Central Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","West Midlands","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","West Yorkshire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Inner London - East","[c]","[c]","[c]","[c]"
