"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Government Internal Audit Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","Outside London","AA/AO","20","[c]","21160","21640"
"Leaver CS","2021","No function","Health and Safety Executive","Outside London","EO","10","[c]","28060","29050"
"Leaver CS","2021","No function","Health and Safety Executive","Outside London","G6/G7","15","[c]","62810","58230"
"Leaver CS","2021","No function","Health and Safety Executive","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","Outside London","SEO/HEO","55","[c]","46580","45240"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","London","AA/AO","195","[c]","21990","22680"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","London","EO","40","[c]","26610","26410"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","London","SEO/HEO","30","[c]","33400","30850"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Outside London","AA/AO","835","[c]","19150","19570"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Outside London","EO","80","[c]","23000","22570"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Outside London","SEO/HEO","40","[c]","30750","30790"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","Outside London","AA/AO","75","[c]","22320","22350"
"Leaver CS","2021","No function","HM Land Registry","Outside London","EO","65","[c]","27050","27130"
"Leaver CS","2021","No function","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","Outside London","SEO/HEO","50","[c]","34570","33840"
"Leaver CS","2021","No function","HM Prison and Probation Service","London","AA/AO","270","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","London","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","Outside London","AA/AO","2555","[c]","25920","25850"
"Leaver CS","2021","No function","HM Prison and Probation Service","Outside London","EO","290","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","Outside London","SEO/HEO","240","[c]","39930","39910"
"Leaver CS","2021","No function","HM Prison and Probation Service","Outside London","Unknown","560","[c]","31290","35760"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Outside London","AA/AO","25","[c]","20910","20880"
"Leaver CS","2021","No function","Insolvency Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Outside London","SEO/HEO","15","[c]","30910","26000"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Outside London","AA/AO","25","[c]","19280","18890"
"Leaver CS","2021","No function","Legal Aid Agency","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Outside London","AA/AO","30","[c]","24100","26170"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Outside London","EO","10","[c]","29900","31250"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Outside London","G6/G7","10","[c]","58960","59800"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Outside London","SEO/HEO","35","[c]","43750","41270"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G6/G7","15","[c]","61030","61250"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO/HEO","15","[c]","38930","39600"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","London","EO","10","[c]","26520","26410"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","London","SEO/HEO","30","[c]","34790","34630"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","London","EO","20","[c]","36660","36200"
"Leaver CS","2021","No function","National Crime Agency","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","London","SEO/HEO","25","[c]","46160","47130"
"Leaver CS","2021","No function","National Crime Agency","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Outside London","EO","40","[c]","33300","32770"
"Leaver CS","2021","No function","National Crime Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Outside London","SEO/HEO","35","[c]","43710","43710"
"Leaver CS","2021","No function","National Crime Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Infrastructure Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Infrastructure Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","London","G6/G7","15","[c]","74110","75500"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","20","[c]","20680","21160"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Outside London","EO","10","[c]","25880","25880"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","30","[c]","77850","75500"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","25","[c]","49010","51360"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","London","G6/G7","15","[c]","61820","64000"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","London","SEO/HEO","10","[c]","37070","36690"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Outside London","EO","15","[c]","23710","23450"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of the Public Guardian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of the Public Guardian","Outside London","AA/AO","35","[c]","19720","19930"
"Leaver CS","2021","No function","Office of the Public Guardian","Outside London","EO","10","[c]","21860","21760"
"Leaver CS","2021","No function","Office of the Public Guardian","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectorate","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectorate","Outside London","G6/G7","20","[c]","55120","58370"
"Leaver CS","2021","No function","Planning Inspectorate","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Public Health England","London","AA/AO","40","[c]","22260","23350"
"Leaver CS","2021","No function","Public Health England","London","EO","40","[c]","26960","26960"
"Leaver CS","2021","No function","Public Health England","London","G6/G7","65","[c]","57000","53750"
"Leaver CS","2021","No function","Public Health England","London","SCS level","20","[c]","106760","107630"
"Leaver CS","2021","No function","Public Health England","London","SEO/HEO","105","[c]","36450","36180"
"Leaver CS","2021","No function","Public Health England","Outside London","AA/AO","130","[c]","20190","20150"
"Leaver CS","2021","No function","Public Health England","Outside London","EO","45","[c]","24390","23690"
"Leaver CS","2021","No function","Public Health England","Outside London","G6/G7","70","[c]","56350","53170"
"Leaver CS","2021","No function","Public Health England","Outside London","SCS level","30","[c]","110080","110680"
"Leaver CS","2021","No function","Public Health England","Outside London","SEO/HEO","150","[c]","35940","35650"
"Leaver CS","2021","No function","Registers of Scotland","Outside London","AA/AO","15","[c]","22500","21870"
"Leaver CS","2021","No function","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Registers of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Registers of Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Prison Service","Outside London","AA/AO","65","[c]","22740","21810"
"Leaver CS","2021","No function","Scottish Prison Service","Outside London","EO","100","[c]","32780","33650"
"Leaver CS","2021","No function","Scottish Prison Service","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Prison Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Prison Service","Outside London","SEO/HEO","25","[c]","41470","39500"
"Leaver CS","2021","No function","Serious Fraud Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Serious Fraud Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","London","AA/AO","10","[c]","19050","19100"
"Leaver CS","2021","No function","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Hydrographic Office","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Hydrographic Office","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Hydrographic Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Hydrographic Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Hydrographic Office","Outside London","SEO/HEO","15","[c]","35620","34700"
"Leaver CS","2021","No function","UK Intellectual Property Office","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Intellectual Property Office","Outside London","EO","10","[c]","25150","23320"
"Leaver CS","2021","No function","UK Intellectual Property Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","UK Intellectual Property Office","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Outside London","AA/AO","115","[c]","19450","19130"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Outside London","EO","15","[c]","23980","23520"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","Outside London","SEO/HEO","30","[c]","33000","31180"
"Leaver CS","2021","No function","Vehicle Certification Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Vehicle Certification Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Vehicle Certification Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Animal and Plant Health Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","London","G6/G7","10","[c]","66630","72070"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Electronics and Components Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Electronics and Components Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","Outside London","EO","130","[c]","21140","20310"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","Outside London","G6/G7","35","[c]","56310","54520"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","Outside London","SEO/HEO","210","[c]","35770","35420"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Science and Technology Laboratory","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Science and Technology Laboratory","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Science and Technology Laboratory","Outside London","G6/G7","10","[c]","50980","49380"
"Leaver CS","2021","Project Delivery","Defence Science and Technology Laboratory","Outside London","SEO/HEO","25","[c]","32900","32520"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","FCDO Services","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","FCDO Services","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","15","[c]","63650","64840"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Forestry and Land Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Forestry and Land Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Forestry and Land Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
