"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","G6/G7","40","[c]","60320","55610"
"Leaver CS","2021","Unknown","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","AA/AO","1520","[c]","20740","20810"
"Leaver CS","2021","Unknown","Operational Delivery","EO","260","[c]","27740","26410"
"Leaver CS","2021","Unknown","Operational Delivery","G6/G7","50","[c]","59010","57830"
"Leaver CS","2021","Unknown","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","SEO/HEO","150","[c]","37190","35230"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","AA/AO","55","[c]","21340","20810"
"Leaver CS","2021","Unknown","Other","EO","75","[c]","25910","28650"
"Leaver CS","2021","Unknown","Other","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SEO/HEO","55","[c]","35690","35970"
"Leaver CS","2021","Unknown","Other","Unknown","145","[c]","35110","32400"
"Leaver CS","2021","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","EO","65","[c]","23180","24870"
"Leaver CS","2021","Unknown","Policy","G6/G7","85","[c]","57730","55790"
"Leaver CS","2021","Unknown","Policy","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","SEO/HEO","80","[c]","35800","35020"
"Leaver CS","2021","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","EO","60","[c]","25650","25500"
"Leaver CS","2021","Unknown","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","AA/AO","40","[c]","21480","21190"
"Leaver CS","2021","Unknown","Science and Engineering","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","AA/AO","50","[c]","26470","25250"
"Leaver CS","2021","Unknown","Security","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","1080","[c]","21200","21010"
"Leaver CS","2021","Unknown","Unknown","EO","765","[c]","28480","27570"
"Leaver CS","2021","Unknown","Unknown","G6/G7","225","[c]","62620","60640"
"Leaver CS","2021","Unknown","Unknown","SCS level","55","[c]","108280","95690"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","420","[c]","34740","33680"
"Leaver CS","2021","Unknown","Unknown","Unknown","370","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","G6/G7","35","[c]","60940","57280"
"Leaver CS","2021","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","SEO/HEO","75","[c]","36530","36780"
"Leaver CS","2021","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","SEO/HEO","70","[c]","35920","33850"
"Leaver CS","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data and Technology","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data and Technology","EO","50","[c]","27610","26670"
"Leaver CS","2021","White","Digital, Data and Technology","G6/G7","55","[c]","60740","59270"
"Leaver CS","2021","White","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data and Technology","SEO/HEO","105","[c]","38220","38450"
"Leaver CS","2021","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Economics","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Economics","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Economics","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","G6/G7","45","[c]","62860","61040"
"Leaver CS","2021","White","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","SEO/HEO","70","[c]","39580","37910"
"Leaver CS","2021","White","Human Resources","AA/AO","50","[c]","21660","21250"
"Leaver CS","2021","White","Human Resources","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","G6/G7","45","[c]","57410","58520"
"Leaver CS","2021","White","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","SEO/HEO","90","[c]","38460","38260"
"Leaver CS","2021","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Inspector of Education and Training","G6/G7","40","[c]","77120","75500"
"Leaver CS","2021","White","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Inspector of Education and Training","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Intelligence Analysis","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Intelligence Analysis","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Intelligence Analysis","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Knowledge and Information Management","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Knowledge and Information Management","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Knowledge and Information Management","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Knowledge and Information Management","SEO/HEO","30","[c]","36120","36000"
"Leaver CS","2021","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","G6/G7","165","[c]","58400","55610"
"Leaver CS","2021","White","Legal","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","SEO/HEO","80","[c]","42570","43460"
"Leaver CS","2021","White","Medicine","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Medicine","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Medicine","G6/G7","40","[c]","73470","74730"
"Leaver CS","2021","White","Medicine","SCS level","35","[c]","104890","110680"
"Leaver CS","2021","White","Medicine","SEO/HEO","55","[c]","38580","37890"
"Leaver CS","2021","White","Operational Delivery","AA/AO","3145","[c]","20500","20420"
"Leaver CS","2021","White","Operational Delivery","EO","830","[c]","27220","26780"
"Leaver CS","2021","White","Operational Delivery","G6/G7","175","[c]","60410","57970"
"Leaver CS","2021","White","Operational Delivery","SCS level","35","[c]","98860","94700"
"Leaver CS","2021","White","Operational Delivery","SEO/HEO","560","[c]","37630","36350"
"Leaver CS","2021","White","Operational Delivery","Unknown","415","[c]","[c]","[c]"
"Leaver CS","2021","White","Operational Research","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Operational Research","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Other","AA/AO","390","[c]","20690","20920"
"Leaver CS","2021","White","Other","EO","300","[c]","27550","27680"
"Leaver CS","2021","White","Other","G6/G7","40","[c]","63910","62080"
"Leaver CS","2021","White","Other","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Other","SEO/HEO","220","[c]","35730","34840"
"Leaver CS","2021","White","Other","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectors","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Policy","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Policy","EO","35","[c]","27780","27670"
"Leaver CS","2021","White","Policy","G6/G7","160","[c]","59690","57600"
"Leaver CS","2021","White","Policy","SCS level","50","[c]","88330","79670"
"Leaver CS","2021","White","Policy","SEO/HEO","160","[c]","37160","36980"
"Leaver CS","2021","White","Project Delivery","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","EO","45","[c]","25550","26670"
"Leaver CS","2021","White","Project Delivery","G6/G7","70","[c]","58660","55610"
"Leaver CS","2021","White","Project Delivery","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","SEO/HEO","160","[c]","37320","37640"
"Leaver CS","2021","White","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","AA/AO","55","[c]","18820","18610"
"Leaver CS","2021","White","Property","EO","70","[c]","26240","26000"
"Leaver CS","2021","White","Property","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","SEO/HEO","100","[c]","38410","37000"
"Leaver CS","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Psychology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Psychology","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Psychology","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","White","Science and Engineering","AA/AO","140","[c]","19750","19630"
"Leaver CS","2021","White","Science and Engineering","EO","80","[c]","24550","25190"
"Leaver CS","2021","White","Science and Engineering","G6/G7","65","[c]","56810","54500"
"Leaver CS","2021","White","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Science and Engineering","SEO/HEO","230","[c]","36170","36630"
"Leaver CS","2021","White","Science and Engineering","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","AA/AO","225","[c]","27670","22440"
"Leaver CS","2021","White","Security","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA/AO","3275","[c]","21150","21010"
"Leaver CS","2021","White","Unknown","EO","2240","[c]","27560","27570"
"Leaver CS","2021","White","Unknown","G6/G7","570","[c]","61020","59420"
"Leaver CS","2021","White","Unknown","SCS level","100","[c]","93470","85600"
"Leaver CS","2021","White","Unknown","SEO/HEO","1470","[c]","36520","35110"
"Leaver CS","2021","White","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","AA/AO","90","[c]","21050","19930"
"Leaver Dept.","2021","Asian","Operational Delivery","EO","60","[c]","25960","26410"
"Leaver Dept.","2021","Asian","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","SEO/HEO","45","[c]","34490","33320"
"Leaver Dept.","2021","Asian","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","SCS level","5","[c]","[c]","[c]"
