"Status","Year","Age","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Unknown","Economics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","International Trade","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","International Trade","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Operational Delivery","Female","90","[c]","24230","21590"
"Leaver Dept.","2021","20-29","Unknown","Operational Delivery","Male","65","[c]","23850","21590"
"Leaver Dept.","2021","20-29","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Other","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Other","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Policy","Female","145","[c]","36730","33540"
"Leaver Dept.","2021","20-29","Unknown","Policy","Male","120","[c]","35720","33540"
"Leaver Dept.","2021","20-29","Unknown","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Project Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Science and Engineering","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Statistics","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Statistics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Female","435","[c]","31710","32000"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Male","390","[c]","32430","32000"
"Leaver Dept.","2021","20-29","White","Commercial","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Commercial","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Communications","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Communications","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Economics","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Economics","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Finance","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Finance","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Human Resources","Female","50","[c]","31300","29250"
"Leaver Dept.","2021","20-29","White","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","International Trade","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","International Trade","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Legal","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Legal","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Delivery","Female","210","[c]","25330","22220"
"Leaver Dept.","2021","20-29","White","Operational Delivery","Male","145","[c]","27710","24340"
"Leaver Dept.","2021","20-29","White","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Research","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Research","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Other","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Other","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Policy","Female","180","[c]","37160","34140"
"Leaver Dept.","2021","20-29","White","Policy","Male","150","[c]","37240","33340"
"Leaver Dept.","2021","20-29","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Project Delivery","Female","45","[c]","29210","30090"
"Leaver Dept.","2021","20-29","White","Project Delivery","Male","40","[c]","31080","28120"
"Leaver Dept.","2021","20-29","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Science and Engineering","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Social Research","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Social Research","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Statistics","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Statistics","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","White","Unknown","Female","530","[c]","31330","31990"
"Leaver Dept.","2021","20-29","White","Unknown","Male","360","[c]","31640","32000"
"Leaver Dept.","2021","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Delivery","Female","50","[c]","27200","24890"
"Leaver Dept.","2021","30-39","Asian","Operational Delivery","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Policy","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Policy","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Unknown","Female","60","[c]","36990","32000"
"Leaver Dept.","2021","30-39","Asian","Unknown","Male","90","[c]","35150","31060"
"Leaver Dept.","2021","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Operational Delivery","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Unknown","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
