"Status","Year","Age","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Finance","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Medicine","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","Female","500","[c]","23840","21430"
"Leaver CS","2021","65+","Operational Delivery","Male","590","[c]","27760","23500"
"Leaver CS","2021","65+","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","Female","90","[c]","25540","21370"
"Leaver CS","2021","65+","Other","Male","160","[c]","27600","25870"
"Leaver CS","2021","65+","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Male","40","[c]","38410","35790"
"Leaver CS","2021","65+","Property","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Male","65","[c]","32930","33440"
"Leaver CS","2021","65+","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Male","70","[c]","36210","32600"
"Leaver CS","2021","65+","Security","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Male","60","[c]","24450","20180"
"Leaver CS","2021","65+","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Female","1030","[c]","25800","25110"
"Leaver CS","2021","65+","Unknown","Male","655","[c]","28240","26890"
"Leaver CS","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Female","45","[c]","33960","32560"
"Leaver Dept.","2021","20-29","Communications","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","Female","35","[c]","37620","33760"
"Leaver Dept.","2021","20-29","Economics","Male","35","[c]","37740","33760"
"Leaver Dept.","2021","20-29","Finance","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Female","75","[c]","31580","30610"
"Leaver Dept.","2021","20-29","Human Resources","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Female","405","[c]","25000","22680"
"Leaver Dept.","2021","20-29","Operational Delivery","Male","275","[c]","26500","24130"
"Leaver Dept.","2021","20-29","Operational Research","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","Female","60","[c]","27680","26820"
"Leaver Dept.","2021","20-29","Other","Male","40","[c]","31440","29500"
"Leaver Dept.","2021","20-29","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","Female","405","[c]","36470","33640"
"Leaver Dept.","2021","20-29","Policy","Male","320","[c]","36110","33380"
"Leaver Dept.","2021","20-29","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Female","65","[c]","31450","30420"
"Leaver Dept.","2021","20-29","Project Delivery","Male","60","[c]","31270","28630"
"Leaver Dept.","2021","20-29","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","Male","35","[c]","27930","27540"
"Leaver Dept.","2021","20-29","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Female","1130","[c]","31490","32000"
"Leaver Dept.","2021","20-29","Unknown","Male","900","[c]","32100","32000"
"Leaver Dept.","2021","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Female","45","[c]","44160","44220"
"Leaver Dept.","2021","30-39","Communications","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data and Technology","Female","35","[c]","42090","40580"
"Leaver Dept.","2021","30-39","Digital, Data and Technology","Male","45","[c]","38710","37580"
"Leaver Dept.","2021","30-39","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Economics","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Economics","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Female","45","[c]","49460","46740"
"Leaver Dept.","2021","30-39","Finance","Male","35","[c]","47400","45340"
"Leaver Dept.","2021","30-39","Human Resources","Female","55","[c]","40490","36600"
"Leaver Dept.","2021","30-39","Human Resources","Male","40","[c]","40400","37280"
"Leaver Dept.","2021","30-39","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Intelligence Analysis","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","International Trade","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","International Trade","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Female","35","[c]","51240","51280"
"Leaver Dept.","2021","30-39","Legal","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Operational Delivery","Female","345","[c]","27860","24470"
"Leaver Dept.","2021","30-39","Operational Delivery","Male","250","[c]","28450","25040"
"Leaver Dept.","2021","30-39","Operational Research","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Operational Research","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other","Female","40","[c]","30990","27540"
"Leaver Dept.","2021","30-39","Other","Male","35","[c]","39050","33300"
"Leaver Dept.","2021","30-39","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Policy","Female","325","[c]","46260","47400"
"Leaver Dept.","2021","30-39","Policy","Male","265","[c]","47060","50420"
"Leaver Dept.","2021","30-39","Project Delivery","Female","55","[c]","44220","42470"
"Leaver Dept.","2021","30-39","Project Delivery","Male","55","[c]","40020","36730"
"Leaver Dept.","2021","30-39","Property","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Psychology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Science and Engineering","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Social Research","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Social Research","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Statistics","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Statistics","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Female","825","[c]","38030","32000"
"Leaver Dept.","2021","30-39","Unknown","Male","780","[c]","38160","32320"
"Leaver Dept.","2021","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data and Technology","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Economics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Female","50","[c]","48030","48370"
"Leaver Dept.","2021","40-49","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","International Trade","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","International Trade","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Operational Delivery","Female","225","[c]","33940","26480"
"Leaver Dept.","2021","40-49","Operational Delivery","Male","160","[c]","33030","25670"
"Leaver Dept.","2021","40-49","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other","Female","45","[c]","46050","37660"
"Leaver Dept.","2021","40-49","Other","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Policy","Female","155","[c]","58050","56150"
"Leaver Dept.","2021","40-49","Policy","Male","90","[c]","56160","53830"
"Leaver Dept.","2021","40-49","Project Delivery","Female","55","[c]","48970","42450"
"Leaver Dept.","2021","40-49","Project Delivery","Male","50","[c]","46480","43810"
"Leaver Dept.","2021","40-49","Property","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Property","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Science and Engineering","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Science and Engineering","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Statistics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Female","580","[c]","37700","31380"
"Leaver Dept.","2021","40-49","Unknown","Male","395","[c]","39470","32000"
"Leaver Dept.","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Commercial","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Communications","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Finance","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","International Trade","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Operational Delivery","Female","160","[c]","33270","24800"
"Leaver Dept.","2021","50-59","Operational Delivery","Male","130","[c]","33620","26440"
"Leaver Dept.","2021","50-59","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Policy","Female","60","[c]","49390","42190"
"Leaver Dept.","2021","50-59","Policy","Male","45","[c]","54230","42190"
"Leaver Dept.","2021","50-59","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Project Delivery","Female","35","[c]","46080","40980"
"Leaver Dept.","2021","50-59","Project Delivery","Male","30","[c]","55420","53930"
"Leaver Dept.","2021","50-59","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Property","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Science and Engineering","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Statistics","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Female","405","[c]","35240","31100"
"Leaver Dept.","2021","50-59","Unknown","Male","270","[c]","40790","33180"
"Leaver Dept.","2021","60-64","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Operational Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Policy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Policy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other","Male","[c]","[c]","[c]","[c]"
