"Status","Year","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","London","40","[c]","37990","29370"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Outside London","120","[c]","24840","22570"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","London","105","[c]","42470","37540"
"Leaver Dept.","2021","Declared disabled","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","London","145","[c]","44320","37450"
"Leaver Dept.","2021","Declared disabled","Unknown","Outside London","245","[c]","29090","27570"
"Leaver Dept.","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","45","[c]","32950","32000"
"Leaver Dept.","2021","Declared non-disabled","Commercial","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Outside London","80","[c]","36500","34250"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","London","75","[c]","47330","42850"
"Leaver Dept.","2021","Declared non-disabled","Communications","Outside London","30","[c]","41150","37710"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","London","50","[c]","54260","52750"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data and Technology","Outside London","65","[c]","37540","32950"
"Leaver Dept.","2021","Declared non-disabled","Economics","London","60","[c]","42590","36940"
"Leaver Dept.","2021","Declared non-disabled","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","London","80","[c]","52510","52140"
"Leaver Dept.","2021","Declared non-disabled","Finance","Outside London","75","[c]","40380","39240"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","London","80","[c]","42870","37640"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Outside London","115","[c]","34810","30920"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Intelligence Analysis","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","London","30","[c]","44600","43170"
"Leaver Dept.","2021","Declared non-disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","International Trade","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","London","65","[c]","58800","57850"
"Leaver Dept.","2021","Declared non-disabled","Legal","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","London","360","[c]","36730","30850"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Outside London","865","[c]","25700","21950"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","London","85","[c]","42050","31270"
"Leaver Dept.","2021","Declared non-disabled","Other","Outside London","115","[c]","33460","27540"
"Leaver Dept.","2021","Declared non-disabled","Other","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","London","780","[c]","46850","42170"
"Leaver Dept.","2021","Declared non-disabled","Policy","Outside London","85","[c]","38050","35140"
"Leaver Dept.","2021","Declared non-disabled","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","London","85","[c]","48550","45200"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Outside London","180","[c]","38840","33930"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Psychology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Science and Engineering","Outside London","80","[c]","36430","33160"
"Leaver Dept.","2021","Declared non-disabled","Security","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Social Research","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Statistics","London","50","[c]","41760","37310"
"Leaver Dept.","2021","Declared non-disabled","Statistics","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","London","1155","[c]","44060","37640"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Outside London","1720","[c]","28730","27570"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","210","[c]","36480","32000"
"Leaver Dept.","2021","Undeclared","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Delivery","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Delivery","Outside London","85","[c]","24380","21170"
"Leaver Dept.","2021","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","London","75","[c]","45520","42410"
"Leaver Dept.","2021","Undeclared","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","London","125","[c]","42070","39790"
"Leaver Dept.","2021","Undeclared","Unknown","Outside London","120","[c]","28350","27570"
"Leaver Dept.","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Outside London","30","[c]","37140","36160"
"Leaver Dept.","2021","Unknown","Communications","London","60","[c]","42750","39730"
"Leaver Dept.","2021","Unknown","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","London","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Outside London","35","[c]","44760","46790"
"Leaver Dept.","2021","Unknown","Economics","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","London","35","[c]","44510","39870"
"Leaver Dept.","2021","Unknown","Human Resources","Outside London","40","[c]","39640","37240"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","International Trade","London","50","[c]","40860","38540"
"Leaver Dept.","2021","Unknown","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","International Trade","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","London","105","[c]","39560","32550"
"Leaver Dept.","2021","Unknown","Operational Delivery","Outside London","360","[c]","25370","21250"
"Leaver Dept.","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","London","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","London","495","[c]","42880","38540"
"Leaver Dept.","2021","Unknown","Policy","Outside London","95","[c]","37740","36490"
"Leaver Dept.","2021","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Outside London","50","[c]","40680","36520"
"Leaver Dept.","2021","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","London","585","[c]","44530","40050"
"Leaver Dept.","2021","Unknown","Unknown","Outside London","690","[c]","30130","27570"
"Leaver Dept.","2021","Unknown","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","385","[c]","33380","32000"
"New entrant CS","2021","Declared disabled","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data and Technology","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data and Technology","Outside London","55","[c]","37710","35620"
"New entrant CS","2021","Declared disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Economics","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","London","30","[c]","34880","30520"
"New entrant CS","2021","Declared disabled","Human Resources","Outside London","30","[c]","34590","25280"
"New entrant CS","2021","Declared disabled","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Inspector of Education and Training","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","International Trade","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicine","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Operational Delivery","London","185","[c]","29890","26880"
"New entrant CS","2021","Declared disabled","Operational Delivery","Outside London","615","[c]","23440","22350"
"New entrant CS","2021","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other","London","30","[c]","27490","27280"
"New entrant CS","2021","Declared disabled","Other","Outside London","75","[c]","22610","20920"
"New entrant CS","2021","Declared disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Policy","London","160","[c]","35580","33400"
"New entrant CS","2021","Declared disabled","Policy","Outside London","65","[c]","32940","30190"
"New entrant CS","2021","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Outside London","50","[c]","34060","33000"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Psychology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Science and Engineering","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Science and Engineering","Outside London","85","[c]","29100","27750"
"New entrant CS","2021","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Statistics","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Tax","Outside London","80","[c]","23400","20140"
"New entrant CS","2021","Declared disabled","Unknown","London","380","[c]","32050","31060"
"New entrant CS","2021","Declared disabled","Unknown","Outside London","1800","[c]","26070","27570"
"New entrant CS","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","50","[c]","29090","27570"
"New entrant CS","2021","Declared disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","London","45","[c]","42460","38160"
"New entrant CS","2021","Declared non-disabled","Commercial","Outside London","170","[c]","33760","33000"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","London","105","[c]","38570","34710"
"New entrant CS","2021","Declared non-disabled","Communications","Outside London","80","[c]","33860","30190"
"New entrant CS","2021","Declared non-disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Outside London","5","[c]","[c]","[c]"
