"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","Department for Work and Pensions","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","EO","Heterosexual / straight","55","[c]","26520","26370"
"New entrant CS","2021","No function","Department for Work and Pensions","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","50","[c]","39920","36040"
"New entrant CS","2021","No function","Department for Work and Pensions","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care","AA/AO","Heterosexual / straight","320","[c]","20530","19630"
"New entrant CS","2021","No function","Department of Health and Social Care","AA/AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care","AA/AO","Undeclared","65","[c]","20260","19630"
"New entrant CS","2021","No function","Department of Health and Social Care","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care","EO","Heterosexual / straight","250","[c]","25220","25010"
"New entrant CS","2021","No function","Department of Health and Social Care","EO","LGBO","35","[c]","25690","26880"
"New entrant CS","2021","No function","Department of Health and Social Care","EO","Undeclared","50","[c]","25230","25640"
"New entrant CS","2021","No function","Department of Health and Social Care","EO","Unknown","100","[c]","26560","27270"
"New entrant CS","2021","No function","Department of Health and Social Care","G6/G7","Heterosexual / straight","195","[c]","55740","52610"
"New entrant CS","2021","No function","Department of Health and Social Care","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care","G6/G7","Undeclared","35","[c]","59150","58560"
"New entrant CS","2021","No function","Department of Health and Social Care","G6/G7","Unknown","115","[c]","56520","53360"
"New entrant CS","2021","No function","Department of Health and Social Care","SCS level","Heterosexual / straight","50","[c]","92950","86780"
"New entrant CS","2021","No function","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care","SCS level","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care","SCS level","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","770","[c]","34620","32790"
"New entrant CS","2021","No function","Department of Health and Social Care","SEO/HEO","LGBO","65","[c]","34290","32790"
"New entrant CS","2021","No function","Department of Health and Social Care","SEO/HEO","Undeclared","140","[c]","35020","33910"
"New entrant CS","2021","No function","Department of Health and Social Care","SEO/HEO","Unknown","285","[c]","33970","32790"
"New entrant CS","2021","No function","ESTYN","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","ESTYN","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","ESTYN","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","ESTYN","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","SEO/HEO","Heterosexual / straight","40","[c]","35200","37350"
"New entrant CS","2021","No function","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","AA/AO","Heterosexual / straight","230","[c]","22500","22350"
"New entrant CS","2021","No function","HM Land Registry","AA/AO","LGBO","30","[c]","22350","22350"
"New entrant CS","2021","No function","HM Land Registry","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","AA/AO","Unknown","240","[c]","22570","22350"
"New entrant CS","2021","No function","HM Land Registry","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","AA/AO","Heterosexual / straight","505","[c]","20220","20140"
"New entrant CS","2021","No function","HM Revenue and Customs","AA/AO","LGBO","65","[c]","20200","20140"
"New entrant CS","2021","No function","HM Revenue and Customs","AA/AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","AA/AO","Unknown","1190","[c]","20210","20140"
"New entrant CS","2021","No function","HM Revenue and Customs","EO","Heterosexual / straight","70","[c]","26070","25560"
"New entrant CS","2021","No function","HM Revenue and Customs","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","EO","Unknown","100","[c]","25770","25560"
"New entrant CS","2021","No function","HM Revenue and Customs","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","65","[c]","32600","31810"
"New entrant CS","2021","No function","HM Revenue and Customs","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","SEO/HEO","Unknown","80","[c]","33660","31810"
"New entrant CS","2021","No function","HM Treasury","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","EO","Heterosexual / straight","45","[c]","25390","24300"
"New entrant CS","2021","No function","HM Treasury","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","SEO/HEO","Heterosexual / straight","155","[c]","31010","28500"
"New entrant CS","2021","No function","HM Treasury","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","SEO/HEO","Undeclared","45","[c]","31860","32320"
"New entrant CS","2021","No function","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","AA/AO","Heterosexual / straight","35","[c]","18420","19000"
"New entrant CS","2021","No function","Ministry of Defence","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","SEO/HEO","Heterosexual / straight","55","[c]","32020","33240"
"New entrant CS","2021","No function","Ministry of Defence","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","50","[c]","26710","27850"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","G6/G7","Heterosexual / straight","35","[c]","53470","53130"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","SEO/HEO","Heterosexual / straight","65","[c]","34050","33210"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","AA/AO","Heterosexual / straight","2810","[c]","22520","22680"
"New entrant CS","2021","No function","Ministry of Justice","AA/AO","LGBO","285","[c]","22200","21500"
"New entrant CS","2021","No function","Ministry of Justice","AA/AO","Undeclared","125","[c]","22130","20600"
"New entrant CS","2021","No function","Ministry of Justice","AA/AO","Unknown","2465","[c]","22150","21300"
"New entrant CS","2021","No function","Ministry of Justice","EO","Heterosexual / straight","185","[c]","24690","24620"
"New entrant CS","2021","No function","Ministry of Justice","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","EO","Unknown","150","[c]","24240","24440"
"New entrant CS","2021","No function","Ministry of Justice","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","SEO/HEO","Heterosexual / straight","180","[c]","32210","30990"
"New entrant CS","2021","No function","Ministry of Justice","SEO/HEO","LGBO","30","[c]","30490","30850"
"New entrant CS","2021","No function","Ministry of Justice","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","SEO/HEO","Unknown","135","[c]","32590","30850"
"New entrant CS","2021","No function","Ministry of Justice","Unknown","Heterosexual / straight","920","[c]","23140","22920"
"New entrant CS","2021","No function","Ministry of Justice","Unknown","LGBO","85","[c]","22920","22920"
"New entrant CS","2021","No function","Ministry of Justice","Unknown","Undeclared","45","[c]","22520","22920"
"New entrant CS","2021","No function","Ministry of Justice","Unknown","Unknown","390","[c]","22450","22920"
"New entrant CS","2021","No function","National Crime Agency","AA/AO","Heterosexual / straight","45","[c]","21940","20800"
"New entrant CS","2021","No function","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","EO","Heterosexual / straight","480","[c]","31090","32260"
"New entrant CS","2021","No function","National Crime Agency","EO","LGBO","35","[c]","30270","28840"
"New entrant CS","2021","No function","National Crime Agency","EO","Undeclared","45","[c]","28680","27660"
"New entrant CS","2021","No function","National Crime Agency","EO","Unknown","55","[c]","32570","32770"
"New entrant CS","2021","No function","National Crime Agency","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","SEO/HEO","Heterosexual / straight","155","[c]","42130","40210"
"New entrant CS","2021","No function","National Crime Agency","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","National Crime Agency","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","G6/G7","Heterosexual / straight","50","[c]","73220","75500"
"New entrant CS","2021","No function","Office for Standards in Education","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","SEO/HEO","Heterosexual / straight","35","[c]","46860","46360"
"New entrant CS","2021","No function","Office for Standards in Education","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","EO","Heterosexual / straight","80","[c]","24640","23450"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","40","[c]","35330","34480"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","AA/AO","Heterosexual / straight","85","[c]","20730","20760"
"New entrant CS","2021","No function","Scottish Government","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","AA/AO","Unknown","185","[c]","20650","20810"
"New entrant CS","2021","No function","Scottish Government","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","SCS level","LGBO","[c]","[c]","[c]","[c]"
