"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Counter Fraud","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","AA/AO","AO","125","[c]","20640","20140"
"New entrant CS","2021","Debt","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Tax","AA/AO","AO","790","[c]","20280","20140"
"New entrant CS","2021","Debt","Tax","EO","EO","25","[c]","25560","25560"
"New entrant CS","2021","Debt","Unknown","AA/AO","AO","25","[c]","20140","20140"
"New entrant CS","2021","Digital, Data & Technology","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AA","15","[c]","21300","21040"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AO","70","[c]","21460","21050"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","EO","EO","340","[c]","26430","26090"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G6","50","[c]","69290","68000"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G7","345","[c]","55970","53550"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","SCS level","20","[c]","90120","87500"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","HEO","350","[c]","32470","31810"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","SEO","360","[c]","40410","39080"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","10","[c]","38200","38630"
"New entrant CS","2021","Digital, Data & Technology","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","HEO","10","[c]","30640","31810"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","SEO","15","[c]","38550","38630"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","SEO/HEO","HEO","10","[c]","31650","32060"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","AA/AO","AO","10","[c]","21500","19960"
"New entrant CS","2021","Digital, Data & Technology","Unknown","EO","EO","20","[c]","27390","27500"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G6/G7","G7","70","[c]","54790","54700"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SEO/HEO","HEO","45","[c]","33280","34550"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SEO/HEO","SEO","30","[c]","40180","40600"
"New entrant CS","2021","Finance","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","SEO/HEO","HEO","20","[c]","32790","32790"
"New entrant CS","2021","Finance","Economics","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","AA/AO","AA","15","[c]","18930","18060"
"New entrant CS","2021","Finance","Finance","AA/AO","AO","75","[c]","20860","20850"
"New entrant CS","2021","Finance","Finance","EO","EO","160","[c]","24710","25000"
"New entrant CS","2021","Finance","Finance","G6/G7","G6","20","[c]","68020","68580"
"New entrant CS","2021","Finance","Finance","G6/G7","G7","65","[c]","55370","55000"
"New entrant CS","2021","Finance","Finance","SCS level","SCS level","10","[c]","94840","90000"
"New entrant CS","2021","Finance","Finance","SEO/HEO","HEO","160","[c]","33210","32790"
"New entrant CS","2021","Finance","Finance","SEO/HEO","SEO","135","[c]","40090","40000"
"New entrant CS","2021","Finance","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","SEO/HEO","SEO","10","[c]","39070","39240"
"New entrant CS","2021","Finance","Other","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO/HEO","HEO","10","[c]","35490","35680"
"New entrant CS","2021","Finance","Unknown","SEO/HEO","SEO","10","[c]","40860","40950"
"New entrant CS","2021","Finance","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","AA/AO","AO","40","[c]","21050","21050"
"New entrant CS","2021","Grants Management","Operational Delivery","EO","EO","10","[c]","22680","22430"
"New entrant CS","2021","Grants Management","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","AA/AO","AA","20","[c]","19890","19560"
"New entrant CS","2021","Human Resources","Human Resources","AA/AO","AO","135","[c]","21100","20920"
"New entrant CS","2021","Human Resources","Human Resources","EO","EO","160","[c]","25810","26350"
"New entrant CS","2021","Human Resources","Human Resources","G6/G7","G6","25","[c]","66960","64670"
"New entrant CS","2021","Human Resources","Human Resources","G6/G7","G7","70","[c]","53410","52830"
"New entrant CS","2021","Human Resources","Human Resources","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","SEO/HEO","HEO","155","[c]","31830","31810"
"New entrant CS","2021","Human Resources","Human Resources","SEO/HEO","SEO","75","[c]","39390","38650"
"New entrant CS","2021","Human Resources","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","AA/AO","AO","10","[c]","20650","20480"
"New entrant CS","2021","Human Resources","Operational Delivery","EO","EO","15","[c]","25720","26410"
"New entrant CS","2021","Human Resources","Operational Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","SEO/HEO","HEO","10","[c]","30040","29980"
"New entrant CS","2021","Human Resources","Operational Delivery","SEO/HEO","SEO","15","[c]","36120","37300"
"New entrant CS","2021","Human Resources","Operational Delivery","Unknown","Unknown","20","[c]","26540","21000"
"New entrant CS","2021","Human Resources","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AA/AO","AA","20","[c]","19160","19160"
"New entrant CS","2021","Human Resources","Unknown","AA/AO","AO","20","[c]","21070","20800"
"New entrant CS","2021","Human Resources","Unknown","EO","EO","35","[c]","26100","27500"
"New entrant CS","2021","Human Resources","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SEO/HEO","HEO","30","[c]","32180","32000"
"New entrant CS","2021","Human Resources","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SEO/HEO","SEO","25","[c]","42060","41720"
"New entrant CS","2021","Internal Audit","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","EO","EO","95","[c]","27260","26970"
"New entrant CS","2021","Legal","Legal","G6/G7","G6","30","[c]","68670","69800"
"New entrant CS","2021","Legal","Legal","G6/G7","G7","390","[c]","52450","50520"
"New entrant CS","2021","Legal","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","SEO/HEO","HEO","265","[c]","34630","38000"
"New entrant CS","2021","Legal","Legal","SEO/HEO","SEO","80","[c]","35330","34820"
"New entrant CS","2021","Legal","Operational Delivery","AA/AO","AA","30","[c]","20070","20070"
"New entrant CS","2021","Legal","Operational Delivery","AA/AO","AO","360","[c]","20490","20120"
"New entrant CS","2021","Legal","Operational Delivery","EO","EO","65","[c]","26470","26970"
"New entrant CS","2021","Legal","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SEO/HEO","SEO","15","[c]","39320","39750"
"New entrant CS","2021","Legal","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","EO","EO","55","[c]","26910","26950"
"New entrant CS","2021","Legal","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","SEO/HEO","HEO","15","[c]","33640","34710"
"New entrant CS","2021","No function","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","EO","EO","10","[c]","25750","26250"
"New entrant CS","2021","No function","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SEO/HEO","SEO","10","[c]","39140","39340"
"New entrant CS","2021","No function","Economics","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","EO","EO","15","[c]","23870","24300"
"New entrant CS","2021","No function","Economics","G6/G7","G7","10","[c]","52990","52390"
"New entrant CS","2021","No function","Economics","SEO/HEO","HEO","55","[c]","31660","31800"
"New entrant CS","2021","No function","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","G6/G7","G7","55","[c]","73480","75500"
"New entrant CS","2021","No function","Inspector of Education and Training","SEO/HEO","SEO","35","[c]","48450","46360"
"New entrant CS","2021","No function","Intelligence Analysis","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","AA/AO","AO","15","[c]","18200","18200"
"New entrant CS","2021","No function","International Trade","EO","EO","25","[c]","25640","26250"
"New entrant CS","2021","No function","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","G6/G7","G7","15","[c]","49980","51710"
"New entrant CS","2021","No function","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","SEO/HEO","HEO","65","[c]","31940","31800"
"New entrant CS","2021","No function","International Trade","SEO/HEO","SEO","20","[c]","38390","38160"
"New entrant CS","2021","No function","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","EO","EO","15","[c]","24850","25010"
"New entrant CS","2021","No function","Knowledge and Information Management","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","SEO/HEO","HEO","20","[c]","30560","30780"
"New entrant CS","2021","No function","Knowledge and Information Management","SEO/HEO","SEO","20","[c]","40830","40070"
"New entrant CS","2021","No function","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","G6/G7","G6","10","[c]","70400","82490"
"New entrant CS","2021","No function","Medicine","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","SCS level","SCS level","60","[c]","92780","84460"
"New entrant CS","2021","No function","Medicine","SEO/HEO","HEO","10","[c]","34820","34700"
"New entrant CS","2021","No function","Medicine","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","AA/AO","AA","1770","[c]","19780","20600"
"New entrant CS","2021","No function","Operational Delivery","AA/AO","AO","6305","[c]","22590","22350"
"New entrant CS","2021","No function","Operational Delivery","EO","EO","1960","[c]","27020","26050"
"New entrant CS","2021","No function","Operational Delivery","G6/G7","G6","65","[c]","67340","66230"
"New entrant CS","2021","No function","Operational Delivery","G6/G7","G7","250","[c]","53560","52610"
"New entrant CS","2021","No function","Operational Delivery","SCS level","SCS level","30","[c]","103150","1e+05"
"New entrant CS","2021","No function","Operational Delivery","SEO/HEO","HEO","995","[c]","32680","31660"
"New entrant CS","2021","No function","Operational Delivery","SEO/HEO","SEO","580","[c]","39320","38700"
"New entrant CS","2021","No function","Operational Delivery","Unknown","Unknown","1425","[c]","22910","22920"
"New entrant CS","2021","No function","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","AA/AO","AA","20","[c]","18650","18980"
"New entrant CS","2021","No function","Other","AA/AO","AO","45","[c]","19660","18200"
"New entrant CS","2021","No function","Other","EO","EO","160","[c]","25110","24210"
"New entrant CS","2021","No function","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","G6/G7","G7","25","[c]","59020","57000"
"New entrant CS","2021","No function","Other","SCS level","SCS level","10","[c]","108670","112980"
"New entrant CS","2021","No function","Other","SEO/HEO","HEO","55","[c]","33410","33400"
"New entrant CS","2021","No function","Other","SEO/HEO","SEO","30","[c]","38840","38650"
"New entrant CS","2021","No function","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","AA/AO","AO","55","[c]","22020","21980"
"New entrant CS","2021","No function","Policy","EO","EO","505","[c]","26190","27270"
"New entrant CS","2021","No function","Policy","G6/G7","G6","100","[c]","65960","64700"
"New entrant CS","2021","No function","Policy","G6/G7","G7","405","[c]","53180","53360"
"New entrant CS","2021","No function","Policy","SCS level","SCS level","55","[c]","94390","84070"
"New entrant CS","2021","No function","Policy","SEO/HEO","HEO","1400","[c]","32470","32790"
"New entrant CS","2021","No function","Policy","SEO/HEO","SEO","390","[c]","39070","39600"
"New entrant CS","2021","No function","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","AA/AO","AO","15","[c]","19860","19530"
"New entrant CS","2021","No function","Psychology","EO","EO","55","[c]","24940","24620"
"New entrant CS","2021","No function","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","SEO/HEO","HEO","40","[c]","28050","27700"
"New entrant CS","2021","No function","Psychology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","AA/AO","AA","40","[c]","17430","17180"
"New entrant CS","2021","No function","Science and Engineering","AA/AO","AO","150","[c]","22110","21570"
"New entrant CS","2021","No function","Science and Engineering","EO","EO","145","[c]","26020","26370"
"New entrant CS","2021","No function","Science and Engineering","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","G6/G7","G7","55","[c]","51080","50770"
"New entrant CS","2021","No function","Science and Engineering","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","SEO/HEO","HEO","245","[c]","30770","31370"
"New entrant CS","2021","No function","Science and Engineering","SEO/HEO","SEO","185","[c]","39260","38890"
"New entrant CS","2021","No function","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","AA/AO","AO","1405","[c]","20140","20140"
"New entrant CS","2021","No function","Tax","EO","EO","140","[c]","25770","25560"
"New entrant CS","2021","No function","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
