"Status","Year","Disability","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Analysis","Economics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Statistics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Commercial","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Commercial","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Finance","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","International Trade","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","International Trade","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Operational Delivery","Female","55","[c]","25780","22700"
"Leaver Dept.","2021","Declared disabled","No function","Operational Delivery","Male","50","[c]","24230","21590"
"Leaver Dept.","2021","Declared disabled","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Policy","Female","45","[c]","43650","38570"
"Leaver Dept.","2021","Declared disabled","No function","Policy","Male","45","[c]","41040","35040"
"Leaver Dept.","2021","Declared disabled","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Unknown","Female","50","[c]","38580","32320"
"Leaver Dept.","2021","Declared disabled","No function","Unknown","Male","40","[c]","40980","32320"
"Leaver Dept.","2021","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
