"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Economics","SEO/HEO","SEO","15","[c]","41450","40650"
"New entrant CS","2021","Finance","AA/AO","AA","15","[c]","18870","18060"
"New entrant CS","2021","Finance","AA/AO","AO","80","[c]","20870","20850"
"New entrant CS","2021","Finance","EO","EO","175","[c]","24780","25000"
"New entrant CS","2021","Finance","G6/G7","G6","25","[c]","67650","66900"
"New entrant CS","2021","Finance","G6/G7","G7","75","[c]","55720","55300"
"New entrant CS","2021","Finance","SCS level","SCS level","15","[c]","94300","91490"
"New entrant CS","2021","Finance","SEO/HEO","HEO","175","[c]","33120","32790"
"New entrant CS","2021","Finance","SEO/HEO","SEO","145","[c]","40640","40180"
"New entrant CS","2021","Finance","Unknown","Unknown","10","[c]","42410","45000"
"New entrant CS","2021","Human Resources","AA/AO","AA","20","[c]","19890","19560"
"New entrant CS","2021","Human Resources","AA/AO","AO","145","[c]","21070","20920"
"New entrant CS","2021","Human Resources","EO","EO","175","[c]","25900","26350"
"New entrant CS","2021","Human Resources","G6/G7","G6","30","[c]","67210","64670"
"New entrant CS","2021","Human Resources","G6/G7","G7","75","[c]","53710","53360"
"New entrant CS","2021","Human Resources","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","HEO","170","[c]","32080","31810"
"New entrant CS","2021","Human Resources","SEO/HEO","SEO","85","[c]","39410","38650"
"New entrant CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","G7","55","[c]","73480","75500"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","SEO","35","[c]","48450","46360"
"New entrant CS","2021","Intelligence Analysis","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","EO","70","[c]","26370","26350"
"New entrant CS","2021","Intelligence Analysis","G6/G7","G6","20","[c]","66780","66230"
"New entrant CS","2021","Intelligence Analysis","G6/G7","G7","30","[c]","53180","53360"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","HEO","25","[c]","33440","32790"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","SEO","25","[c]","42060","41720"
"New entrant CS","2021","International Trade","AA/AO","AO","15","[c]","18200","18200"
"New entrant CS","2021","International Trade","EO","EO","25","[c]","25640","26250"
"New entrant CS","2021","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G6/G7","G7","15","[c]","49980","51710"
"New entrant CS","2021","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO/HEO","HEO","65","[c]","31940","31800"
"New entrant CS","2021","International Trade","SEO/HEO","SEO","20","[c]","38390","38160"
"New entrant CS","2021","Knowledge and Information Management","AA/AO","AO","25","[c]","21430","20920"
"New entrant CS","2021","Knowledge and Information Management","EO","EO","40","[c]","24870","25030"
"New entrant CS","2021","Knowledge and Information Management","G6/G7","G7","10","[c]","52400","52000"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","HEO","55","[c]","31330","31410"
"New entrant CS","2021","Knowledge and Information Management","SEO/HEO","SEO","35","[c]","41670","40450"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","EO","155","[c]","26800","25560"
"New entrant CS","2021","Legal","G6/G7","G6","30","[c]","68670","69800"
"New entrant CS","2021","Legal","G6/G7","G7","390","[c]","52450","50520"
"New entrant CS","2021","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","HEO","265","[c]","34630","38000"
"New entrant CS","2021","Legal","SEO/HEO","SEO","80","[c]","35350","34820"
"New entrant CS","2021","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AA/AO","AO","45","[c]","21610","21240"
"New entrant CS","2021","Medicine","EO","EO","60","[c]","29740","30620"
"New entrant CS","2021","Medicine","G6/G7","G6","30","[c]","81180","83320"
"New entrant CS","2021","Medicine","G6/G7","G7","75","[c]","68910","73760"
"New entrant CS","2021","Medicine","SCS level","SCS level","60","[c]","92780","84460"
"New entrant CS","2021","Medicine","SEO/HEO","HEO","85","[c]","35190","34840"
"New entrant CS","2021","Medicine","SEO/HEO","SEO","35","[c]","40400","40000"
"New entrant CS","2021","Operational Delivery","AA/AO","AA","1835","[c]","19760","20600"
"New entrant CS","2021","Operational Delivery","AA/AO","AO","7590","[c]","22330","21590"
"New entrant CS","2021","Operational Delivery","EO","EO","2735","[c]","26730","25410"
"New entrant CS","2021","Operational Delivery","G6/G7","G6","75","[c]","67320","65980"
"New entrant CS","2021","Operational Delivery","G6/G7","G7","325","[c]","53630","52610"
"New entrant CS","2021","Operational Delivery","SCS level","SCS level","35","[c]","103150","1e+05"
"New entrant CS","2021","Operational Delivery","SEO/HEO","HEO","1215","[c]","32470","31660"
"New entrant CS","2021","Operational Delivery","SEO/HEO","SEO","760","[c]","39310","38890"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","1450","[c]","23000","22920"
"New entrant CS","2021","Operational Research","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AA/AO","AO","10","[c]","22130","20920"
"New entrant CS","2021","Operational Research","EO","EO","20","[c]","27690","26630"
"New entrant CS","2021","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO/HEO","HEO","70","[c]","34110","34360"
"New entrant CS","2021","Operational Research","SEO/HEO","SEO","10","[c]","41250","40480"
"New entrant CS","2021","Other","AA/AO","AA","230","[c]","19360","18980"
"New entrant CS","2021","Other","AA/AO","AO","470","[c]","21420","20920"
"New entrant CS","2021","Other","EO","EO","635","[c]","25560","26350"
"New entrant CS","2021","Other","G6/G7","G6","25","[c]","72330","68710"
"New entrant CS","2021","Other","G6/G7","G7","75","[c]","57440","57260"
"New entrant CS","2021","Other","SCS level","SCS level","15","[c]","103850","98490"
"New entrant CS","2021","Other","SEO/HEO","HEO","250","[c]","32530","33000"
"New entrant CS","2021","Other","SEO/HEO","SEO","110","[c]","40150","40000"
"New entrant CS","2021","Other","Unknown","Unknown","10","[c]","38610","38700"
"New entrant CS","2021","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA/AO","AO","95","[c]","21550","21000"
"New entrant CS","2021","Policy","EO","EO","600","[c]","26440","27270"
"New entrant CS","2021","Policy","G6/G7","G6","110","[c]","66040","64900"
"New entrant CS","2021","Policy","G6/G7","G7","480","[c]","53620","53360"
"New entrant CS","2021","Policy","SCS level","SCS level","65","[c]","92750","84070"
"New entrant CS","2021","Policy","SEO/HEO","HEO","1500","[c]","32580","32790"
"New entrant CS","2021","Policy","SEO/HEO","SEO","475","[c]","39410","40030"
"New entrant CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","AO","50","[c]","21800","20920"
"New entrant CS","2021","Project Delivery","EO","EO","235","[c]","25050","26180"
"New entrant CS","2021","Project Delivery","G6/G7","G6","50","[c]","66340","64670"
"New entrant CS","2021","Project Delivery","G6/G7","G7","140","[c]","52880","52620"
"New entrant CS","2021","Project Delivery","SCS level","SCS level","20","[c]","99260","89000"
"New entrant CS","2021","Project Delivery","SEO/HEO","HEO","330","[c]","32620","33000"
"New entrant CS","2021","Project Delivery","SEO/HEO","SEO","300","[c]","39880","40000"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","55","[c]","40080","40000"
"New entrant CS","2021","Property","AA/AO","AA","50","[c]","18240","18760"
"New entrant CS","2021","Property","AA/AO","AO","20","[c]","21010","20920"
"New entrant CS","2021","Property","EO","EO","130","[c]","25550","24960"
"New entrant CS","2021","Property","G6/G7","G6","20","[c]","65700","65410"
"New entrant CS","2021","Property","G6/G7","G7","45","[c]","52820","52580"
"New entrant CS","2021","Property","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","HEO","140","[c]","31690","33000"
"New entrant CS","2021","Property","SEO/HEO","SEO","75","[c]","40400","40380"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AA/AO","AO","15","[c]","19860","19530"
"New entrant CS","2021","Psychology","EO","EO","55","[c]","24940","24620"
"New entrant CS","2021","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","SEO/HEO","HEO","40","[c]","28050","27700"
"New entrant CS","2021","Psychology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","AA/AO","AA","45","[c]","17660","17180"
"New entrant CS","2021","Science and Engineering","AA/AO","AO","190","[c]","21890","21550"
"New entrant CS","2021","Science and Engineering","EO","EO","300","[c]","24960","26370"
"New entrant CS","2021","Science and Engineering","G6/G7","G6","15","[c]","71970","75910"
"New entrant CS","2021","Science and Engineering","G6/G7","G7","70","[c]","52010","52000"
"New entrant CS","2021","Science and Engineering","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","SEO/HEO","HEO","345","[c]","30850","31300"
"New entrant CS","2021","Science and Engineering","SEO/HEO","SEO","255","[c]","40060","39670"
"New entrant CS","2021","Science and Engineering","Unknown","Unknown","85","[c]","31640","27540"
"New entrant CS","2021","Security","AA/AO","AA","225","[c]","20050","19560"
"New entrant CS","2021","Security","AA/AO","AO","325","[c]","28440","25540"
"New entrant CS","2021","Security","EO","EO","90","[c]","27400","24810"
"New entrant CS","2021","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","G7","15","[c]","52830","52050"
"New entrant CS","2021","Security","SEO/HEO","HEO","55","[c]","31180","30120"
"New entrant CS","2021","Security","SEO/HEO","SEO","35","[c]","41500","40000"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","HEO","140","[c]","31610","31810"
"New entrant CS","2021","Social Research","SEO/HEO","SEO","50","[c]","39300","39310"
"New entrant CS","2021","Statistics","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","AO","20","[c]","22030","21860"
"New entrant CS","2021","Statistics","EO","EO","95","[c]","26690","27200"
"New entrant CS","2021","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","G7","15","[c]","53890","54710"
"New entrant CS","2021","Statistics","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO/HEO","HEO","170","[c]","32440","31980"
"New entrant CS","2021","Statistics","SEO/HEO","SEO","50","[c]","39540","39100"
"New entrant CS","2021","Tax","AA/AO","AO","2200","[c]","20190","20140"
"New entrant CS","2021","Tax","EO","EO","770","[c]","25620","25560"
"New entrant CS","2021","Tax","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","HEO","265","[c]","32570","31810"
"New entrant CS","2021","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","AA","370","[c]","20270","20060"
"New entrant CS","2021","Unknown","AA/AO","AO","6175","[c]","21600","21010"
"New entrant CS","2021","Unknown","EO","EO","11610","[c]","28470","27570"
"New entrant CS","2021","Unknown","G6/G7","G6","185","[c]","73220","70180"
"New entrant CS","2021","Unknown","G6/G7","G7","540","[c]","53870","54700"
"New entrant CS","2021","Unknown","SCS level","SCS level","240","[c]","86780","73350"
"New entrant CS","2021","Unknown","SEO/HEO","HEO","1470","[c]","30860","30650"
"New entrant CS","2021","Unknown","SEO/HEO","SEO","525","[c]","39910","39120"
"New entrant CS","2021","Unknown","Unknown","Unknown","340","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","SEO","25","[c]","36900","35900"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
