"Status","Year","Age","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Project Delivery","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","HM Revenue and Customs","Female","35","[c]","29820","26500"
"Leaver CS","2021","50-59","Property","HM Revenue and Customs","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Ministry of Defence","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Ministry of Defence","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Scottish Government","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Cabinet Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Foreign, Commonwealth and Development Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Ministry of Defence","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Ministry of Defence","Male","80","[c]","31790","38120"
"Leaver CS","2021","50-59","Security","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Charity Commission","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department for Education","Female","30","[c]","48650","50630"
"Leaver CS","2021","50-59","Unknown","Department for Education","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department for Transport","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department for Work and Pensions","Female","650","[c]","27050","26890"
"Leaver CS","2021","50-59","Unknown","Department for Work and Pensions","Male","350","[c]","27960","27570"
"Leaver CS","2021","50-59","Unknown","Department of Health and Social Care","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Foreign, Commonwealth and Development Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Foreign, Commonwealth and Development Office","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","HM Revenue and Customs","Female","1275","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","HM Revenue and Customs","Male","665","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Home Office","Female","155","[c]","31780","27240"
"Leaver CS","2021","50-59","Unknown","Home Office","Male","170","[c]","35180","27370"
"Leaver CS","2021","50-59","Unknown","Ministry of Defence","Female","120","[c]","29140","21580"
"Leaver CS","2021","50-59","Unknown","Ministry of Defence","Male","210","[c]","33930","30690"
"Leaver CS","2021","50-59","Unknown","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Scottish Government","Female","45","[c]","46830","45860"
"Leaver CS","2021","50-59","Unknown","Scottish Government","Male","35","[c]","48660","46600"
"Leaver CS","2021","50-59","Unknown","Welsh Government","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Welsh Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Department for Environment, Food and Rural Affairs","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Ministry of Defence","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Ministry of Defence","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Ministry of Justice","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Ministry of Defence","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Debt","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Debt","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Department for Transport","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Ministry of Defence","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Ministry of Defence","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Ministry of Defence","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Grants Management","Department for Environment, Food and Rural Affairs","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Ministry of Defence","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Ministry of Defence","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","HM Treasury","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Attorney General's Departments","Female","40","[c]","59110","56460"
"Leaver CS","2021","60-64","Legal","Attorney General's Departments","Male","30","[c]","55360","55610"
"Leaver CS","2021","60-64","Legal","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","HM Land Registry","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","HM Land Registry","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Ministry of Justice","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Ministry of Justice","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Scottish Government","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Scottish Government","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Department for Business, Energy and Industrial Strategy","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","No function","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
