"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Crown Prosecution Service","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","60-64","Crown Prosecution Service","Finance","Female","5","5","[c]","[c]"
"In post","2021","60-64","Crown Prosecution Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Crown Prosecution Service","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","60-64","Crown Prosecution Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Crown Prosecution Service","Legal","Female","105","80","58150","55610"
"In post","2021","60-64","Crown Prosecution Service","Legal","Male","115","100","59620","59930"
"In post","2021","60-64","Crown Prosecution Service","Operational Delivery","Female","130","110","26070","24220"
"In post","2021","60-64","Crown Prosecution Service","Operational Delivery","Male","40","35","27010","23520"
"In post","2021","60-64","Crown Prosecution Service","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Crown Prosecution Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Crown Prosecution Service","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Crown Prosecution Service","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt Management Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt Management Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt Management Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt Management Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt Management Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt Management Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Medicine","Male","5","5","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Other","Male","10","5","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Property","Male","5","5","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","Science and Engineering","Male","30","25","27580","28750"
"In post","2021","60-64","Defence Equipment and Support","Commercial","Female","20","15","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Commercial","Male","30","25","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Digital, Data and Technology","Male","20","15","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Finance","Female","5","5","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Finance","Male","10","10","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Other","Female","120","105","30850","27240"
"In post","2021","60-64","Defence Equipment and Support","Other","Male","245","230","32630","27730"
"In post","2021","60-64","Defence Equipment and Support","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Policy","Male","5","5","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Project Delivery","Female","30","25","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Project Delivery","Male","105","90","46460","42580"
"In post","2021","60-64","Defence Equipment and Support","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Property","Male","5","5","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Science and Engineering","Male","240","220","41380","40940"
"In post","2021","60-64","Defence Equipment and Support","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Equipment and Support","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Operational Delivery","Female","15","10","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Operational Research","Male","20","20","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Project Delivery","Female","15","15","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Project Delivery","Male","20","20","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Science and Engineering","Female","10","10","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Science and Engineering","Male","130","115","46980","46130"
"In post","2021","60-64","Defence Science and Technology Laboratory","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Defence Science and Technology Laboratory","Security","Male","5","5","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","55","50","44150","40050"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","50","45","55240","53600"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Policy","Male","10","10","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Finance","Female","5","5","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Finance","Male","10","5","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Policy","Female","45","40","44220","40170"
"In post","2021","60-64","Department for Education (excl. agencies)","Policy","Male","35","35","44060","40940"
"In post","2021","60-64","Department for Education (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Property","Female","10","10","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Property","Male","25","20","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Education (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Male","5","5","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Female","5","5","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Female","10","10","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Male","20","20","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Female","10","5","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Female","30","30","40030","35890"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Male","25","25","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Female","10","10","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Male","10","10","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","International Trade","Female","5","5","[c]","[c]"
"In post","2021","60-64","Department for International Trade","International Trade","Male","30","30","59040","59740"
"In post","2021","60-64","Department for International Trade","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Other","Female","10","10","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for International Trade","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Finance","Male","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Other","Female","20","15","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Other","Male","35","30","46290","33370"
"In post","2021","60-64","Department for Transport (excl. agencies)","Policy","Female","10","10","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Policy","Male","20","20","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Project Delivery","Female","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Security","Male","10","10","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Transport (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","Female","6430","4805","26380","27570"
"In post","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","Male","2805","2335","27660","27570"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Commercial","Female","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Finance","Female","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Finance","Male","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Policy","Female","25","20","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Policy","Male","15","15","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Disclosure Scotland","Unknown","Female","15","15","[c]","[c]"
"In post","2021","60-64","Disclosure Scotland","Unknown","Male","15","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Commercial","Female","15","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Commercial","Male","[c]","[c]","[c]","[c]"
