"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","No function","SCS level","95","[c]","107620","104580"
"Leaver CS","2021","Declared non-disabled","No function","SEO","350","[c]","42920","40890"
"Leaver CS","2021","Declared non-disabled","No function","Unknown","400","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","EO","110","[c]","23220","22780"
"Leaver CS","2021","Declared non-disabled","Project Delivery","G6","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","G7","60","[c]","54650","55000"
"Leaver CS","2021","Declared non-disabled","Project Delivery","HEO","135","[c]","32020","32530"
"Leaver CS","2021","Declared non-disabled","Project Delivery","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","SEO","125","[c]","41120","40770"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","AA","40","[c]","18880","18760"
"Leaver CS","2021","Declared non-disabled","Property","AO","45","[c]","23180","21710"
"Leaver CS","2021","Declared non-disabled","Property","EO","95","[c]","26970","26150"
"Leaver CS","2021","Declared non-disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","HEO","55","[c]","33960","33300"
"Leaver CS","2021","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","SEO","45","[c]","43110","43080"
"Leaver CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","AA","65","[c]","20010","19560"
"Leaver CS","2021","Declared non-disabled","Security","AO","90","[c]","33410","38120"
"Leaver CS","2021","Declared non-disabled","Security","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","AA","310","[c]","19760","19560"
"Leaver CS","2021","Declared non-disabled","Unknown","AO","3095","[c]","21400","21010"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","2455","[c]","27870","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","G6","230","[c]","71340","70390"
"Leaver CS","2021","Declared non-disabled","Unknown","G7","400","[c]","55810","55190"
"Leaver CS","2021","Declared non-disabled","Unknown","HEO","1000","[c]","34230","34250"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS level","115","[c]","90550","84390"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO","555","[c]","41410","40670"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","AA","120","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","AO","375","[c]","21470","20650"
"Leaver CS","2021","Undeclared","No function","EO","100","[c]","26720","26770"
"Leaver CS","2021","Undeclared","No function","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","HEO","85","[c]","33150","33350"
"Leaver CS","2021","Undeclared","No function","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","SEO","50","[c]","42260","41230"
"Leaver CS","2021","Undeclared","No function","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","AO","250","[c]","21330","21010"
"Leaver CS","2021","Undeclared","Unknown","EO","205","[c]","27880","27570"
"Leaver CS","2021","Undeclared","Unknown","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","G7","45","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HEO","110","[c]","31470","33250"
"Leaver CS","2021","Undeclared","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","SEO","60","[c]","40540","41030"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","AO","55","[c]","20270","19130"
"Leaver CS","2021","Unknown","Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","EO","30","[c]","26320","26500"
"Leaver CS","2021","Unknown","Digital, Data & Technology","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","G7","45","[c]","56900","56320"
"Leaver CS","2021","Unknown","Digital, Data & Technology","HEO","30","[c]","34450","33840"
"Leaver CS","2021","Unknown","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","AO","45","[c]","20830","21050"
"Leaver CS","2021","Unknown","Grants Management","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","AO","65","[c]","21820","21000"
"Leaver CS","2021","Unknown","Legal","EO","35","[c]","25800","26480"
"Leaver CS","2021","Unknown","Legal","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","G7","45","[c]","55410","55000"
"Leaver CS","2021","Unknown","Legal","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","AA","345","[c]","18200","18040"
"Leaver CS","2021","Unknown","No function","AO","1180","[c]","21230","21050"
"Leaver CS","2021","Unknown","No function","EO","355","[c]","27950","27020"
"Leaver CS","2021","Unknown","No function","G6","50","[c]","71480","70590"
"Leaver CS","2021","Unknown","No function","G7","125","[c]","54730","54510"
"Leaver CS","2021","Unknown","No function","HEO","235","[c]","33440","32590"
"Leaver CS","2021","Unknown","No function","SCS level","40","[c]","106820","110680"
"Leaver CS","2021","Unknown","No function","SEO","140","[c]","41230","40470"
"Leaver CS","2021","Unknown","No function","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","EO","55","[c]","19670","19000"
"Leaver CS","2021","Unknown","Project Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO","30","[c]","40960","40950"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","AA","45","[c]","18930","18890"
"Leaver CS","2021","Unknown","Property","AO","35","[c]","22820","21100"
"Leaver CS","2021","Unknown","Property","EO","55","[c]","25590","25100"
"Leaver CS","2021","Unknown","Property","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","AA","40","[c]","20200","19560"
"Leaver CS","2021","Unknown","Security","AO","70","[c]","28170","26100"
"Leaver CS","2021","Unknown","Security","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","135","[c]","20520","20060"
"Leaver CS","2021","Unknown","Unknown","AO","1190","[c]","21420","21010"
"Leaver CS","2021","Unknown","Unknown","EO","910","[c]","28320","27570"
"Leaver CS","2021","Unknown","Unknown","G6","80","[c]","71830","70880"
"Leaver CS","2021","Unknown","Unknown","G7","155","[c]","55640","54640"
"Leaver CS","2021","Unknown","Unknown","HEO","430","[c]","34610","34100"
"Leaver CS","2021","Unknown","Unknown","SCS level","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO","190","[c]","41100","40580"
"Leaver CS","2021","Unknown","Unknown","Unknown","510","[c]","35200","32400"
"Leaver Dept.","2021","Declared disabled","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","AO","50","[c]","20640","20100"
"Leaver Dept.","2021","Declared disabled","No function","EO","50","[c]","25430","26350"
"Leaver Dept.","2021","Declared disabled","No function","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","G7","50","[c]","53410","53230"
"Leaver Dept.","2021","Declared disabled","No function","HEO","100","[c]","32470","32220"
"Leaver Dept.","2021","Declared disabled","No function","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
