"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Human Resources","Policy","South West (England)","10","10","[c]","[c]"
"In post","2021","White","Human Resources","Policy","Wales","15","15","[c]","[c]"
"In post","2021","White","Human Resources","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","White","Human Resources","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Project Delivery","Wales","5","5","[c]","[c]"
"In post","2021","White","Human Resources","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Security","South West (England)","15","15","[c]","[c]"
"In post","2021","White","Human Resources","Tax","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","White","Human Resources","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Tax","London","10","10","[c]","[c]"
"In post","2021","White","Human Resources","Tax","North East (England)","15","15","[c]","[c]"
"In post","2021","White","Human Resources","Tax","North West (England)","25","25","[c]","[c]"
"In post","2021","White","Human Resources","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Tax","Scotland","20","20","[c]","[c]"
"In post","2021","White","Human Resources","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Tax","Wales","10","10","[c]","[c]"
"In post","2021","White","Human Resources","Tax","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","White","Human Resources","Tax","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","London","335","325","49210","45300"
"In post","2021","White","Human Resources","Unknown","North East (England)","300","280","27530","23850"
"In post","2021","White","Human Resources","Unknown","North West (England)","90","90","40370","37300"
"In post","2021","White","Human Resources","Unknown","Scotland","70","70","32830","30160"
"In post","2021","White","Human Resources","Unknown","South East (England)","15","15","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","South West (England)","15","10","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","Yorkshire and The Humber","80","75","41720","38420"
"In post","2021","White","Internal Audit","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Internal Audit","East Midlands (England)","30","25","[c]","[c]"
"In post","2021","White","Internal Audit","Internal Audit","East of England","25","25","[c]","[c]"
"In post","2021","White","Internal Audit","Internal Audit","London","105","105","58650","55040"
"In post","2021","White","Internal Audit","Internal Audit","North East (England)","40","35","43000","41230"
"In post","2021","White","Internal Audit","Internal Audit","North West (England)","55","50","43710","40880"
"In post","2021","White","Internal Audit","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Internal Audit","Scotland","45","45","39290","33930"
"In post","2021","White","Internal Audit","Internal Audit","South East (England)","55","50","35870","33300"
"In post","2021","White","Internal Audit","Internal Audit","South West (England)","80","75","44750","42510"
"In post","2021","White","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Internal Audit","Wales","25","25","[c]","[c]"
"In post","2021","White","Internal Audit","Internal Audit","West Midlands (England)","40","35","52080","45480"
"In post","2021","White","Internal Audit","Internal Audit","Yorkshire and The Humber","45","45","47490","45660"
"In post","2021","White","Internal Audit","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Policy","London","5","5","[c]","[c]"
"In post","2021","White","Internal Audit","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Communications","London","5","5","[c]","[c]"
"In post","2021","White","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2021","White","Legal","Legal","East Midlands (England)","220","200","49500","49580"
"In post","2021","White","Legal","Legal","East of England","240","220","51460","51120"
"In post","2021","White","Legal","Legal","London","2260","2095","60730","61010"
"In post","2021","White","Legal","Legal","North East (England)","240","220","48210","48830"
"In post","2021","White","Legal","Legal","North West (England)","565","525","50480","51470"
"In post","2021","White","Legal","Legal","Northern Ireland","5","5","[c]","[c]"
"In post","2021","White","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Legal","Scotland","590","555","54590","52490"
"In post","2021","White","Legal","Legal","South East (England)","425","380","53310","53540"
"In post","2021","White","Legal","Legal","South West (England)","305","280","48700","49580"
"In post","2021","White","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Legal","Wales","275","250","48870","48830"
"In post","2021","White","Legal","Legal","West Midlands (England)","290","270","51460","51470"
"In post","2021","White","Legal","Legal","Yorkshire and The Humber","455","415","52450","55610"
"In post","2021","White","Legal","Operational Delivery","East Midlands (England)","175","155","25950","24280"
"In post","2021","White","Legal","Operational Delivery","East of England","190","165","27630","26970"
"In post","2021","White","Legal","Operational Delivery","London","390","370","32430","29520"
"In post","2021","White","Legal","Operational Delivery","North East (England)","180","160","26360","25480"
"In post","2021","White","Legal","Operational Delivery","North West (England)","470","430","27140","26070"
"In post","2021","White","Legal","Operational Delivery","Northern Ireland","10","10","[c]","[c]"
"In post","2021","White","Legal","Operational Delivery","Scotland","110","105","30060","26550"
"In post","2021","White","Legal","Operational Delivery","South East (England)","245","230","27960","26970"
"In post","2021","White","Legal","Operational Delivery","South West (England)","120","115","27610","25650"
"In post","2021","White","Legal","Operational Delivery","Wales","150","140","27990","25480"
"In post","2021","White","Legal","Operational Delivery","West Midlands (England)","175","165","25840","25480"
"In post","2021","White","Legal","Operational Delivery","Yorkshire and The Humber","280","255","26730","25480"
"In post","2021","White","Legal","Other","London","165","160","32030","27580"
"In post","2021","White","Legal","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Other","South West (England)","5","5","[c]","[c]"
"In post","2021","White","Legal","Other","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","White","Legal","Policy","London","35","35","54450","57750"
"In post","2021","White","Legal","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Tax","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","White","Legal","Tax","London","15","15","[c]","[c]"
"In post","2021","White","Legal","Tax","North East (England)","10","10","[c]","[c]"
"In post","2021","White","Legal","Tax","North West (England)","70","65","39480","38630"
"In post","2021","White","Legal","Tax","Northern Ireland","10","10","[c]","[c]"
"In post","2021","White","Legal","Tax","Scotland","25","25","[c]","[c]"
"In post","2021","White","Legal","Tax","South East (England)","15","15","[c]","[c]"
"In post","2021","White","Legal","Tax","South West (England)","10","10","[c]","[c]"
"In post","2021","White","Legal","Tax","Wales","25","20","[c]","[c]"
"In post","2021","White","Legal","Tax","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","White","Legal","Tax","Yorkshire and The Humber","40","40","42410","36810"
"In post","2021","White","Legal","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","London","80","75","73960","67770"
"In post","2021","White","Legal","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","North West (England)","5","5","[c]","[c]"
"In post","2021","White","Legal","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","South West (England)","5","5","[c]","[c]"
"In post","2021","White","Legal","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Commercial","London","55","55","57270","58130"
"In post","2021","White","No function","Commercial","North East (England)","35","35","38920","36780"
"In post","2021","White","No function","Commercial","North West (England)","20","20","[c]","[c]"
"In post","2021","White","No function","Commercial","South West (England)","10","10","[c]","[c]"
"In post","2021","White","No function","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Commercial","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","White","No function","Commercial","Yorkshire and The Humber","40","40","40220","36780"
"In post","2021","White","No function","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Communications","London","50","50","44580","40490"
"In post","2021","White","No function","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Communications","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","White","No function","Corporate Finance","London","15","15","[c]","[c]"
"In post","2021","White","No function","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Counter Fraud","London","15","15","[c]","[c]"
"In post","2021","White","No function","Counter Fraud","Scotland","5","5","[c]","[c]"
"In post","2021","White","No function","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","London","45","45","48680","46160"
"In post","2021","White","No function","Digital, Data and Technology","North East (England)","15","15","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","North West (England)","10","10","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","Scotland","20","20","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","White","No function","Digital, Data and Technology","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","White","No function","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Economics","London","260","255","50700","53870"
"In post","2021","White","No function","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Economics","Scotland","10","10","[c]","[c]"
"In post","2021","White","No function","Economics","South West (England)","15","15","[c]","[c]"
"In post","2021","White","No function","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Economics","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","White","No function","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Finance","London","90","90","50980","53380"
"In post","2021","White","No function","Finance","North East (England)","50","45","35420","35070"
"In post","2021","White","No function","Finance","North West (England)","25","20","[c]","[c]"
"In post","2021","White","No function","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Finance","South West (England)","5","5","[c]","[c]"
"In post","2021","White","No function","Finance","West Midlands (England)","50","50","50530","50270"
"In post","2021","White","No function","Finance","Yorkshire and The Humber","35","30","33350","30230"
"In post","2021","White","No function","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Human Resources","London","25","25","[c]","[c]"
"In post","2021","White","No function","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Human Resources","Wales","5","5","[c]","[c]"
"In post","2021","White","No function","Human Resources","West Midlands (England)","10","5","[c]","[c]"
"In post","2021","White","No function","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Inspector of Education and Training","East Midlands (England)","65","65","64450","64500"
"In post","2021","White","No function","Inspector of Education and Training","East of England","80","75","64630","64500"
"In post","2021","White","No function","Inspector of Education and Training","London","195","190","66600","70500"
"In post","2021","White","No function","Inspector of Education and Training","North West (England)","105","105","65290","64500"
"In post","2021","White","No function","Inspector of Education and Training","South West (England)","70","65","67170","75500"
"In post","2021","White","No function","Inspector of Education and Training","Wales","60","55","74470","74730"
"In post","2021","White","No function","Inspector of Education and Training","West Midlands (England)","90","90","67170","75500"
"In post","2021","White","No function","Inspector of Education and Training","Yorkshire and The Humber","110","110","66530","70500"
"In post","2021","White","No function","Intelligence Analysis","East Midlands (England)","30","30","27210","27120"
"In post","2021","White","No function","Intelligence Analysis","East of England","50","50","31310","28080"
"In post","2021","White","No function","Intelligence Analysis","London","65","60","37680","34380"
"In post","2021","White","No function","Intelligence Analysis","North East (England)","25","25","[c]","[c]"
"In post","2021","White","No function","Intelligence Analysis","North West (England)","55","55","28960","27380"
"In post","2021","White","No function","Intelligence Analysis","South East (England)","65","65","29280","27380"
"In post","2021","White","No function","Intelligence Analysis","South West (England)","30","30","28770","26850"
"In post","2021","White","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Intelligence Analysis","Wales","15","15","[c]","[c]"
"In post","2021","White","No function","Intelligence Analysis","West Midlands (England)","40","40","31820","29510"
"In post","2021","White","No function","Intelligence Analysis","Yorkshire and The Humber","55","50","29320","28080"
"In post","2021","White","No function","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","International Trade","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","White","No function","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","International Trade","London","520","515","49950","51970"
"In post","2021","White","No function","International Trade","North East (England)","5","5","[c]","[c]"
"In post","2021","White","No function","International Trade","North West (England)","30","25","[c]","[c]"
"In post","2021","White","No function","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","International Trade","Overseas","95","95","55110","54470"
"In post","2021","White","No function","International Trade","Scotland","5","5","[c]","[c]"
"In post","2021","White","No function","International Trade","South East (England)","45","45","44260","38540"
"In post","2021","White","No function","International Trade","South West (England)","10","10","[c]","[c]"
"In post","2021","White","No function","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","International Trade","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","White","No function","International Trade","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","White","No function","Knowledge and Information Management","East Midlands (England)","20","15","[c]","[c]"
"In post","2021","White","No function","Knowledge and Information Management","East of England","50","45","38410","36890"
"In post","2021","White","No function","Knowledge and Information Management","London","260","245","45250","41030"
"In post","2021","White","No function","Knowledge and Information Management","North East (England)","10","10","[c]","[c]"
"In post","2021","White","No function","Knowledge and Information Management","North West (England)","50","50","34080","31090"
"In post","2021","White","No function","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Knowledge and Information Management","Scotland","20","15","[c]","[c]"
"In post","2021","White","No function","Knowledge and Information Management","South East (England)","50","45","38550","36520"
"In post","2021","White","No function","Knowledge and Information Management","South West (England)","75","70","33760","29480"
"In post","2021","White","No function","Knowledge and Information Management","Wales","15","15","[c]","[c]"
"In post","2021","White","No function","Knowledge and Information Management","West Midlands (England)","65","60","33090","28590"
"In post","2021","White","No function","Knowledge and Information Management","Yorkshire and The Humber","75","70","34620","31780"
"In post","2021","White","No function","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Medicine","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","White","No function","Medicine","East of England","15","10","[c]","[c]"
"In post","2021","White","No function","Medicine","London","95","80","106730","106750"
"In post","2021","White","No function","Medicine","North East (England)","10","10","[c]","[c]"
"In post","2021","White","No function","Medicine","North West (England)","30","25","87230","96990"
"In post","2021","White","No function","Medicine","South East (England)","20","15","[c]","[c]"
"In post","2021","White","No function","Medicine","South West (England)","20","20","[c]","[c]"
"In post","2021","White","No function","Medicine","Wales","35","30","81450","86520"
"In post","2021","White","No function","Medicine","West Midlands (England)","20","15","[c]","[c]"
"In post","2021","White","No function","Medicine","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2021","White","No function","Operational Delivery","East Midlands (England)","6475","5990","27950","25880"
"In post","2021","White","No function","Operational Delivery","East of England","5870","5460","29090","27850"
"In post","2021","White","No function","Operational Delivery","London","8175","7790","37850","34660"
"In post","2021","White","No function","Operational Delivery","North East (England)","8140","7115","26190","22850"
"In post","2021","White","No function","Operational Delivery","North West (England)","12835","11765","28550","26120"
"In post","2021","White","No function","Operational Delivery","Northern Ireland","715","645","27250","25560"
"In post","2021","White","No function","Operational Delivery","Overseas","110","110","64600","62190"
"In post","2021","White","No function","Operational Delivery","Scotland","6025","5525","29090","26380"
"In post","2021","White","No function","Operational Delivery","South East (England)","9895","9030","29130","27850"
"In post","2021","White","No function","Operational Delivery","South West (England)","6855","6300","29400","27130"
"In post","2021","White","No function","Operational Delivery","Unknown","75","70","42850","43710"
"In post","2021","White","No function","Operational Delivery","Wales","10285","9155","25440","21900"
"In post","2021","White","No function","Operational Delivery","West Midlands (England)","7395","6910","29050","26550"
"In post","2021","White","No function","Operational Delivery","Yorkshire and The Humber","7945","7285","28970","26810"
"In post","2021","White","No function","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Operational Research","London","20","20","[c]","[c]"
"In post","2021","White","No function","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Operational Research","South East (England)","150","140","42890","46080"
"In post","2021","White","No function","Operational Research","South West (England)","55","50","46630","46090"
"In post","2021","White","No function","Operational Research","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","White","No function","Operational Research","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","White","No function","Other","East Midlands (England)","60","60","39220","31040"
"In post","2021","White","No function","Other","East of England","20","20","[c]","[c]"
"In post","2021","White","No function","Other","London","640","620","45430","36800"
"In post","2021","White","No function","Other","North East (England)","15","10","[c]","[c]"
"In post","2021","White","No function","Other","North West (England)","80","75","32110","25880"
"In post","2021","White","No function","Other","Northern Ireland","10","10","[c]","[c]"
"In post","2021","White","No function","Other","Scotland","320","305","34480","31720"
"In post","2021","White","No function","Other","South East (England)","95","90","57480","68380"
"In post","2021","White","No function","Other","South West (England)","70","65","32230","25880"
"In post","2021","White","No function","Other","Wales","55","55","33460","31860"
"In post","2021","White","No function","Other","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","White","No function","Other","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","White","No function","Planning","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Planning","London","65","65","49830","53130"
"In post","2021","White","No function","Planning","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Planning","South West (England)","35","35","48430","40720"
"In post","2021","White","No function","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Planning Inspectors","South West (England)","280","245","58180","58810"
"In post","2021","White","No function","Planning Inspectors","Wales","20","15","[c]","[c]"
"In post","2021","White","No function","Policy","East Midlands (England)","140","135","41460","36960"
"In post","2021","White","No function","Policy","East of England","55","55","41860","40190"
"In post","2021","White","No function","Policy","London","9355","9125","50410","52500"
"In post","2021","White","No function","Policy","North East (England)","220","210","38690","36500"
"In post","2021","White","No function","Policy","North West (England)","370","355","41450","36960"
"In post","2021","White","No function","Policy","Northern Ireland","55","55","43280","37910"
"In post","2021","White","No function","Policy","Overseas","1125","1125","52590","53470"
"In post","2021","White","No function","Policy","Scotland","140","135","47970","41750"
"In post","2021","White","No function","Policy","South East (England)","185","175","39830","38650"
"In post","2021","White","No function","Policy","South West (England)","405","385","39960","36340"
"In post","2021","White","No function","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","White","No function","Policy","Wales","255","240","36110","32180"
"In post","2021","White","No function","Policy","West Midlands (England)","275","265","42890","36960"
"In post","2021","White","No function","Policy","Yorkshire and The Humber","835","800","42130","37100"
"In post","2021","White","No function","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Project Delivery","London","60","60","49510","48670"
"In post","2021","White","No function","Project Delivery","North East (England)","5","5","[c]","[c]"
"In post","2021","White","No function","Project Delivery","North West (England)","10","10","[c]","[c]"
"In post","2021","White","No function","Project Delivery","Scotland","10","10","[c]","[c]"
"In post","2021","White","No function","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Project Delivery","West Midlands (England)","40","35","42230","38650"
"In post","2021","White","No function","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Psychology","East Midlands (England)","150","145","35140","30450"
"In post","2021","White","No function","Psychology","East of England","145","140","35500","30450"
"In post","2021","White","No function","Psychology","London","35","35","45350","45600"
"In post","2021","White","No function","Psychology","North East (England)","80","80","38770","40060"
"In post","2021","White","No function","Psychology","North West (England)","125","115","35950","30450"
"In post","2021","White","No function","Psychology","Scotland","15","10","[c]","[c]"
"In post","2021","White","No function","Psychology","South East (England)","170","160","35890","30450"
"In post","2021","White","No function","Psychology","South West (England)","85","80","36670","31180"
"In post","2021","White","No function","Psychology","Wales","45","45","35420","30450"
"In post","2021","White","No function","Psychology","West Midlands (England)","90","85","33410","29400"
"In post","2021","White","No function","Psychology","Yorkshire and The Humber","160","155","34200","30450"
"In post","2021","White","No function","Science and Engineering","East Midlands (England)","255","240","42640","39390"
"In post","2021","White","No function","Science and Engineering","East of England","120","110","37440","37320"
"In post","2021","White","No function","Science and Engineering","London","610","575","47310","44030"
"In post","2021","White","No function","Science and Engineering","North East (England)","40","35","34410","35610"
"In post","2021","White","No function","Science and Engineering","North West (England)","270","250","35410","31710"
"In post","2021","White","No function","Science and Engineering","Northern Ireland","10","10","[c]","[c]"
"In post","2021","White","No function","Science and Engineering","Overseas","25","25","[c]","[c]"
"In post","2021","White","No function","Science and Engineering","Scotland","65","65","37520","36730"
"In post","2021","White","No function","Science and Engineering","South East (England)","1110","1050","39800","37360"
"In post","2021","White","No function","Science and Engineering","South West (England)","1960","1875","38790","37320"
"In post","2021","White","No function","Science and Engineering","Wales","270","255","48370","47830"
"In post","2021","White","No function","Science and Engineering","West Midlands (England)","125","115","40010","37970"
"In post","2021","White","No function","Science and Engineering","Yorkshire and The Humber","270","255","38580","35910"
"In post","2021","White","No function","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Security","London","105","100","49280","44480"
"In post","2021","White","No function","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Social Research","London","20","20","[c]","[c]"
"In post","2021","White","No function","Social Research","South West (England)","10","10","[c]","[c]"
"In post","2021","White","No function","Social Research","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","White","No function","Statistics","London","20","15","[c]","[c]"
"In post","2021","White","No function","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Statistics","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","White","No function","Tax","East Midlands (England)","515","485","37930","32100"
"In post","2021","White","No function","Tax","East of England","155","135","34800","31810"
"In post","2021","White","No function","Tax","London","780","730","47610","41760"
"In post","2021","White","No function","Tax","North East (England)","665","625","33450","31810"
"In post","2021","White","No function","Tax","North West (England)","1440","1340","34150","31810"
"In post","2021","White","No function","Tax","Northern Ireland","380","360","34760","31810"
"In post","2021","White","No function","Tax","Scotland","965","890","35220","31810"
