"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Project Delivery","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Project Delivery","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Education","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Property","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Property","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Property","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Property","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","HM Revenue and Customs","Heterosexual / straight","55","40","34860","31080"
"In post","2021","65+","Property","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","HM Revenue and Customs","Undeclared","20","20","[c]","[c]"
"In post","2021","65+","Property","HM Revenue and Customs","Unknown","20","20","[c]","[c]"
"In post","2021","65+","Property","Ministry of Defence","Heterosexual / straight","145","130","28820","28410"
"In post","2021","65+","Property","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Ministry of Defence","Undeclared","15","15","[c]","[c]"
"In post","2021","65+","Property","Ministry of Defence","Unknown","25","20","[c]","[c]"
"In post","2021","65+","Property","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Scottish Government","Unknown","25","25","[c]","[c]"
"In post","2021","65+","Property","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Cabinet Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Security","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for Transport","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Security","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Security","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Ministry of Defence","Heterosexual / straight","135","115","23210","20060"
"In post","2021","65+","Security","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Ministry of Defence","Undeclared","30","25","[c]","[c]"
"In post","2021","65+","Security","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Security","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Work and Pensions","Heterosexual / straight","1565","1125","26180","27570"
"In post","2021","65+","Unknown","Department for Work and Pensions","LGBO","60","45","25530","25850"
"In post","2021","65+","Unknown","Department for Work and Pensions","Undeclared","250","175","25860","26120"
"In post","2021","65+","Unknown","Department for Work and Pensions","Unknown","705","500","25690","26120"
"In post","2021","65+","Unknown","Department of Health and Social Care","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department of Health and Social Care","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Department of Health and Social Care","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Home Office","Heterosexual / straight","600","450","27830","25630"
"In post","2021","65+","Unknown","Home Office","LGBO","10","5","[c]","[c]"
"In post","2021","65+","Unknown","Home Office","Undeclared","135","95","29180","27130"
"In post","2021","65+","Unknown","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Ministry of Defence","Heterosexual / straight","685","625","28210","22500"
"In post","2021","65+","Unknown","Ministry of Defence","LGBO","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Ministry of Defence","Undeclared","130","115","29310","22870"
"In post","2021","65+","Unknown","Ministry of Defence","Unknown","80","70","29540","24350"
"In post","2021","65+","Unknown","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Scottish Government","Heterosexual / straight","75","60","39990","34550"
"In post","2021","65+","Unknown","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Scottish Government","Unknown","110","90","37830","33720"
"In post","2021","65+","Unknown","Welsh Government","Heterosexual / straight","125","100","39290","33620"
"In post","2021","65+","Unknown","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Welsh Government","Undeclared","30","25","[c]","[c]"
"In post","2021","65+","Unknown","Welsh Government","Unknown","10","5","[c]","[c]"
"In post","2021","Unknown","Analysis","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Northern Ireland Office","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Work and Pensions","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Department of Health and Social Care","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Ministry of Justice","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Work and Pensions","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","HM Revenue and Customs","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Chancellor's other departments","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Chancellor's other departments","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Department for International Trade","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","HM Treasury","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","United Kingdom Statistics Authority","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","United Kingdom Statistics Authority","Unknown","30","[c]","[c]","[c]"
