"Status","Year","Age","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Wales","SEO/HEO","40","[c]","38510","38650"
"Leaver CS","2021","40-49","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","West Midlands (England)","AA/AO","125","[c]","20770","20690"
"Leaver CS","2021","40-49","West Midlands (England)","EO","40","[c]","26480","27130"
"Leaver CS","2021","40-49","West Midlands (England)","G6/G7","25","[c]","66100","64220"
"Leaver CS","2021","40-49","West Midlands (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","West Midlands (England)","SEO/HEO","35","[c]","38570","38910"
"Leaver CS","2021","40-49","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Yorkshire and The Humber","AA/AO","125","[c]","20980","21010"
"Leaver CS","2021","40-49","Yorkshire and The Humber","EO","50","[c]","26920","27570"
"Leaver CS","2021","40-49","Yorkshire and The Humber","G6/G7","30","[c]","60200","54600"
"Leaver CS","2021","40-49","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Yorkshire and The Humber","SEO/HEO","55","[c]","37040","37900"
"Leaver CS","2021","40-49","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","East Midlands (England)","AA/AO","175","[c]","20150","20180"
"Leaver CS","2021","50-59","East Midlands (England)","EO","125","[c]","27290","27570"
"Leaver CS","2021","50-59","East Midlands (England)","G6/G7","20","[c]","56420","55610"
"Leaver CS","2021","50-59","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","East Midlands (England)","SEO/HEO","100","[c]","35850","34000"
"Leaver CS","2021","50-59","East Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","East of England","AA/AO","160","[c]","22070","21130"
"Leaver CS","2021","50-59","East of England","EO","135","[c]","27680","27370"
"Leaver CS","2021","50-59","East of England","G6/G7","45","[c]","62040","57580"
"Leaver CS","2021","50-59","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","East of England","SEO/HEO","130","[c]","36830","35610"
"Leaver CS","2021","50-59","East of England","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","London","AA/AO","180","[c]","23550","23500"
"Leaver CS","2021","50-59","London","EO","180","[c]","29840","30330"
"Leaver CS","2021","50-59","London","G6/G7","250","[c]","64320","62860"
"Leaver CS","2021","50-59","London","SCS level","80","[c]","107320","99950"
"Leaver CS","2021","50-59","London","SEO/HEO","235","[c]","39510","38980"
"Leaver CS","2021","50-59","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","North East (England)","AA/AO","185","[c]","20510","21010"
"Leaver CS","2021","50-59","North East (England)","EO","90","[c]","27250","27570"
"Leaver CS","2021","50-59","North East (England)","G6/G7","30","[c]","56980","55610"
"Leaver CS","2021","50-59","North East (England)","SEO/HEO","65","[c]","36830","36810"
"Leaver CS","2021","50-59","North East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","North West (England)","AA/AO","275","[c]","20720","21010"
"Leaver CS","2021","50-59","North West (England)","EO","165","[c]","26720","27240"
"Leaver CS","2021","50-59","North West (England)","G6/G7","80","[c]","60400","58230"
"Leaver CS","2021","50-59","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","North West (England)","SEO/HEO","110","[c]","36600","35060"
"Leaver CS","2021","50-59","North West (England)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland","AA/AO","30","[c]","20770","20660"
"Leaver CS","2021","50-59","Northern Ireland","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Northern Ireland","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","SEO/HEO","20","[c]","42700","40310"
"Leaver CS","2021","50-59","Scotland","AA/AO","220","[c]","23530","21010"
"Leaver CS","2021","50-59","Scotland","EO","145","[c]","30250","29040"
"Leaver CS","2021","50-59","Scotland","G6/G7","60","[c]","64100","61010"
"Leaver CS","2021","50-59","Scotland","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland","SEO/HEO","120","[c]","39980","39500"
"Leaver CS","2021","50-59","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","South East (England)","AA/AO","245","[c]","22220","20920"
"Leaver CS","2021","50-59","South East (England)","EO","165","[c]","28450","27570"
"Leaver CS","2021","50-59","South East (England)","G6/G7","35","[c]","61450","56160"
"Leaver CS","2021","50-59","South East (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","South East (England)","SEO/HEO","120","[c]","38340","38100"
"Leaver CS","2021","50-59","South East (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","South West (England)","AA/AO","160","[c]","20770","20920"
"Leaver CS","2021","50-59","South West (England)","EO","100","[c]","27130","27130"
"Leaver CS","2021","50-59","South West (England)","G6/G7","65","[c]","59990","57000"
"Leaver CS","2021","50-59","South West (England)","SCS level","15","[c]","101210","102460"
"Leaver CS","2021","50-59","South West (England)","SEO/HEO","170","[c]","37810","38450"
"Leaver CS","2021","50-59","South West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","G6/G7","15","[c]","68140","63870"
"Leaver CS","2021","50-59","Unknown","SCS level","15","[c]","126010","122500"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","100","[c]","39190","34160"
"Leaver CS","2021","50-59","Wales","AA/AO","235","[c]","20630","20920"
"Leaver CS","2021","50-59","Wales","EO","115","[c]","28080","27570"
"Leaver CS","2021","50-59","Wales","G6/G7","30","[c]","60360","57320"
"Leaver CS","2021","50-59","Wales","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Wales","SEO/HEO","90","[c]","37610","36990"
"Leaver CS","2021","50-59","Wales","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","AA/AO","175","[c]","21160","20640"
"Leaver CS","2021","50-59","West Midlands (England)","EO","110","[c]","27150","27570"
"Leaver CS","2021","50-59","West Midlands (England)","G6/G7","40","[c]","59300","56840"
"Leaver CS","2021","50-59","West Midlands (England)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","West Midlands (England)","SEO/HEO","105","[c]","37770","37610"
"Leaver CS","2021","50-59","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","AA/AO","255","[c]","21290","20920"
"Leaver CS","2021","50-59","Yorkshire and The Humber","EO","160","[c]","27010","27570"
"Leaver CS","2021","50-59","Yorkshire and The Humber","G6/G7","65","[c]","60790","60160"
"Leaver CS","2021","50-59","Yorkshire and The Humber","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Yorkshire and The Humber","SEO/HEO","165","[c]","37510","35360"
"Leaver CS","2021","50-59","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","AA/AO","110","[c]","20210","20180"
"Leaver CS","2021","60-64","East Midlands (England)","EO","65","[c]","28040","27570"
"Leaver CS","2021","60-64","East Midlands (England)","G6/G7","20","[c]","62690","57260"
"Leaver CS","2021","60-64","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East Midlands (England)","SEO/HEO","50","[c]","35980","34290"
"Leaver CS","2021","60-64","East Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","AA/AO","115","[c]","21920","21010"
"Leaver CS","2021","60-64","East of England","EO","75","[c]","28480","27570"
"Leaver CS","2021","60-64","East of England","G6/G7","20","[c]","62900","61710"
"Leaver CS","2021","60-64","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","East of England","SEO/HEO","85","[c]","40300","38600"
"Leaver CS","2021","60-64","East of England","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","AA/AO","110","[c]","23790","23500"
"Leaver CS","2021","60-64","London","EO","125","[c]","29820","30280"
"Leaver CS","2021","60-64","London","G6/G7","150","[c]","65360","62590"
"Leaver CS","2021","60-64","London","SCS level","55","[c]","98060","88160"
"Leaver CS","2021","60-64","London","SEO/HEO","170","[c]","41370","41060"
"Leaver CS","2021","60-64","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","AA/AO","195","[c]","20540","21010"
"Leaver CS","2021","60-64","North East (England)","EO","85","[c]","27010","27570"
"Leaver CS","2021","60-64","North East (England)","G6/G7","20","[c]","57350","55610"
"Leaver CS","2021","60-64","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North East (England)","SEO/HEO","65","[c]","37050","34290"
"Leaver CS","2021","60-64","North East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","AA/AO","190","[c]","20370","20570"
"Leaver CS","2021","60-64","North West (England)","EO","150","[c]","27120","27570"
"Leaver CS","2021","60-64","North West (England)","G6/G7","35","[c]","59200","55610"
"Leaver CS","2021","60-64","North West (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","North West (England)","SEO/HEO","120","[c]","36700","34480"
"Leaver CS","2021","60-64","North West (England)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","AA/AO","20","[c]","20900","21010"
"Leaver CS","2021","60-64","Northern Ireland","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Northern Ireland","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","AA/AO","165","[c]","24040","21990"
"Leaver CS","2021","60-64","Scotland","EO","125","[c]","28530","27570"
"Leaver CS","2021","60-64","Scotland","G6/G7","50","[c]","68110","66290"
"Leaver CS","2021","60-64","Scotland","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","SEO/HEO","130","[c]","40430","39500"
"Leaver CS","2021","60-64","South East (England)","AA/AO","170","[c]","21540","20920"
"Leaver CS","2021","60-64","South East (England)","EO","110","[c]","28500","27620"
"Leaver CS","2021","60-64","South East (England)","G6/G7","40","[c]","58710","58570"
"Leaver CS","2021","60-64","South East (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South East (England)","SEO/HEO","110","[c]","37650","36870"
"Leaver CS","2021","60-64","South East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","South West (England)","AA/AO","100","[c]","21200","21010"
"Leaver CS","2021","60-64","South West (England)","EO","80","[c]","27250","27130"
"Leaver CS","2021","60-64","South West (England)","G6/G7","60","[c]","60230","57320"
"Leaver CS","2021","60-64","South West (England)","SCS level","10","[c]","103660","107810"
"Leaver CS","2021","60-64","South West (England)","SEO/HEO","155","[c]","37600","36360"
"Leaver CS","2021","60-64","South West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","60","[c]","42160","36580"
"Leaver CS","2021","60-64","Wales","AA/AO","135","[c]","20420","21010"
"Leaver CS","2021","60-64","Wales","EO","85","[c]","27860","27570"
"Leaver CS","2021","60-64","Wales","G6/G7","45","[c]","62240","60830"
"Leaver CS","2021","60-64","Wales","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Wales","SEO/HEO","70","[c]","36870","36500"
"Leaver CS","2021","60-64","Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","AA/AO","130","[c]","20070","20420"
"Leaver CS","2021","60-64","West Midlands (England)","EO","90","[c]","27070","27400"
"Leaver CS","2021","60-64","West Midlands (England)","G6/G7","30","[c]","63070","57680"
"Leaver CS","2021","60-64","West Midlands (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","West Midlands (England)","SEO/HEO","75","[c]","36660","34450"
"Leaver CS","2021","60-64","West Midlands (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","AA/AO","170","[c]","21860","20430"
"Leaver CS","2021","60-64","Yorkshire and The Humber","EO","110","[c]","27020","27130"
"Leaver CS","2021","60-64","Yorkshire and The Humber","G6/G7","50","[c]","60070","58230"
"Leaver CS","2021","60-64","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Yorkshire and The Humber","SEO/HEO","85","[c]","36880","34290"
"Leaver CS","2021","60-64","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","AA/AO","110","[c]","20170","20140"
"Leaver CS","2021","65+","East Midlands (England)","EO","50","[c]","27060","26890"
"Leaver CS","2021","65+","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East Midlands (England)","SEO/HEO","30","[c]","36740","33920"
"Leaver CS","2021","65+","East Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","AA/AO","115","[c]","20810","20720"
"Leaver CS","2021","65+","East of England","EO","70","[c]","27980","27570"
"Leaver CS","2021","65+","East of England","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","East of England","SEO/HEO","40","[c]","42330","37540"
"Leaver CS","2021","65+","East of England","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","London","AA/AO","180","[c]","23060","23430"
"Leaver CS","2021","65+","London","EO","110","[c]","29590","30110"
"Leaver CS","2021","65+","London","G6/G7","55","[c]","62240","61530"
"Leaver CS","2021","65+","London","SCS level","15","[c]","108810","101370"
"Leaver CS","2021","65+","London","SEO/HEO","90","[c]","39970","39750"
"Leaver CS","2021","65+","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","AA/AO","195","[c]","19990","20500"
"Leaver CS","2021","65+","North East (England)","EO","60","[c]","26980","26890"
"Leaver CS","2021","65+","North East (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","North East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","AA/AO","255","[c]","20230","20570"
"Leaver CS","2021","65+","North West (England)","EO","115","[c]","26760","27570"
"Leaver CS","2021","65+","North West (England)","G6/G7","15","[c]","62790","61270"
"Leaver CS","2021","65+","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","North West (England)","SEO/HEO","45","[c]","37830","34780"
"Leaver CS","2021","65+","North West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Northern Ireland","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scotland","AA/AO","185","[c]","21540","21010"
"Leaver CS","2021","65+","Scotland","EO","90","[c]","27950","27570"
"Leaver CS","2021","65+","Scotland","G6/G7","15","[c]","63370","61010"
"Leaver CS","2021","65+","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scotland","SEO/HEO","70","[c]","41530","39500"
"Leaver CS","2021","65+","South East (England)","AA/AO","210","[c]","20820","20500"
"Leaver CS","2021","65+","South East (England)","EO","85","[c]","28110","27570"
"Leaver CS","2021","65+","South East (England)","G6/G7","20","[c]","59840","60350"
"Leaver CS","2021","65+","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","South East (England)","SEO/HEO","75","[c]","36920","35480"
"Leaver CS","2021","65+","South East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","South West (England)","AA/AO","115","[c]","20930","20720"
"Leaver CS","2021","65+","South West (England)","EO","85","[c]","26330","26890"
"Leaver CS","2021","65+","South West (England)","G6/G7","30","[c]","59620","57440"
"Leaver CS","2021","65+","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","South West (England)","SEO/HEO","105","[c]","36900","34970"
"Leaver CS","2021","65+","South West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Wales","AA/AO","135","[c]","20330","20500"
"Leaver CS","2021","65+","Wales","EO","55","[c]","27440","27570"
"Leaver CS","2021","65+","Wales","G6/G7","15","[c]","65720","61700"
"Leaver CS","2021","65+","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Wales","SEO/HEO","45","[c]","38290","37410"
"Leaver CS","2021","65+","Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","West Midlands (England)","AA/AO","120","[c]","20290","20340"
"Leaver CS","2021","65+","West Midlands (England)","EO","65","[c]","27030","26890"
"Leaver CS","2021","65+","West Midlands (England)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","West Midlands (England)","SEO/HEO","35","[c]","39910","38890"
"Leaver CS","2021","65+","West Midlands (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Yorkshire and The Humber","AA/AO","125","[c]","20350","20500"
"Leaver CS","2021","65+","Yorkshire and The Humber","EO","75","[c]","26830","27030"
"Leaver CS","2021","65+","Yorkshire and The Humber","G6/G7","15","[c]","60720","59670"
"Leaver CS","2021","65+","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Yorkshire and The Humber","SEO/HEO","35","[c]","35690","34290"
"Leaver CS","2021","65+","Yorkshire and The Humber","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","AA/AO","45","[c]","19830","18890"
"Leaver Dept.","2021","20-29","East Midlands (England)","EO","15","[c]","23830","21170"
"Leaver Dept.","2021","20-29","East Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","SEO/HEO","15","[c]","33500","33300"
"Leaver Dept.","2021","20-29","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","AA/AO","115","[c]","23490","23520"
"Leaver Dept.","2021","20-29","London","EO","500","[c]","28190","27690"
"Leaver Dept.","2021","20-29","London","G6/G7","290","[c]","54240","53380"
"Leaver Dept.","2021","20-29","London","SEO/HEO","1245","[c]","35370","34240"
"Leaver Dept.","2021","20-29","London","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","AA/AO","125","[c]","20910","21010"
"Leaver Dept.","2021","20-29","North East (England)","EO","40","[c]","26530","27570"
"Leaver Dept.","2021","20-29","North East (England)","SEO/HEO","20","[c]","31170","31990"
"Leaver Dept.","2021","20-29","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","AA/AO","135","[c]","20960","21010"
"Leaver Dept.","2021","20-29","North West (England)","EO","95","[c]","25220","25000"
"Leaver Dept.","2021","20-29","North West (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","SEO/HEO","40","[c]","31930","31990"
"Leaver Dept.","2021","20-29","North West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland","AA/AO","85","[c]","20980","21010"
"Leaver Dept.","2021","20-29","Scotland","EO","35","[c]","26130","27120"
"Leaver Dept.","2021","20-29","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland","SEO/HEO","25","[c]","35560","34550"
"Leaver Dept.","2021","20-29","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","South East (England)","AA/AO","55","[c]","21570","21030"
"Leaver Dept.","2021","20-29","South East (England)","EO","30","[c]","27140","27570"
"Leaver Dept.","2021","20-29","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","South East (England)","SEO/HEO","40","[c]","30980","29540"
"Leaver Dept.","2021","20-29","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","South West (England)","AA/AO","40","[c]","20420","20500"
"Leaver Dept.","2021","20-29","South West (England)","EO","90","[c]","24030","25000"
"Leaver Dept.","2021","20-29","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","South West (England)","SEO/HEO","115","[c]","30090","29700"
"Leaver Dept.","2021","20-29","South West (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","EO","15","[c]","27370","27240"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","20","[c]","54350","53600"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","435","[c]","31520","32000"
"Leaver Dept.","2021","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales","AA/AO","90","[c]","20580","21010"
"Leaver Dept.","2021","20-29","Wales","EO","40","[c]","26180","26920"
"Leaver Dept.","2021","20-29","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales","SEO/HEO","40","[c]","33760","31890"
"Leaver Dept.","2021","20-29","West Midlands (England)","AA/AO","90","[c]","20080","19930"
"Leaver Dept.","2021","20-29","West Midlands (England)","EO","40","[c]","24550","24310"
"Leaver Dept.","2021","20-29","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","West Midlands (England)","SEO/HEO","15","[c]","31420","31400"
"Leaver Dept.","2021","20-29","West Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Yorkshire and The Humber","AA/AO","75","[c]","20520","21010"
"Leaver Dept.","2021","20-29","Yorkshire and The Humber","EO","55","[c]","26400","27570"
