"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Education","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2021","Asian","Communications","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Department of Health and Social Care","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Communications","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Communications","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs","EO","165","160","25880","25560"
"In post","2021","Asian","Communications","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Revenue and Customs","SEO/HEO","105","105","32690","31810"
"In post","2021","Asian","Communications","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","EO","50","45","21670","20090"
"In post","2021","Asian","Communications","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Defence","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Ministry of Justice","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Attorney General's Departments","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Attorney General's Departments","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
