"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","G6","15","[c]","81220","85550"
"Leaver CS","2021","No function","Inspector of Education and Training","G7","30","[c]","75150","75500"
"Leaver CS","2021","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Inspector of Education and Training","SEO","30","[c]","50400","51360"
"Leaver CS","2021","No function","Intelligence Analysis","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","AO","15","[c]","18650","18200"
"Leaver CS","2021","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","International Trade","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","AO","10","[c]","21870","21570"
"Leaver CS","2021","No function","Knowledge and Information Management","EO","15","[c]","25470","26710"
"Leaver CS","2021","No function","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","HEO","10","[c]","31380","32050"
"Leaver CS","2021","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Knowledge and Information Management","SEO","20","[c]","40550","40470"
"Leaver CS","2021","No function","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicine","SCS level","40","[c]","107510","110680"
"Leaver CS","2021","No function","Medicine","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Delivery","AA","1020","[c]","17820","17430"
"Leaver CS","2021","No function","Operational Delivery","AO","3660","[c]","21130","20810"
"Leaver CS","2021","No function","Operational Delivery","EO","900","[c]","27700","26780"
"Leaver CS","2021","No function","Operational Delivery","G6","55","[c]","72210","70140"
"Leaver CS","2021","No function","Operational Delivery","G7","145","[c]","54860","54640"
"Leaver CS","2021","No function","Operational Delivery","HEO","415","[c]","33760","33180"
"Leaver CS","2021","No function","Operational Delivery","SCS level","30","[c]","104800","98450"
"Leaver CS","2021","No function","Operational Delivery","SEO","235","[c]","43940","42570"
"Leaver CS","2021","No function","Operational Delivery","Unknown","605","[c]","34040","37170"
"Leaver CS","2021","No function","Operational Research","AA","15","[c]","17180","17180"
"Leaver CS","2021","No function","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","AA","10","[c]","19160","18980"
"Leaver CS","2021","No function","Other","AO","15","[c]","20670","19790"
"Leaver CS","2021","No function","Other","EO","30","[c]","26430","25750"
"Leaver CS","2021","No function","Other","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","G7","15","[c]","55420","52550"
"Leaver CS","2021","No function","Other","HEO","20","[c]","33030","33400"
"Leaver CS","2021","No function","Other","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","SEO","20","[c]","36670","39330"
"Leaver CS","2021","No function","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","AO","45","[c]","22840","24330"
"Leaver CS","2021","No function","Policy","EO","85","[c]","23510","25730"
"Leaver CS","2021","No function","Policy","G6","45","[c]","69290","65010"
"Leaver CS","2021","No function","Policy","G7","120","[c]","54770","53600"
"Leaver CS","2021","No function","Policy","HEO","110","[c]","33130","32830"
"Leaver CS","2021","No function","Policy","SCS level","40","[c]","94660","81520"
"Leaver CS","2021","No function","Policy","SEO","60","[c]","39700","39600"
"Leaver CS","2021","No function","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","SEO","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","AA","70","[c]","17820","17180"
"Leaver CS","2021","No function","Science and Engineering","AO","115","[c]","21450","21300"
"Leaver CS","2021","No function","Science and Engineering","EO","40","[c]","25530","25000"
"Leaver CS","2021","No function","Science and Engineering","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","G7","50","[c]","52640","51870"
"Leaver CS","2021","No function","Science and Engineering","HEO","125","[c]","31430","30820"
"Leaver CS","2021","No function","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","SEO","90","[c]","40160","40470"
"Leaver CS","2021","No function","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AA","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","AO","100","[c]","21320","22650"
"Leaver CS","2021","No function","Unknown","EO","70","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","G7","30","[c]","55430","54820"
"Leaver CS","2021","No function","Unknown","HEO","110","[c]","31230","32000"
"Leaver CS","2021","No function","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","SEO","45","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","SEO","15","[c]","44480","44720"
"Leaver CS","2021","Project Delivery","Commercial","EO","10","[c]","21730","21010"
"Leaver CS","2021","Project Delivery","Commercial","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","SEO","10","[c]","41190","41000"
"Leaver CS","2021","Project Delivery","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","HEO","10","[c]","31480","30850"
"Leaver CS","2021","Project Delivery","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","EO","65","[c]","20080","19040"
"Leaver CS","2021","Project Delivery","Other","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","HEO","30","[c]","30010","30650"
"Leaver CS","2021","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","SEO","20","[c]","39970","40520"
"Leaver CS","2021","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","G7","15","[c]","54730","55060"
"Leaver CS","2021","Project Delivery","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","AO","20","[c]","21770","21470"
"Leaver CS","2021","Project Delivery","Project Delivery","EO","70","[c]","23240","25970"
"Leaver CS","2021","Project Delivery","Project Delivery","G6","20","[c]","70050","69380"
"Leaver CS","2021","Project Delivery","Project Delivery","G7","50","[c]","54060","54540"
"Leaver CS","2021","Project Delivery","Project Delivery","HEO","90","[c]","32340","32730"
"Leaver CS","2021","Project Delivery","Project Delivery","SCS level","15","[c]","99120","95000"
"Leaver CS","2021","Project Delivery","Project Delivery","SEO","100","[c]","41030","40580"
"Leaver CS","2021","Project Delivery","Project Delivery","Unknown","15","[c]","42170","40040"
"Leaver CS","2021","Project Delivery","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","EO","40","[c]","23070","23500"
"Leaver CS","2021","Project Delivery","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","HEO","40","[c]","32990","32730"
"Leaver CS","2021","Project Delivery","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","SEO","35","[c]","43090","42390"
"Leaver CS","2021","Project Delivery","Science and Engineering","Unknown","25","[c]","38130","37310"
"Leaver CS","2021","Project Delivery","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","AA","25","[c]","19680","19850"
"Leaver CS","2021","Property","Operational Delivery","AO","25","[c]","20790","21100"
"Leaver CS","2021","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","AA","60","[c]","18430","18350"
"Leaver CS","2021","Property","Property","AO","25","[c]","21470","21100"
"Leaver CS","2021","Property","Property","EO","140","[c]","26060","25930"
"Leaver CS","2021","Property","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","G7","25","[c]","56330","57130"
"Leaver CS","2021","Property","Property","HEO","75","[c]","33760","33300"
"Leaver CS","2021","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","SEO","75","[c]","43300","43750"
"Leaver CS","2021","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","AO","25","[c]","25220","26530"
"Leaver CS","2021","Property","Unknown","EO","15","[c]","31650","30160"
"Leaver CS","2021","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","AA","125","[c]","19980","19560"
"Leaver CS","2021","Security","Security","AO","180","[c]","33190","38120"
"Leaver CS","2021","Security","Security","EO","40","[c]","32840","29960"
"Leaver CS","2021","Security","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","HEO","20","[c]","41910","36740"
"Leaver CS","2021","Security","Security","SEO","10","[c]","43100","41950"
"Leaver CS","2021","Security","Unknown","AO","20","[c]","20090","20370"
"Leaver CS","2021","Security","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","HEO","20","[c]","33470","33300"
"Leaver CS","2021","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","SEO","10","[c]","37680","36780"
"Leaver CS","2021","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","EO","15","[c]","25920","28500"
"Leaver CS","2021","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","HEO","10","[c]","35970","36640"
"Leaver CS","2021","Unknown","Communications","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","G7","15","[c]","58300","57480"
"Leaver CS","2021","Unknown","Digital, Data and Technology","HEO","15","[c]","34160","33670"
"Leaver CS","2021","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","SEO","25","[c]","41760","41970"
"Leaver CS","2021","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","EO","30","[c]","29090","28520"
"Leaver CS","2021","Unknown","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","HEO","25","[c]","35260","34000"
"Leaver CS","2021","Unknown","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","AO","35","[c]","22160","21940"
"Leaver CS","2021","Unknown","Medicine","EO","40","[c]","29640","30620"
"Leaver CS","2021","Unknown","Medicine","G6","30","[c]","83240","83920"
"Leaver CS","2021","Unknown","Medicine","G7","15","[c]","62730","63830"
"Leaver CS","2021","Unknown","Medicine","HEO","40","[c]","36500","37890"
"Leaver CS","2021","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","SEO","20","[c]","42320","41720"
"Leaver CS","2021","Unknown","Operational Delivery","AA","35","[c]","18860","17990"
"Leaver CS","2021","Unknown","Operational Delivery","AO","235","[c]","21790","21430"
"Leaver CS","2021","Unknown","Operational Delivery","EO","275","[c]","27000","27240"
"Leaver CS","2021","Unknown","Operational Delivery","G6","15","[c]","69200","68720"
"Leaver CS","2021","Unknown","Operational Delivery","G7","25","[c]","54520","54400"
"Leaver CS","2021","Unknown","Operational Delivery","HEO","70","[c]","33480","33300"
"Leaver CS","2021","Unknown","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","SEO","40","[c]","41670","40940"
"Leaver CS","2021","Unknown","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","AA","160","[c]","19100","18800"
"Leaver CS","2021","Unknown","Other","AO","270","[c]","21490","21130"
"Leaver CS","2021","Unknown","Other","EO","295","[c]","29360","29930"
"Leaver CS","2021","Unknown","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","G7","15","[c]","58220","58740"
"Leaver CS","2021","Unknown","Other","HEO","165","[c]","35250","34260"
"Leaver CS","2021","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SEO","35","[c]","42090","41140"
"Leaver CS","2021","Unknown","Other","Unknown","165","[c]","35220","32700"
"Leaver CS","2021","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AO","15","[c]","22290","21250"
"Leaver CS","2021","Unknown","Policy","EO","40","[c]","28000","28650"
"Leaver CS","2021","Unknown","Policy","G6","20","[c]","69580","68720"
"Leaver CS","2021","Unknown","Policy","G7","60","[c]","55780","54400"
"Leaver CS","2021","Unknown","Policy","HEO","55","[c]","34410","33710"
"Leaver CS","2021","Unknown","Policy","SCS level","30","[c]","84210","80080"
"Leaver CS","2021","Unknown","Policy","SEO","45","[c]","41570","40940"
"Leaver CS","2021","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
