"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Cabinet Office","40","[c]","41110","32910"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Home Office","35","[c]","41640","35070"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Ministry of Housing, Communities and Local Government","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Ministry of Justice","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department for Work and Pensions","35","[c]","29380","27570"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Home Office","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Ministry of Justice","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Cabinet Office","35","[c]","44020","35420"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Department for Education","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Department for Work and Pensions","70","[c]","29870","27570"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Ministry of Defence","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Ministry of Justice","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Attorney General's Departments","90","[c]","45630","50670"
"Leaver Dept.","2021","Declared non-disabled","White","Cabinet Office","495","[c]","43010","34550"
"Leaver Dept.","2021","Declared non-disabled","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Charity Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Competition and Markets Authority","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy","245","[c]","46720","44850"
"Leaver Dept.","2021","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","95","[c]","51430","50210"
"Leaver Dept.","2021","Declared non-disabled","White","Department for Education","110","[c]","45930","40860"
"Leaver Dept.","2021","Declared non-disabled","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Department for International Trade","60","[c]","45510","38990"
"Leaver Dept.","2021","Declared non-disabled","White","Department for Transport","210","[c]","38530","34330"
"Leaver Dept.","2021","Declared non-disabled","White","Department for Work and Pensions","755","[c]","30510","27570"
"Leaver Dept.","2021","Declared non-disabled","White","Department of Health and Social Care","40","[c]","47850","52390"
"Leaver Dept.","2021","Declared non-disabled","White","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Foreign, Commonwealth and Development Office","140","[c]","53580","53000"
"Leaver Dept.","2021","Declared non-disabled","White","HM Revenue and Customs","605","[c]","35970","30370"
"Leaver Dept.","2021","Declared non-disabled","White","HM Treasury","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Home Office","630","[c]","36070","30110"
"Leaver Dept.","2021","Declared non-disabled","White","Ministry of Defence","500","[c]","37330","33300"
"Leaver Dept.","2021","Declared non-disabled","White","Ministry of Housing, Communities and Local Government","185","[c]","41780","34680"
"Leaver Dept.","2021","Declared non-disabled","White","Ministry of Justice","615","[c]","34020","28410"
"Leaver Dept.","2021","Declared non-disabled","White","National Crime Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Northern Ireland Office","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Office for Standards in Education","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Office of Gas and Electricity Markets","35","[c]","42320","42390"
"Leaver Dept.","2021","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Scottish Government","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","United Kingdom Statistics Authority","35","[c]","41510","37430"
"Leaver Dept.","2021","Declared non-disabled","White","Wales Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Welsh Government","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Cabinet Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Ministry of Justice","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","ESTYN","[c]","[c]","[c]","[c]"
