"Status","Year","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Project Delivery","Outside London","105","[c]","30830","27100"
"Leaver CS","2021","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Outside London","135","[c]","26330","24500"
"Leaver CS","2021","Unknown","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Outside London","85","[c]","26950","25540"
"Leaver CS","2021","Unknown","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","570","[c]","35630","31060"
"Leaver CS","2021","Unknown","Unknown","Outside London","2035","[c]","29330","27570"
"Leaver CS","2021","Unknown","Unknown","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","525","[c]","34320","31910"
"Leaver CS","2021","White","Analysis","London","75","[c]","42780","34650"
"Leaver CS","2021","White","Analysis","Outside London","85","[c]","34570","30750"
"Leaver CS","2021","White","Commercial","London","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Outside London","125","[c]","36070","34090"
"Leaver CS","2021","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","London","75","[c]","41520","34020"
"Leaver CS","2021","White","Communications","Outside London","60","[c]","33670","30400"
"Leaver CS","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","London","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","London","75","[c]","52720","52850"
"Leaver CS","2021","White","Digital, Data & Technology","Outside London","150","[c]","37840","33590"
"Leaver CS","2021","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","London","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","Outside London","130","[c]","38020","34050"
"Leaver CS","2021","White","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","London","65","[c]","51080","48750"
"Leaver CS","2021","White","Human Resources","Outside London","165","[c]","32560","27940"
"Leaver CS","2021","White","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","150","[c]","52820","51250"
"Leaver CS","2021","White","Legal","Outside London","220","[c]","44490","45550"
"Leaver CS","2021","White","No function","London","820","[c]","46010","39260"
"Leaver CS","2021","White","No function","Outside London","4850","[c]","29680","22450"
"Leaver CS","2021","White","No function","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","White","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","60","[c]","58020","54420"
"Leaver CS","2021","White","Project Delivery","Outside London","550","[c]","36570","33570"
"Leaver CS","2021","White","Project Delivery","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","35","[c]","47040","45720"
"Leaver CS","2021","White","Property","Outside London","295","[c]","29990","26530"
"Leaver CS","2021","White","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","London","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Outside London","265","[c]","29940","26670"
"Leaver CS","2021","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","London","1005","[c]","42260","35900"
"Leaver CS","2021","White","Unknown","Outside London","8060","[c]","28330","26120"
"Leaver CS","2021","White","Unknown","Overseas","70","[c]","37820","36960"
"Leaver CS","2021","White","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","No function","London","165","[c]","39490","35060"
"Leaver Dept.","2021","Asian","No function","Outside London","105","[c]","23170","20420"
"Leaver Dept.","2021","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","London","235","[c]","37590","33960"
"Leaver Dept.","2021","Asian","Unknown","Outside London","245","[c]","26660","27570"
"Leaver Dept.","2021","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","London","110","[c]","35730","32950"
"Leaver Dept.","2021","Black","No function","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","London","130","[c]","36330","34330"
"Leaver Dept.","2021","Black","Unknown","Outside London","100","[c]","27580","27570"
"Leaver Dept.","2021","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","London","90","[c]","42860","38770"
"Leaver Dept.","2021","Mixed","No function","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","No function","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","London","75","[c]","40440","35070"
"Leaver Dept.","2021","Mixed","Unknown","Outside London","50","[c]","30060","27570"
"Leaver Dept.","2021","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","London","80","[c]","40900","37110"
"Leaver Dept.","2021","Undeclared","No function","Outside London","75","[c]","28470","23990"
"Leaver Dept.","2021","Undeclared","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","London","75","[c]","42000","40050"
"Leaver Dept.","2021","Undeclared","Unknown","Outside London","100","[c]","27960","26890"
"Leaver Dept.","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","London","30","[c]","40800","35320"
"Leaver Dept.","2021","Unknown","Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Outside London","15","[c]","[c]","[c]"
