"Status","Year","Function_of_post","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Female","Heterosexual / straight","305","[c]","25590","21580"
"Leaver CS","2021","Unknown","Other","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Female","Undeclared","35","[c]","23760","21370"
"Leaver CS","2021","Unknown","Other","Female","Unknown","85","[c]","30390","27600"
"Leaver CS","2021","Unknown","Other","Male","Heterosexual / straight","385","[c]","28870","29670"
"Leaver CS","2021","Unknown","Other","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Male","Undeclared","70","[c]","26740","26670"
"Leaver CS","2021","Unknown","Other","Male","Unknown","220","[c]","33830","31000"
"Leaver CS","2021","Unknown","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Female","Heterosexual / straight","95","[c]","45830","40580"
"Leaver CS","2021","Unknown","Policy","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Male","Heterosexual / straight","80","[c]","46590","40260"
"Leaver CS","2021","Unknown","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Male","Heterosexual / straight","70","[c]","30510","25440"
"Leaver CS","2021","Unknown","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Heterosexual / straight","1840","[c]","27370","26110"
"Leaver CS","2021","Unknown","Unknown","Female","LGBO","85","[c]","28270","25110"
"Leaver CS","2021","Unknown","Unknown","Female","Undeclared","220","[c]","27200","26890"
"Leaver CS","2021","Unknown","Unknown","Female","Unknown","4695","[c]","27550","27140"
"Leaver CS","2021","Unknown","Unknown","Male","Heterosexual / straight","1240","[c]","29720","26890"
"Leaver CS","2021","Unknown","Unknown","Male","LGBO","100","[c]","28330","27570"
"Leaver CS","2021","Unknown","Unknown","Male","Undeclared","175","[c]","31210","27570"
"Leaver CS","2021","Unknown","Unknown","Male","Unknown","3045","[c]","30770","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Male","Heterosexual / straight","35","[c]","45530","43390"
"Leaver Dept.","2021","Analysis","Economics","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Female","Heterosexual / straight","40","[c]","38420","39510"
"Leaver Dept.","2021","Commercial","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
