"Status","Year","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Companies House","315","295","31280","27460"
"In post","2021","50-59","Competition and Markets Authority","150","145","68150","59940"
"In post","2021","50-59","Criminal Injuries Compensation Authority","95","90","27600","23810"
"In post","2021","50-59","Crown Commercial Service","180","180","41710","39000"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","515","470","37260","30500"
"In post","2021","50-59","Crown Prosecution Service","2240","2090","45200","45530"
"In post","2021","50-59","Crown Prosecution Service Inspectorate","10","10","68870","68050"
"In post","2021","50-59","Debt Management Office","35","35","72810","67240"
"In post","2021","50-59","Defence Electronics and Components Agency","195","190","30910","28750"
"In post","2021","50-59","Defence Equipment and Support","3005","2940","40650","39380"
"In post","2021","50-59","Defence Science and Technology Laboratory","1030","1005","45530","46090"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","840","825","51990","53380"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","170","165","54100","52250"
"In post","2021","50-59","Department for Education (excl. agencies)","1175","1135","46580","42580"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","1185","1155","44960","40750"
"In post","2021","50-59","Department for International Trade","445","440","48930","42160"
"In post","2021","50-59","Department for Transport (excl. agencies)","690","670","52160","46710"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","32155","29055","28090","27570"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","595","585","52260","49530"
"In post","2021","50-59","Disclosure Scotland","50","45","32550","28680"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","1425","1270","27950","21590"
"In post","2021","50-59","Driver and Vehicle Standards Agency","1755","1700","30120","26780"
"In post","2021","50-59","Education and Skills Funding Agency","440","425","45800","40940"
"In post","2021","50-59","Education Scotland","120","115","61190","68290"
"In post","2021","50-59","ESTYN","45","45","66190","74730"
"In post","2021","50-59","FCDO Services","315","310","44280","42190"
"In post","2021","50-59","Food Standards Agency","435","430","36820","30810"
"In post","2021","50-59","Food Standards Scotland","60","60","36710","30650"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","1720","1680","53190","52350"
"In post","2021","50-59","Forestry and Land Scotland","310","305","33280","31060"
"In post","2021","50-59","Government Actuary's Department","30","25","86730","85000"
"In post","2021","50-59","Government Internal Audit Agency","190","180","51710","49750"
"In post","2021","50-59","Government Legal Department","515","485","62360","66960"
"In post","2021","50-59","Government Property Agency","70","65","54500","53110"
"In post","2021","50-59","Health and Safety Executive","1030","970","45490","45870"
"In post","2021","50-59","HM Courts and Tribunals Service","5315","4880","26090","21310"
"In post","2021","50-59","HM Land Registry","2440","2200","32470","27130"
"In post","2021","50-59","HM Prison and Probation Service","14180","13470","32510","31650"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","18865","17295","33000","29570"
"In post","2021","50-59","HM Treasury (excl. agencies)","145","140","49450","42250"
"In post","2021","50-59","Home Office (incl. agencies)","9440","8765","32950","28650"
"In post","2021","50-59","Insolvency Service","535","515","35730","32060"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","55","55","54580","50590"
"In post","2021","50-59","Legal Aid Agency","285","275","32140","27540"
"In post","2021","50-59","Maritime and Coastguard Agency","290","285","40170","36180"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","310","305","52470","46460"
"In post","2021","50-59","Met Office","525","505","43990","41900"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","14030","13725","32280","28210"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","495","485","47980","44460"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","1235","1215","44330","40850"
"In post","2021","50-59","National Crime Agency","1545","1520","44060","40570"
"In post","2021","50-59","National Infrastructure Commission","5","5","[c]","[c]"
"In post","2021","50-59","National Records of Scotland","130","125","34400","29190"
"In post","2021","50-59","National Savings and Investments","55","55","57520","48980"
"In post","2021","50-59","Northern Ireland Office","40","40","47290","38910"
"In post","2021","50-59","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education, Children's Services and Skills","550","535","56920","51360"
"In post","2021","50-59","Office of Gas and Electricity Markets","140","135","54810","50810"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","50","45","49030","46660"
"In post","2021","50-59","Office of Rail and Road","90","90","62300","60080"
"In post","2021","50-59","Office of the Public Guardian","265","250","23590","21170"
"In post","2021","50-59","Office of the Scottish Charity Regulator","10","10","49160","46600"
"In post","2021","50-59","Planning Inspectorate","245","230","47010","47660"
"In post","2021","50-59","Public Health England","1635","1505","52790","46000"
"In post","2021","50-59","Queen Elizabeth II Centre","10","10","51440","39130"
"In post","2021","50-59","Registers of Scotland","345","330","34720","30080"
"In post","2021","50-59","Revenue Scotland","20","15","51220","44400"
"In post","2021","50-59","Royal Fleet Auxiliary","500","500","42860","37740"
"In post","2021","50-59","Rural Payments Agency","565","530","28870","26030"
"In post","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","25","25","55110","58560"
"In post","2021","50-59","Scottish Courts and Tribunals Service","530","480","28780","22820"
"In post","2021","50-59","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scottish Forestry","65","60","39080","37530"
"In post","2021","50-59","Scottish Government (excl. agencies)","1960","1895","48260","46600"
"In post","2021","50-59","Scottish Housing Regulator","20","20","57540","61010"
"In post","2021","50-59","Scottish Prison Service","1480","1410","34640","33650"
"In post","2021","50-59","Scottish Public Pensions Agency","75","75","28630","24110"
"In post","2021","50-59","Serious Fraud Office","125","120","51390","44970"
"In post","2021","50-59","Social Security Scotland","240","230","35310","30650"
"In post","2021","50-59","Standards and Testing Agency","25","25","46850","39250"
"In post","2021","50-59","Student Awards Agency for Scotland","50","45","33920","26160"
"In post","2021","50-59","Submarine Delivery Agency","440","435","49810","46130"
"In post","2021","50-59","Teaching Regulation Agency","15","15","35800","29550"
"In post","2021","50-59","The National Archives","145","135","38410","34770"
"In post","2021","50-59","Transport Scotland","135","130","48880","46600"
"In post","2021","50-59","UK Export Finance","100","100","60160","51030"
"In post","2021","50-59","UK Hydrographic Office","215","205","36540","33290"
"In post","2021","50-59","UK Intellectual Property Office","315","300","42370","39540"
"In post","2021","50-59","UK Space Agency","45","45","53140","51660"
"In post","2021","50-59","UK Supreme Court","15","15","40350","31040"
"In post","2021","50-59","United Kingdom Statistics Authority","1250","1070","32000","27160"
"In post","2021","50-59","Valuation Office Agency","1210","1140","36600","32480"
"In post","2021","50-59","Vehicle Certification Agency","40","40","39970","38060"
"In post","2021","50-59","Veterinary Medicines Directorate","50","50","44550","38460"
"In post","2021","50-59","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","45","45","61560","56580"
"In post","2021","50-59","Welsh Government (excl. agencies)","1660","1595","44760","41560"
"In post","2021","50-59","Welsh Revenue Authority","15","15","52730","55850"
"In post","2021","50-59","Wilton Park","25","20","39210","32810"
"In post","2021","60-64","Accountant in Bankruptcy","5","5","[c]","[c]"
"In post","2021","60-64","Advisory, Conciliation and Arbitration Service","85","70","36190","34500"
"In post","2021","60-64","Animal and Plant Health Agency","210","190","32530","28710"
"In post","2021","60-64","Cabinet Office (excl. agencies)","265","230","50560","38420"
"In post","2021","60-64","Centre for Environment, Fisheries and Aquaculture Science","35","30","37890","31800"
"In post","2021","60-64","Charity Commission","30","30","34780","29160"
"In post","2021","60-64","Companies House","100","85","27760","22490"
"In post","2021","60-64","Competition and Markets Authority","20","15","58410","59110"
"In post","2021","60-64","Criminal Injuries Compensation Authority","15","15","24010","23360"
"In post","2021","60-64","Crown Commercial Service","20","20","46340","37210"
"In post","2021","60-64","Crown Office and Procurator Fiscal Service","115","100","35200","29040"
"In post","2021","60-64","Crown Prosecution Service","420","355","44610","48080"
"In post","2021","60-64","Debt Management Office","5","5","[c]","[c]"
"In post","2021","60-64","Defence Electronics and Components Agency","60","55","26830","27780"
"In post","2021","60-64","Defence Equipment and Support","870","790","38120","36760"
"In post","2021","60-64","Defence Science and Technology Laboratory","265","235","45570","46090"
"In post","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","140","130","47010","42400"
"In post","2021","60-64","Department for Digital, Culture, Media and Sport","30","30","55530","52120"
"In post","2021","60-64","Department for Education (excl. agencies)","185","175","46330","44540"
"In post","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","195","180","41920","36030"
"In post","2021","60-64","Department for International Trade","80","80","48390","43080"
"In post","2021","60-64","Department for Transport (excl. agencies)","150","135","44980","37660"
"In post","2021","60-64","Department for Work and Pensions (excl. agencies)","9235","7140","26770","27570"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","85","75","49100","42480"
"In post","2021","60-64","Disclosure Scotland","25","25","28380","24910"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","560","400","24940","21590"
"In post","2021","60-64","Driver and Vehicle Standards Agency","645","555","29010","26780"
"In post","2021","60-64","Education and Skills Funding Agency","75","75","45890","42740"
"In post","2021","60-64","Education Scotland","35","30","63430","75940"
"In post","2021","60-64","ESTYN","15","15","67310","74730"
"In post","2021","60-64","FCDO Services","105","95","43520","42960"
"In post","2021","60-64","Food Standards Agency","110","105","32800","28800"
"In post","2021","60-64","Food Standards Scotland","20","20","34080","29190"
