"Status","Year","Age","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Inspector of Education and Training","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","London","Female","90","[c]","49070","50520"
"New entrant CS","2021","30-39","Legal","London","Male","55","[c]","46930","50500"
"New entrant CS","2021","30-39","Legal","Outside London","Female","110","[c]","41700","40000"
"New entrant CS","2021","30-39","Legal","Outside London","Male","60","[c]","40530","38000"
"New entrant CS","2021","30-39","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","Outside London","Female","80","[c]","42210","33780"
"New entrant CS","2021","30-39","Medicine","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","London","Female","460","[c]","32680","30220"
"New entrant CS","2021","30-39","Operational Delivery","London","Male","310","[c]","33590","30220"
"New entrant CS","2021","30-39","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","Female","1585","[c]","24390","22850"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","Male","1390","[c]","25120","22850"
"New entrant CS","2021","30-39","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","London","Female","65","[c]","38760","34630"
"New entrant CS","2021","30-39","Other","London","Male","50","[c]","41980","38000"
"New entrant CS","2021","30-39","Other","Outside London","Female","145","[c]","24840","20920"
"New entrant CS","2021","30-39","Other","Outside London","Male","100","[c]","27120","24880"
"New entrant CS","2021","30-39","Other","Overseas","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","London","Female","270","[c]","42960","39600"
"New entrant CS","2021","30-39","Policy","London","Male","230","[c]","44820","40500"
"New entrant CS","2021","30-39","Policy","Outside London","Female","130","[c]","36290","36030"
"New entrant CS","2021","30-39","Policy","Outside London","Male","95","[c]","36850","35900"
"New entrant CS","2021","30-39","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","London","Female","45","[c]","45780","41950"
"New entrant CS","2021","30-39","Project Delivery","London","Male","50","[c]","47480","43180"
"New entrant CS","2021","30-39","Project Delivery","Outside London","Female","140","[c]","34920","33000"
"New entrant CS","2021","30-39","Project Delivery","Outside London","Male","120","[c]","36520","36370"
"New entrant CS","2021","30-39","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Outside London","Female","40","[c]","31030","29360"
"New entrant CS","2021","30-39","Property","Outside London","Male","45","[c]","35580","30860"
"New entrant CS","2021","30-39","Psychology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","London","Female","45","[c]","42160","38890"
"New entrant CS","2021","30-39","Science and Engineering","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Outside London","Female","105","[c]","31810","31370"
"New entrant CS","2021","30-39","Science and Engineering","Outside London","Male","100","[c]","34190","33000"
"New entrant CS","2021","30-39","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","Outside London","Female","40","[c]","25760","24080"
"New entrant CS","2021","30-39","Security","Outside London","Male","110","[c]","27080","25390"
"New entrant CS","2021","30-39","Social Research","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Outside London","Female","375","[c]","22510","20140"
"New entrant CS","2021","30-39","Tax","Outside London","Male","395","[c]","23190","20140"
"New entrant CS","2021","30-39","Unknown","London","Female","665","[c]","34410","31060"
"New entrant CS","2021","30-39","Unknown","London","Male","465","[c]","36970","31060"
"New entrant CS","2021","30-39","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Outside London","Female","2130","[c]","27750","27570"
"New entrant CS","2021","30-39","Unknown","Outside London","Male","1640","[c]","27530","27570"
"New entrant CS","2021","30-39","Unknown","Unknown","Female","105","[c]","33380","27570"
"New entrant CS","2021","30-39","Unknown","Unknown","Male","70","[c]","32910","27570"
"New entrant CS","2021","30-39","Veterinarian","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Veterinarian","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Outside London","Female","40","[c]","39670","39780"
"New entrant CS","2021","40-49","Commercial","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","London","Female","55","[c]","53200","54190"
"New entrant CS","2021","40-49","Digital, Data and Technology","London","Male","90","[c]","53700","49200"
"New entrant CS","2021","40-49","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","Outside London","Female","90","[c]","40360","38630"
"New entrant CS","2021","40-49","Digital, Data and Technology","Outside London","Male","225","[c]","43410","41620"
"New entrant CS","2021","40-49","Economics","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Economics","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Outside London","Female","55","[c]","38190","36620"
"New entrant CS","2021","40-49","Finance","Outside London","Male","40","[c]","37860","34900"
"New entrant CS","2021","40-49","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Outside London","Female","85","[c]","37500","33000"
"New entrant CS","2021","40-49","Human Resources","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","London","Female","45","[c]","51690","50520"
"New entrant CS","2021","40-49","Legal","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Outside London","Female","70","[c]","43990","48080"
"New entrant CS","2021","40-49","Legal","Outside London","Male","45","[c]","45630","48080"
"New entrant CS","2021","40-49","Medicine","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Outside London","Female","75","[c]","48880","38020"
"New entrant CS","2021","40-49","Medicine","Outside London","Male","30","[c]","59390","62710"
"New entrant CS","2021","40-49","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","London","Female","260","[c]","34350","29000"
"New entrant CS","2021","40-49","Operational Delivery","London","Male","180","[c]","36740","30780"
"New entrant CS","2021","40-49","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Outside London","Female","1000","[c]","25110","22350"
"New entrant CS","2021","40-49","Operational Delivery","Outside London","Male","810","[c]","27200","23950"
"New entrant CS","2021","40-49","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","London","Female","35","[c]","45930","41950"
"New entrant CS","2021","40-49","Other","London","Male","35","[c]","43050","34350"
"New entrant CS","2021","40-49","Other","Outside London","Female","130","[c]","24580","20920"
"New entrant CS","2021","40-49","Other","Outside London","Male","135","[c]","30470","26350"
"New entrant CS","2021","40-49","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Policy","London","Female","115","[c]","48920","42640"
"New entrant CS","2021","40-49","Policy","London","Male","75","[c]","58910","53720"
"New entrant CS","2021","40-49","Policy","Outside London","Female","80","[c]","41470","36820"
"New entrant CS","2021","40-49","Policy","Outside London","Male","55","[c]","46760","48290"
"New entrant CS","2021","40-49","Project Delivery","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Outside London","Female","90","[c]","38530","38590"
"New entrant CS","2021","40-49","Project Delivery","Outside London","Male","100","[c]","42150","40000"
"New entrant CS","2021","40-49","Property","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Outside London","Female","35","[c]","33260","33000"
"New entrant CS","2021","40-49","Property","Outside London","Male","45","[c]","38680","33000"
"New entrant CS","2021","40-49","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Psychology","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","Outside London","Female","95","[c]","37770","36330"
"New entrant CS","2021","40-49","Science and Engineering","Outside London","Male","75","[c]","38790","37830"
"New entrant CS","2021","40-49","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Outside London","Male","100","[c]","28730","25460"
"New entrant CS","2021","40-49","Social Research","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Research","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Research","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Tax","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Tax","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Tax","Outside London","Female","210","[c]","22350","20140"
"New entrant CS","2021","40-49","Tax","Outside London","Male","200","[c]","23010","20140"
"New entrant CS","2021","40-49","Unknown","London","Female","440","[c]","35360","31060"
"New entrant CS","2021","40-49","Unknown","London","Male","290","[c]","42830","31060"
"New entrant CS","2021","40-49","Unknown","Outside London","Female","1755","[c]","28150","27570"
"New entrant CS","2021","40-49","Unknown","Outside London","Male","1325","[c]","28570","27570"
"New entrant CS","2021","40-49","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","Female","85","[c]","34550","27570"
"New entrant CS","2021","40-49","Unknown","Unknown","Male","55","[c]","37690","31990"
"New entrant CS","2021","40-49","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","London","Male","50","[c]","55390","52850"
"New entrant CS","2021","50-59","Digital, Data and Technology","Outside London","Female","40","[c]","42800","35900"
"New entrant CS","2021","50-59","Digital, Data and Technology","Outside London","Male","130","[c]","44790","45840"
"New entrant CS","2021","50-59","Economics","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Economics","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Outside London","Female","35","[c]","34880","29540"
"New entrant CS","2021","50-59","Finance","Outside London","Male","30","[c]","40740","36790"
"New entrant CS","2021","50-59","Human Resources","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Outside London","Female","45","[c]","31950","25530"
"New entrant CS","2021","50-59","Human Resources","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Inspector of Education and Training","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Inspector of Education and Training","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","International Trade","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","International Trade","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Outside London","Male","35","[c]","45370","48080"
"New entrant CS","2021","50-59","Medicine","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicine","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicine","Outside London","Female","45","[c]","47700","37890"
"New entrant CS","2021","50-59","Medicine","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","London","Female","200","[c]","33420","28650"
"New entrant CS","2021","50-59","Operational Delivery","London","Male","185","[c]","35790","30580"
"New entrant CS","2021","50-59","Operational Delivery","Outside London","Female","825","[c]","24300","21430"
"New entrant CS","2021","50-59","Operational Delivery","Outside London","Male","785","[c]","27310","24120"
"New entrant CS","2021","50-59","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
