"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Other","HEO","Female","65","[c]","35230","36960"
"Leaver CS","2021","Unknown","Other","HEO","Male","35","[c]","33760","33260"
"Leaver CS","2021","Unknown","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","Male","145","[c]","35710","32400"
"Leaver CS","2021","Unknown","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","EO","Female","40","[c]","22530","18270"
"Leaver CS","2021","Unknown","Policy","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","G7","Male","35","[c]","54940","54760"
"Leaver CS","2021","Unknown","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","EO","Male","35","[c]","25610","25300"
"Leaver CS","2021","Unknown","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","AA","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","AA","Male","35","[c]","20330","19560"
"Leaver CS","2021","Unknown","Security","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","AO","Male","45","[c]","31490","28820"
"Leaver CS","2021","Unknown","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AO","Female","715","[c]","21190","21010"
"Leaver CS","2021","Unknown","Unknown","AO","Male","450","[c]","21200","21010"
"Leaver CS","2021","Unknown","Unknown","EO","Female","465","[c]","28590","27570"
"Leaver CS","2021","Unknown","Unknown","EO","Male","330","[c]","28390","27570"
"Leaver CS","2021","Unknown","Unknown","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6","Female","40","[c]","72350","69160"
"Leaver CS","2021","Unknown","Unknown","G6","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G7","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G7","Male","90","[c]","55860","54700"
"Leaver CS","2021","Unknown","Unknown","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HEO","Female","160","[c]","32270","32000"
"Leaver CS","2021","Unknown","Unknown","HEO","Male","175","[c]","32880","32430"
"Leaver CS","2021","Unknown","Unknown","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO","Male","90","[c]","41790","41850"
"Leaver CS","2021","Unknown","Unknown","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Female","245","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Male","125","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
