"Status","Year","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Property","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Heterosexual / straight","60","[c]","32650","28000"
"New entrant CS","2021","Security","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Unknown","45","[c]","34010","30120"
"New entrant CS","2021","Security","Outside London","Heterosexual / straight","395","[c]","25630","23540"
"New entrant CS","2021","Security","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","Outside London","Unknown","245","[c]","26930","23540"
"New entrant CS","2021","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Heterosexual / straight","2965","[c]","31580","31060"
"New entrant CS","2021","Unknown","London","LGBO","240","[c]","31580","31060"
"New entrant CS","2021","Unknown","London","Undeclared","210","[c]","31590","31060"
"New entrant CS","2021","Unknown","London","Unknown","1120","[c]","36070","31060"
"New entrant CS","2021","Unknown","Outside London","Heterosexual / straight","12530","[c]","26350","27570"
"New entrant CS","2021","Unknown","Outside London","LGBO","1320","[c]","26040","27570"
"New entrant CS","2021","Unknown","Outside London","Undeclared","720","[c]","27220","27570"
"New entrant CS","2021","Unknown","Outside London","Unknown","3260","[c]","28720","27570"
"New entrant CS","2021","Unknown","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","240","[c]","28770","27570"
"New entrant CS","2021","Unknown","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","380","[c]","34900","27570"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
