"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wilton Park","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","10","[c]","35430","30680"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","20","[c]","30950","26640"
"Leaver CS","2021","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","FCDO Services","20","[c]","40400","37930"
"Leaver CS","2021","Property","Forestry and Land Scotland","45","[c]","29070","26530"
"Leaver CS","2021","Property","HM Courts and Tribunals Service","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence (excl. agencies)","130","[c]","29300","28070"
"Leaver CS","2021","Property","Ministry of Justice (excl. agencies)","20","[c]","37050","24000"
"Leaver CS","2021","Property","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Prison Service","20","[c]","27610","28160"
"Leaver CS","2021","Property","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Valuation Office Agency","255","[c]","29550","25860"
"Leaver CS","2021","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office (excl. agencies)","45","[c]","28960","26220"
"Leaver CS","2021","Security","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","FCDO Services","15","[c]","37750","30630"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HM Prison and Probation Service","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence (excl. agencies)","345","[c]","29440","26100"
"Leaver CS","2021","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","10","[c]","27570","22230"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","30","[c]","40410","36740"
"Leaver CS","2021","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","290","[c]","43470","40300"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","105","[c]","42980","35060"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","4390","[c]","26450","26120"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","185","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","60","[c]","42800","36960"
"Leaver CS","2021","Unknown","Education Scotland","20","[c]","63420","69160"
"Leaver CS","2021","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","15","[c]","37740","37910"
"Leaver CS","2021","Unknown","Food Standards Scotland","10","[c]","38090","35900"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","15","[c]","48900","53580"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","5435","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","1335","[c]","30350","25990"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","90","[c]","47200","40450"
"Leaver CS","2021","Unknown","Met Office","85","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","1335","[c]","30400","26930"
"Leaver CS","2021","Unknown","National Records of Scotland","25","[c]","30390","27150"
"Leaver CS","2021","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectorate","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Revenue Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","145","[c]","35020","32400"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","275","[c]","41610","35110"
"Leaver CS","2021","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Public Pensions Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Security Scotland","25","[c]","28020","22230"
"Leaver CS","2021","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Student Awards Agency for Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","15","[c]","49470","46600"
"Leaver CS","2021","Unknown","UK Space Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","10","[c]","40410","39400"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","140","[c]","42910","37410"
"Leaver CS","2021","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","25","[c]","37570","32630"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","15","[c]","49220","41660"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","15","[c]","37480","31470"
"Leaver Dept.","2021","Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Health and Safety Executive","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","20","[c]","37340","37450"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","45","[c]","40910","34620"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","45","[c]","45010","40480"
"Leaver Dept.","2021","Analysis","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Budget Responsibility","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","10","[c]","37040","32010"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","25","[c]","43280","37880"
"Leaver Dept.","2021","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Cabinet Office (excl. agencies)","45","[c]","51330","50920"
"Leaver Dept.","2021","Commercial","Crown Commercial Service","15","[c]","37640","34800"
"Leaver Dept.","2021","Commercial","Defence Equipment and Support","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","HM Prison and Probation Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence (excl. agencies)","25","[c]","39370","40290"
"Leaver Dept.","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice (excl. agencies)","15","[c]","40040","43140"
"Leaver Dept.","2021","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office (excl. agencies)","50","[c]","37420","35020"
"Leaver Dept.","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Defence Equipment and Support","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","[c]","52740","52300"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","39140","35290"
"Leaver Dept.","2021","Communications","Department for International Trade","15","[c]","37310","31650"
"Leaver Dept.","2021","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","20","[c]","43990","40800"
"Leaver Dept.","2021","Communications","Ministry of Justice (excl. agencies)","10","[c]","37030","31880"
"Leaver Dept.","2021","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Cabinet Office (excl. agencies)","15","[c]","37030","32910"
"Leaver Dept.","2021","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Serious Fraud Office","10","[c]","44760","36740"
"Leaver Dept.","2021","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Cabinet Office (excl. agencies)","55","[c]","50910","53600"
"Leaver Dept.","2021","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","49270","50390"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","10","[c]","40260","37410"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","20","[c]","33860","31080"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","15","[c]","45080","41730"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","20","[c]","44750","35820"
"Leaver Dept.","2021","Digital, Data & Technology","National Crime Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Public Health England","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","United Kingdom Statistics Authority","15","[c]","46450","44430"
"Leaver Dept.","2021","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cabinet Office (excl. agencies)","10","[c]","42580","40600"
"Leaver Dept.","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Defence Equipment and Support","15","[c]","39090","32780"
"Leaver Dept.","2021","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Driver and Vehicle Standards Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Courts and Tribunals Service","10","[c]","48000","47280"
"Leaver Dept.","2021","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Defence (excl. agencies)","20","[c]","50680","45200"
"Leaver Dept.","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Justice (excl. agencies)","60","[c]","46440","41970"
"Leaver Dept.","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Valuation Office Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Rural Payments Agency","45","[c]","26340","25070"
"Leaver Dept.","2021","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cabinet Office (excl. agencies)","175","[c]","37720","32910"
"Leaver Dept.","2021","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Crown Prosecution Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","25","[c]","44360","39400"
"Leaver Dept.","2021","Human Resources","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for International Trade","15","[c]","43040","39120"
"Leaver Dept.","2021","Human Resources","Driver and Vehicle Licensing Agency","10","[c]","35820","31080"
"Leaver Dept.","2021","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Government Legal Department","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
