"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","Unknown","SEO/HEO","50","50","34710","31810"
"In post","2021","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Commercial","EO","30","30","26800","25000"
"In post","2021","No function","Commercial","G6/G7","105","100","58530","54760"
"In post","2021","No function","Commercial","SCS level","10","10","[c]","[c]"
"In post","2021","No function","Commercial","SEO/HEO","145","140","35500","36400"
"In post","2021","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Communications","EO","25","25","26020","26250"
"In post","2021","No function","Communications","G6/G7","45","45","53860","53380"
"In post","2021","No function","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Communications","SEO/HEO","45","45","35980","36800"
"In post","2021","No function","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","G6/G7","15","15","56140","54650"
"In post","2021","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Corporate Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","No function","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2021","No function","Counter Fraud","G6/G7","10","10","[c]","[c]"
"In post","2021","No function","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Counter Fraud","SEO/HEO","30","30","39080","40270"
"In post","2021","No function","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","EO","45","40","25720","26000"
"In post","2021","No function","Digital, Data and Technology","G6/G7","55","55","59130","54710"
"In post","2021","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Digital, Data and Technology","SEO/HEO","115","115","35660","36370"
"In post","2021","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Economics","AA/AO","15","15","25680","24900"
"In post","2021","No function","Economics","EO","25","25","26700","25170"
"In post","2021","No function","Economics","G6/G7","230","225","58380","57850"
"In post","2021","No function","Economics","SCS level","20","20","84410","80080"
"In post","2021","No function","Economics","SEO/HEO","185","180","35220","34240"
"In post","2021","No function","Finance","AA/AO","30","25","20880","20100"
"In post","2021","No function","Finance","EO","40","35","26860","26000"
"In post","2021","No function","Finance","G6/G7","135","130","58430","54760"
"In post","2021","No function","Finance","SCS level","10","10","95160","80670"
"In post","2021","No function","Finance","SEO/HEO","195","190","36330","36500"
"In post","2021","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","AA/AO","15","15","20220","20100"
"In post","2021","No function","Human Resources","EO","10","5","[c]","[c]"
"In post","2021","No function","Human Resources","G6/G7","25","25","59270","57940"
"In post","2021","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","SEO/HEO","20","20","35060","34950"
"In post","2021","No function","Inspector of Education and Training","G6/G7","510","500","75360","75500"
"In post","2021","No function","Inspector of Education and Training","SCS level","10","10","131880","128660"
"In post","2021","No function","Inspector of Education and Training","SEO/HEO","335","325","51020","51360"
"In post","2021","No function","Intelligence Analysis","AA/AO","15","15","21850","21710"
"In post","2021","No function","Intelligence Analysis","EO","355","340","28700","27380"
"In post","2021","No function","Intelligence Analysis","G6/G7","20","20","63030","63530"
"In post","2021","No function","Intelligence Analysis","SEO/HEO","95","90","37380","36480"
"In post","2021","No function","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","EO","100","95","26890","26510"
"In post","2021","No function","International Trade","G6/G7","595","590","55600","53380"
