"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Debt","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","Outside London","Heterosexual / straight","40","[c]","20280","20140"
"New entrant CS","2021","40-49","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","Outside London","Unknown","85","[c]","20400","20140"
"New entrant CS","2021","40-49","Digital, Data & Technology","London","Heterosexual / straight","65","[c]","54240","53100"
"New entrant CS","2021","40-49","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","London","Unknown","55","[c]","50350","49700"
"New entrant CS","2021","40-49","Digital, Data & Technology","Outside London","Heterosexual / straight","155","[c]","42270","40000"
"New entrant CS","2021","40-49","Digital, Data & Technology","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Outside London","Unknown","120","[c]","41240","38630"
"New entrant CS","2021","40-49","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","Heterosexual / straight","30","[c]","47770","40600"
"New entrant CS","2021","40-49","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Outside London","Heterosexual / straight","65","[c]","39170","36500"
"New entrant CS","2021","40-49","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Outside London","Unknown","30","[c]","34630","35340"
"New entrant CS","2021","40-49","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Grants Management","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Outside London","Heterosexual / straight","80","[c]","35060","30500"
"New entrant CS","2021","40-49","Human Resources","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Outside London","Unknown","35","[c]","37650","31810"
"New entrant CS","2021","40-49","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","London","Heterosexual / straight","60","[c]","50040","50520"
"New entrant CS","2021","40-49","Legal","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Outside London","Heterosexual / straight","90","[c]","43370","48080"
"New entrant CS","2021","40-49","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Outside London","Unknown","30","[c]","41160","45590"
"New entrant CS","2021","40-49","No function","London","Heterosexual / straight","390","[c]","42770","38890"
"New entrant CS","2021","40-49","No function","London","LGBO","35","[c]","45830","40070"
"New entrant CS","2021","40-49","No function","London","Undeclared","60","[c]","42980","39030"
"New entrant CS","2021","40-49","No function","London","Unknown","210","[c]","44350","32790"
"New entrant CS","2021","40-49","No function","Outside London","Heterosexual / straight","1190","[c]","30210","24920"
"New entrant CS","2021","40-49","No function","Outside London","LGBO","80","[c]","27330","23190"
"New entrant CS","2021","40-49","No function","Outside London","Undeclared","75","[c]","31900","29460"
"New entrant CS","2021","40-49","No function","Outside London","Unknown","745","[c]","25280","21590"
"New entrant CS","2021","40-49","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","London","Heterosexual / straight","35","[c]","55530","51730"
"New entrant CS","2021","40-49","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Outside London","Heterosexual / straight","235","[c]","39510","40000"
"New entrant CS","2021","40-49","Project Delivery","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Outside London","Unknown","55","[c]","42230","39310"
"New entrant CS","2021","40-49","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Outside London","Heterosexual / straight","80","[c]","33480","32500"
"New entrant CS","2021","40-49","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Outside London","Unknown","30","[c]","31610","25280"
"New entrant CS","2021","40-49","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Outside London","Heterosexual / straight","80","[c]","25850","23540"
"New entrant CS","2021","40-49","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Outside London","Unknown","40","[c]","31530","28890"
"New entrant CS","2021","40-49","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","London","Heterosexual / straight","495","[c]","32900","31060"
"New entrant CS","2021","40-49","Unknown","London","LGBO","35","[c]","31930","31060"
"New entrant CS","2021","40-49","Unknown","London","Undeclared","35","[c]","33370","31060"
"New entrant CS","2021","40-49","Unknown","London","Unknown","160","[c]","40770","31060"
"New entrant CS","2021","40-49","Unknown","Outside London","Heterosexual / straight","2575","[c]","27830","27570"
"New entrant CS","2021","40-49","Unknown","Outside London","LGBO","195","[c]","27220","27570"
"New entrant CS","2021","40-49","Unknown","Outside London","Undeclared","115","[c]","30000","27570"
"New entrant CS","2021","40-49","Unknown","Outside London","Unknown","605","[c]","31460","27570"
"New entrant CS","2021","40-49","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Overseas","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","Heterosexual / straight","50","[c]","30320","27570"
"New entrant CS","2021","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","Unknown","70","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","London","Unknown","45","[c]","90100","73500"
"New entrant CS","2021","50-59","Commercial","Outside London","Heterosexual / straight","35","[c]","35820","34800"
"New entrant CS","2021","50-59","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Outside London","Unknown","40","[c]","29520","25560"
"New entrant CS","2021","50-59","Counter Fraud","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt","Outside London","Heterosexual / straight","30","[c]","20320","20140"
"New entrant CS","2021","50-59","Debt","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt","Outside London","Unknown","65","[c]","20400","20140"
"New entrant CS","2021","50-59","Digital, Data & Technology","London","Heterosexual / straight","35","[c]","52550","52500"
"New entrant CS","2021","50-59","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Outside London","Heterosexual / straight","90","[c]","43100","41250"
"New entrant CS","2021","50-59","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Outside London","Unknown","60","[c]","43700","38630"
"New entrant CS","2021","50-59","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Outside London","Heterosexual / straight","50","[c]","35570","30750"
"New entrant CS","2021","50-59","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Outside London","Heterosexual / straight","50","[c]","32590","25000"
"New entrant CS","2021","50-59","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Outside London","Heterosexual / straight","55","[c]","42350","48080"
"New entrant CS","2021","50-59","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","London","Heterosexual / straight","305","[c]","40310","36260"
"New entrant CS","2021","50-59","No function","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","London","Undeclared","35","[c]","44090","38160"
"New entrant CS","2021","50-59","No function","London","Unknown","155","[c]","36860","32560"
"New entrant CS","2021","50-59","No function","Outside London","Heterosexual / straight","980","[c]","29290","22920"
"New entrant CS","2021","50-59","No function","Outside London","LGBO","55","[c]","28130","23250"
"New entrant CS","2021","50-59","No function","Outside London","Undeclared","70","[c]","29520","24920"
"New entrant CS","2021","50-59","No function","Outside London","Unknown","635","[c]","25040","21050"
"New entrant CS","2021","50-59","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","London","Heterosexual / straight","30","[c]","56140","52010"
"New entrant CS","2021","50-59","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Outside London","Heterosexual / straight","190","[c]","39530","40000"
"New entrant CS","2021","50-59","Project Delivery","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Outside London","Unknown","40","[c]","43900","40580"
"New entrant CS","2021","50-59","Property","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Outside London","Heterosexual / straight","90","[c]","36160","33150"
"New entrant CS","2021","50-59","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Outside London","Unknown","45","[c]","28170","22570"
"New entrant CS","2021","50-59","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Outside London","Heterosexual / straight","100","[c]","27480","20920"
"New entrant CS","2021","50-59","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Outside London","Unknown","40","[c]","34230","38150"
"New entrant CS","2021","50-59","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","London","Heterosexual / straight","345","[c]","33130","31060"
"New entrant CS","2021","50-59","Unknown","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","London","Unknown","95","[c]","42530","31060"
"New entrant CS","2021","50-59","Unknown","Outside London","Heterosexual / straight","2450","[c]","26750","27570"
"New entrant CS","2021","50-59","Unknown","Outside London","LGBO","125","[c]","26520","27570"
"New entrant CS","2021","50-59","Unknown","Outside London","Undeclared","125","[c]","27560","27570"
"New entrant CS","2021","50-59","Unknown","Outside London","Unknown","530","[c]","31550","27570"
"New entrant CS","2021","50-59","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Overseas","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","Heterosexual / straight","50","[c]","29160","27570"
"New entrant CS","2021","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","Unknown","75","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Communications","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Finance","London","Unknown","[c]","[c]","[c]","[c]"
