"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Mixed","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Operational Delivery","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Operational Delivery","Outside London","70","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Operational Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","London","50","[c]","33170","31060"
"Leaver CS","2021","Mixed","Unknown","Unknown","Outside London","95","[c]","24280","21890"
"Leaver CS","2021","Mixed","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Grants Management","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Grants Management","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Unknown","Outside London","[c]","[c]","[c]","[c]"
