"Status","Year","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Human Resources","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Outside London","45","[c]","50430","55000"
"Leaver CS","2021","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Outside London","45","[c]","40730","33180"
"Leaver CS","2021","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","London","325","[c]","31980","26410"
"Leaver CS","2021","Unknown","Operational Delivery","Outside London","1765","[c]","25120","21590"
"Leaver CS","2021","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","London","50","[c]","32530","28650"
"Leaver CS","2021","Unknown","Other","Outside London","120","[c]","27030","23320"
"Leaver CS","2021","Unknown","Other","Overseas","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","145","[c]","35210","32400"
"Leaver CS","2021","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","London","230","[c]","42050","34020"
"Leaver CS","2021","Unknown","Policy","Outside London","50","[c]","40860","36270"
"Leaver CS","2021","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Outside London","50","[c]","33260","29180"
"Leaver CS","2021","Unknown","Property","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Outside London","100","[c]","28780","25500"
"Leaver CS","2021","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Outside London","90","[c]","28350","24370"
"Leaver CS","2021","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Outside London","55","[c]","26710","25540"
"Leaver CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","535","[c]","38780","31060"
"Leaver CS","2021","Unknown","Unknown","Outside London","1920","[c]","28260","27570"
"Leaver CS","2021","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","460","[c]","48750","32000"
"Leaver CS","2021","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","London","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Outside London","135","[c]","37430","36390"
"Leaver CS","2021","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","London","65","[c]","43090","37330"
"Leaver CS","2021","White","Communications","Outside London","60","[c]","32480","30820"
"Leaver CS","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Corporate Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data and Technology","London","65","[c]","50120","50740"
"Leaver CS","2021","White","Digital, Data and Technology","Outside London","180","[c]","38740","33590"
"Leaver CS","2021","White","Economics","London","40","[c]","[c]","[c]"
"Leaver CS","2021","White","Economics","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","London","35","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","Outside London","130","[c]","39350","36240"
"Leaver CS","2021","White","Human Resources","London","65","[c]","49740","45740"
"Leaver CS","2021","White","Human Resources","Outside London","155","[c]","34010","30800"
"Leaver CS","2021","White","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Inspector of Education and Training","London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Inspector of Education and Training","Outside London","55","[c]","67410","74730"
"Leaver CS","2021","White","Intelligence Analysis","London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Intelligence Analysis","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","White","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Knowledge and Information Management","London","35","[c]","38960","32650"
"Leaver CS","2021","White","Knowledge and Information Management","Outside London","45","[c]","29470","26670"
"Leaver CS","2021","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","London","110","[c]","56950","53900"
"Leaver CS","2021","White","Legal","Outside London","165","[c]","51330","54850"
"Leaver CS","2021","White","Medicine","London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Medicine","Outside London","160","[c]","52180","38490"
"Leaver CS","2021","White","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Operational Delivery","London","565","[c]","37870","30780"
"Leaver CS","2021","White","Operational Delivery","Outside London","4590","[c]","26760","21950"
"Leaver CS","2021","White","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Operational Research","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Operational Research","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Other","London","110","[c]","42120","32120"
"Leaver CS","2021","White","Other","Outside London","830","[c]","27640","24880"
"Leaver CS","2021","White","Other","Overseas","40","[c]","39390","36960"
"Leaver CS","2021","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectors","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Policy","London","285","[c]","54230","53430"
"Leaver CS","2021","White","Policy","Outside London","135","[c]","41700","37410"
"Leaver CS","2021","White","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","London","55","[c]","57960","52740"
"Leaver CS","2021","White","Project Delivery","Outside London","265","[c]","39880","37320"
"Leaver CS","2021","White","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","London","30","[c]","47850","47380"
"Leaver CS","2021","White","Property","Outside London","220","[c]","30980","29050"
"Leaver CS","2021","White","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Psychology","Outside London","65","[c]","[c]","[c]"
"Leaver CS","2021","White","Science and Engineering","London","45","[c]","42390","40470"
"Leaver CS","2021","White","Science and Engineering","Outside London","495","[c]","32700","29270"
"Leaver CS","2021","White","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Outside London","270","[c]","29940","26640"
"Leaver CS","2021","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","London","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Social Research","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Statistics","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","London","805","[c]","42840","34330"
"Leaver CS","2021","White","Unknown","Outside London","6835","[c]","27470","26120"
"Leaver CS","2021","White","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","35","[c]","40180","27570"
"Leaver CS","2021","White","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","London","90","[c]","33080","28810"
"Leaver Dept.","2021","Asian","Operational Delivery","Outside London","125","[c]","23390","21010"
"Leaver Dept.","2021","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","London","115","[c]","41700","37410"
"Leaver Dept.","2021","Asian","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","London","185","[c]","38790","34250"
"Leaver Dept.","2021","Asian","Unknown","Outside London","200","[c]","26690","27570"
"Leaver Dept.","2021","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","London","65","[c]","30530","28500"
"Leaver Dept.","2021","Black","Operational Delivery","Outside London","40","[c]","22330","21090"
"Leaver Dept.","2021","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","London","60","[c]","37840","34020"
"Leaver Dept.","2021","Black","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","London","125","[c]","36860","34390"
"Leaver Dept.","2021","Black","Unknown","Outside London","80","[c]","26870","27570"
"Leaver Dept.","2021","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","Outside London","[c]","[c]","[c]","[c]"
