"Status","Year","Age","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Female","Heterosexual / straight","55","[c]","35980","33620"
"Leaver Dept.","2021","20-29","Analysis","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Male","Heterosexual / straight","40","[c]","34840","33210"
"Leaver Dept.","2021","20-29","Analysis","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Female","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Female","Heterosexual / straight","85","[c]","29400","28570"
"Leaver Dept.","2021","20-29","Human Resources","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Female","Heterosexual / straight","30","[c]","27930","26960"
"Leaver Dept.","2021","20-29","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Female","Heterosexual / straight","480","[c]","30890","32000"
"Leaver Dept.","2021","20-29","No function","Female","LGBO","60","[c]","34210","32650"
"Leaver Dept.","2021","20-29","No function","Female","Undeclared","55","[c]","34290","32000"
"Leaver Dept.","2021","20-29","No function","Female","Unknown","410","[c]","32110","32000"
"Leaver Dept.","2021","20-29","No function","Male","Heterosexual / straight","315","[c]","33490","32120"
"Leaver Dept.","2021","20-29","No function","Male","LGBO","65","[c]","34070","32000"
"Leaver Dept.","2021","20-29","No function","Male","Undeclared","40","[c]","33380","32620"
"Leaver Dept.","2021","20-29","No function","Male","Unknown","345","[c]","32470","32000"
"Leaver Dept.","2021","20-29","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Female","Heterosexual / straight","45","[c]","30090","28660"
"Leaver Dept.","2021","20-29","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Male","Heterosexual / straight","60","[c]","32120","30430"
"Leaver Dept.","2021","20-29","Project Delivery","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Female","Heterosexual / straight","400","[c]","30390","27760"
"Leaver Dept.","2021","20-29","Unknown","Female","LGBO","40","[c]","29480","27570"
"Leaver Dept.","2021","20-29","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Female","Unknown","495","[c]","31050","29900"
"Leaver Dept.","2021","20-29","Unknown","Male","Heterosexual / straight","255","[c]","30430","27760"
"Leaver Dept.","2021","20-29","Unknown","Male","LGBO","45","[c]","30610","27570"
"Leaver Dept.","2021","20-29","Unknown","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Male","Unknown","450","[c]","31680","31990"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Male","Heterosexual / straight","35","[c]","40200","32910"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
