"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Heterosexual / straight","130","[c]","33270","30270"
"Leaver Dept.","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","75","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","Heterosexual / straight","40","[c]","46930","40510"
"Leaver Dept.","2021","Mixed","Policy","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Heterosexual / straight","80","[c]","38040","32610"
"Leaver Dept.","2021","Mixed","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
