"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","AO","500","[c]","20870","20830"
"Leaver Dept.","2021","Unknown","Outside London","EO","265","[c]","25990","26160"
"Leaver Dept.","2021","Unknown","Outside London","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","G7","95","[c]","51490","51070"
"Leaver Dept.","2021","Unknown","Outside London","HEO","190","[c]","31100","30410"
"Leaver Dept.","2021","Unknown","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SEO","130","[c]","39200","37610"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","HEO","355","[c]","31050","32000"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","London","AO","65","[c]","23450","23500"
"Leaver Dept.","2021","White","London","EO","320","[c]","28370","27760"
"Leaver Dept.","2021","White","London","G6","230","[c]","66260","65700"
"Leaver Dept.","2021","White","London","G7","650","[c]","55060","54400"
"Leaver Dept.","2021","White","London","HEO","695","[c]","34020","33730"
"Leaver Dept.","2021","White","London","SCS level","185","[c]","90890","80800"
"Leaver Dept.","2021","White","London","SEO","365","[c]","41680","41000"
"Leaver Dept.","2021","White","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outside London","AA","50","[c]","18730","18060"
"Leaver Dept.","2021","White","Outside London","AO","1015","[c]","20840","21010"
"Leaver Dept.","2021","White","Outside London","EO","1035","[c]","25890","26780"
"Leaver Dept.","2021","White","Outside London","G6","85","[c]","65580","64220"
"Leaver Dept.","2021","White","Outside London","G7","280","[c]","52630","52340"
"Leaver Dept.","2021","White","Outside London","HEO","675","[c]","31060","31860"
"Leaver Dept.","2021","White","Outside London","SCS level","35","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Outside London","SEO","415","[c]","39110","38400"
"Leaver Dept.","2021","White","Outside London","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","HEO","155","[c]","32310","32000"
"Leaver Dept.","2021","White","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","London","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","London","AO","280","[c]","24360","25110"
"New entrant CS","2021","Asian","London","EO","900","[c]","30120","31060"
"New entrant CS","2021","Asian","London","G6","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","London","G7","125","[c]","56480","54700"
"New entrant CS","2021","Asian","London","HEO","290","[c]","33960","33570"
"New entrant CS","2021","Asian","London","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","London","SEO","120","[c]","41720","40620"
"New entrant CS","2021","Asian","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Outside London","AA","35","[c]","19580","20060"
"New entrant CS","2021","Asian","Outside London","AO","770","[c]","20970","21010"
"New entrant CS","2021","Asian","Outside London","EO","995","[c]","27390","27570"
"New entrant CS","2021","Asian","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Outside London","G7","85","[c]","54560","52580"
"New entrant CS","2021","Asian","Outside London","HEO","200","[c]","31390","31370"
"New entrant CS","2021","Asian","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Outside London","SEO","120","[c]","39200","38630"
"New entrant CS","2021","Asian","Outside London","Unknown","45","[c]","23370","22920"
"New entrant CS","2021","Asian","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","London","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","London","AO","310","[c]","24750","25110"
"New entrant CS","2021","Black","London","EO","805","[c]","30430","31060"
"New entrant CS","2021","Black","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","London","G7","60","[c]","55020","53420"
"New entrant CS","2021","Black","London","HEO","195","[c]","33780","33570"
"New entrant CS","2021","Black","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","London","SEO","95","[c]","42110","40600"
"New entrant CS","2021","Black","London","Unknown","65","[c]","26180","26810"
"New entrant CS","2021","Black","Outside London","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Black","Outside London","AO","270","[c]","21580","21010"
"New entrant CS","2021","Black","Outside London","EO","525","[c]","27570","27570"
"New entrant CS","2021","Black","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Outside London","G7","40","[c]","52200","50340"
"New entrant CS","2021","Black","Outside London","HEO","100","[c]","30960","30820"
"New entrant CS","2021","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Outside London","SEO","60","[c]","38450","38630"
"New entrant CS","2021","Black","Outside London","Unknown","40","[c]","22130","22920"
"New entrant CS","2021","Black","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","London","AO","110","[c]","25120","25110"
"New entrant CS","2021","Mixed","London","EO","265","[c]","29710","31060"
"New entrant CS","2021","Mixed","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","London","G7","50","[c]","54920","53420"
"New entrant CS","2021","Mixed","London","HEO","125","[c]","33600","33570"
"New entrant CS","2021","Mixed","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","London","SEO","55","[c]","41000","40450"
"New entrant CS","2021","Mixed","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","AO","320","[c]","21570","21010"
"New entrant CS","2021","Mixed","Outside London","EO","360","[c]","27490","27570"
"New entrant CS","2021","Mixed","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","HEO","80","[c]","31080","31810"
"New entrant CS","2021","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Outside London","SEO","40","[c]","38850","38760"
"New entrant CS","2021","Mixed","Outside London","Unknown","40","[c]","22770","22920"
"New entrant CS","2021","Mixed","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","EO","80","[c]","30310","31060"
"New entrant CS","2021","Other ethnicity","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","HEO","35","[c]","34630","33790"
"New entrant CS","2021","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","AO","70","[c]","21610","21010"
"New entrant CS","2021","Other ethnicity","Outside London","EO","65","[c]","27350","27570"
"New entrant CS","2021","Other ethnicity","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","AO","80","[c]","21240","18910"
"New entrant CS","2021","Undeclared","London","EO","110","[c]","29520","31060"
"New entrant CS","2021","Undeclared","London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","G7","40","[c]","56560","54700"
"New entrant CS","2021","Undeclared","London","HEO","75","[c]","33510","32560"
"New entrant CS","2021","Undeclared","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","SEO","35","[c]","40290","40070"
"New entrant CS","2021","Undeclared","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outside London","AA","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outside London","AO","185","[c]","21300","21010"
"New entrant CS","2021","Undeclared","Outside London","EO","225","[c]","26930","27570"
"New entrant CS","2021","Undeclared","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outside London","G7","35","[c]","55240","54990"
"New entrant CS","2021","Undeclared","Outside London","HEO","65","[c]","31600","31370"
"New entrant CS","2021","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Outside London","SEO","45","[c]","40250","39170"
"New entrant CS","2021","Undeclared","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","AA","150","[c]","20760","19060"
"New entrant CS","2021","Unknown","London","AO","765","[c]","24950","24010"
"New entrant CS","2021","Unknown","London","EO","1100","[c]","28720","28650"
"New entrant CS","2021","Unknown","London","G6","155","[c]","71690","66860"
"New entrant CS","2021","Unknown","London","G7","450","[c]","56320","55000"
"New entrant CS","2021","Unknown","London","HEO","1285","[c]","32190","32790"
"New entrant CS","2021","Unknown","London","SCS level","175","[c]","88260","74000"
"New entrant CS","2021","Unknown","London","SEO","440","[c]","41290","40650"
"New entrant CS","2021","Unknown","London","Unknown","75","[c]","25550","26810"
"New entrant CS","2021","Unknown","Outside London","AA","995","[c]","19600","20060"
"New entrant CS","2021","Unknown","Outside London","AO","5155","[c]","21300","20800"
"New entrant CS","2021","Unknown","Outside London","EO","2800","[c]","25850","25560"
"New entrant CS","2021","Unknown","Outside London","G6","135","[c]","69850","65260"
"New entrant CS","2021","Unknown","Outside London","G7","440","[c]","53170","50520"
"New entrant CS","2021","Unknown","Outside London","HEO","1105","[c]","30710","30650"
"New entrant CS","2021","Unknown","Outside London","SCS level","75","[c]","88100","74000"
"New entrant CS","2021","Unknown","Outside London","SEO","575","[c]","39250","38540"
"New entrant CS","2021","Unknown","Outside London","Unknown","375","[c]","22950","22920"
"New entrant CS","2021","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","EO","45","[c]","27180","27570"
"New entrant CS","2021","Unknown","Unknown","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","HEO","100","[c]","29000","28000"
"New entrant CS","2021","Unknown","Unknown","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","320","[c]","[c]","[c]"
"New entrant CS","2021","White","London","AA","90","[c]","21770","22210"
"New entrant CS","2021","White","London","AO","610","[c]","24530","24490"
"New entrant CS","2021","White","London","EO","1680","[c]","29230","29570"
"New entrant CS","2021","White","London","G6","175","[c]","68680","66830"
"New entrant CS","2021","White","London","G7","715","[c]","55340","54110"
"New entrant CS","2021","White","London","HEO","1710","[c]","33790","33570"
"New entrant CS","2021","White","London","SCS level","120","[c]","96050","89920"
"New entrant CS","2021","White","London","SEO","700","[c]","40940","40070"
"New entrant CS","2021","White","London","Unknown","95","[c]","27060","26810"
"New entrant CS","2021","White","Outside London","AA","1415","[c]","19530","20060"
"New entrant CS","2021","White","Outside London","AO","8630","[c]","21580","21010"
"New entrant CS","2021","White","Outside London","EO","8500","[c]","27140","27570"
"New entrant CS","2021","White","Outside London","G6","180","[c]","68160","65000"
"New entrant CS","2021","White","Outside London","G7","890","[c]","53710","52050"
"New entrant CS","2021","White","Outside London","HEO","2310","[c]","31520","31000"
"New entrant CS","2021","White","Outside London","SCS level","80","[c]","97070","92000"
"New entrant CS","2021","White","Outside London","SEO","1490","[c]","39250","38580"
"New entrant CS","2021","White","Outside London","Unknown","905","[c]","25400","22920"
"New entrant CS","2021","White","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","AO","60","[c]","21450","21010"
"New entrant CS","2021","White","Unknown","EO","130","[c]","27530","27570"
"New entrant CS","2021","White","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","HEO","30","[c]","33670","32000"
"New entrant CS","2021","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"","For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' from 2022 onwards.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
