"Status","Year","Disability","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Commercial","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
