"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Asian","Digital, Data & Technology","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for Education (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Government Property Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","HM Treasury (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Maritime and Coastguard Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Public Health England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","UK Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","UK Intellectual Property Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Companies House","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department for Education (excl. agencies)","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Department of Health and Social Care (excl. agencies)","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Ministry of Defence (excl. agencies)","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Public Health England","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","UK Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Grants Management","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Grants Management","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Education (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Public Health England","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","UK Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","Government Internal Audit Agency","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
