"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Human Resources","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","10","[c]","69520","74810"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","20","[c]","53760","52490"
"Leaver CS","2021","Legal","Crown Prosecution Service","Attorney General's Departments","250","[c]","43790","51120"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Attorney General's Departments","100","[c]","56270","53290"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","85","[c]","41580","43460"
"Leaver CS","2021","Legal","HM Land Registry","HM Land Registry","25","[c]","50390","58360"
"Leaver CS","2021","Legal","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","20","[c]","32280","26410"
"Leaver CS","2021","Legal","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Ministry of Justice","10","[c]","28950","24000"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","100","[c]","27690","22820"
"Leaver CS","2021","Legal","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","UK Supreme Court","15","[c]","38180","36500"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","45","[c]","27720","24250"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","135","[c]","28570","24370"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","120","[c]","41840","32000"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","20","[c]","26820","22490"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","10","[c]","32010","25530"
"Leaver CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","10","[c]","46850","53840"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","60","[c]","24990","22220"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","145","[c]","28020","25520"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","155","[c]","52470","52080"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","65","[c]","43330","34020"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","160","[c]","37490","32400"
"Leaver CS","2021","No function","Department for International Trade","Department for International Trade","85","[c]","37970","31260"
"Leaver CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","235","[c]","21160","21590"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","205","[c]","27860","26700"
"Leaver CS","2021","No function","ESTYN","ESTYN","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Food Standards Agency","30","[c]","35730","29090"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","110","[c]","44600","44740"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","1245","[c]","21150","19930"
"Leaver CS","2021","No function","HM Land Registry","HM Land Registry","195","[c]","27570","27130"
"Leaver CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","4105","[c]","33900","30400"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","50","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","50","[c]","25320","24500"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Ministry of Justice","35","[c]","20980","19930"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","85","[c]","37040","33920"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","60","[c]","45760","42490"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","70","[c]","36530","30850"
"Leaver CS","2021","No function","National Crime Agency","National Crime Agency","155","[c]","43260","40170"
"Leaver CS","2021","No function","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","105","[c]","53400","51360"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","65","[c]","42410","34850"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","10","[c]","67150","41750"
"Leaver CS","2021","No function","Office of Rail and Road","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of the Public Guardian","Ministry of Justice","55","[c]","21380","19980"
"Leaver CS","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","40","[c]","42740","41950"
"Leaver CS","2021","No function","Public Health England","Department of Health and Social Care","695","[c]","40420","33880"
"Leaver CS","2021","No function","Registers of Scotland","Scottish Government","20","[c]","27380","24130"
"Leaver CS","2021","No function","Scottish Prison Service","Scottish Government","195","[c]","32150","33650"
"Leaver CS","2021","No function","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","The National Archives","20","[c]","28410","23450"
"Leaver CS","2021","No function","UK Hydrographic Office","Ministry of Defence","30","[c]","35060","33290"
"Leaver CS","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","25","[c]","31650","26860"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","180","[c]","24600","19520"
"Leaver CS","2021","No function","Vehicle Certification Agency","Department for Transport","10","[c]","33540","34930"
"Leaver CS","2021","No function","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","25","[c]","55960","53490"
"Leaver CS","2021","Project Delivery","Defence Electronics and Components Agency","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Defence Equipment and Support","Ministry of Defence","390","[c]","34010","31530"
"Leaver CS","2021","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","45","[c]","36140","37320"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Development","Foreign, Commonwealth and Development Office","20","[c]","52430","55660"
"Leaver CS","2021","Project Delivery","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","35","[c]","51620","52970"
"Leaver CS","2021","Project Delivery","Forestry and Land Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","20","[c]","40700","31910"
"Leaver CS","2021","Project Delivery","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","175","[c]","38280","34610"
"Leaver CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scottish Forestry","Scottish Government","10","[c]","30840","30160"
"Leaver CS","2021","Project Delivery","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Submarine Delivery Agency","Ministry of Defence","40","[c]","39990","39860"
"Leaver CS","2021","Project Delivery","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","United Kingdom Statistics Authority","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wilton Park","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Defence Equipment and Support","Ministry of Defence","10","[c]","35430","30680"
"Leaver CS","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","20","[c]","30950","26640"
"Leaver CS","2021","Property","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","FCDO Services","Foreign, Commonwealth and Development Office","20","[c]","40400","37930"
"Leaver CS","2021","Property","Forestry and Land Scotland","Scottish Government","45","[c]","29070","26530"
"Leaver CS","2021","Property","HM Courts and Tribunals Service","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","130","[c]","29300","28070"
"Leaver CS","2021","Property","Ministry of Justice (excl. agencies)","Ministry of Justice","20","[c]","37050","24000"
"Leaver CS","2021","Property","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scottish Prison Service","Scottish Government","20","[c]","27610","28160"
"Leaver CS","2021","Property","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Valuation Office Agency","HM Revenue and Customs","255","[c]","29550","25860"
"Leaver CS","2021","Property","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Cabinet Office (excl. agencies)","Cabinet Office","45","[c]","28960","26220"
"Leaver CS","2021","Security","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","FCDO Services","Foreign, Commonwealth and Development Office","15","[c]","37750","30630"
"Leaver CS","2021","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","HM Prison and Probation Service","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Ministry of Defence (excl. agencies)","Ministry of Defence","345","[c]","29440","26100"
"Leaver CS","2021","Security","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Accountant in Bankruptcy","Scottish Government","10","[c]","27570","22230"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Charity Commission","30","[c]","40410","36740"
"Leaver CS","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Department for Education","290","[c]","43470","40300"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","105","[c]","42980","35060"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","4390","[c]","26450","26120"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","185","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Department for Education","60","[c]","42800","36960"
"Leaver CS","2021","Unknown","Education Scotland","Scottish Government","20","[c]","63420","69160"
"Leaver CS","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Food Standards Agency","15","[c]","37740","37910"
"Leaver CS","2021","Unknown","Food Standards Scotland","Scottish Government","10","[c]","38090","35900"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","15","[c]","48900","53580"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","5435","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Home Office","1335","[c]","30350","25990"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","90","[c]","47200","40450"
"Leaver CS","2021","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","85","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","1335","[c]","30400","26930"
"Leaver CS","2021","Unknown","National Records of Scotland","Scottish Government","25","[c]","30390","27150"
"Leaver CS","2021","Unknown","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Revenue Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Ministry of Defence","145","[c]","35020","32400"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","275","[c]","41610","35110"
"Leaver CS","2021","Unknown","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Security Scotland","Scottish Government","25","[c]","28020","22230"
"Leaver CS","2021","Unknown","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Student Awards Agency for Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Scottish Government","15","[c]","49470","46600"
"Leaver CS","2021","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","10","[c]","40410","39400"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","140","[c]","42910","37410"
"Leaver CS","2021","Unknown","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","25","[c]","37570","32630"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","[c]","49220","41660"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","Department for International Trade","15","[c]","37480","31470"
"Leaver Dept.","2021","Analysis","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury (excl. agencies)","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","20","[c]","37340","37450"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","45","[c]","40910","34620"
"Leaver Dept.","2021","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","45","[c]","45010","40480"
"Leaver Dept.","2021","Analysis","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Budget Responsibility","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","10","[c]","37040","32010"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","United Kingdom Statistics Authority","25","[c]","43280","37880"
"Leaver Dept.","2021","Analysis","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
