"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Courts and Tribunals Service","50","[c]","23570","20530"
"Leaver Dept.","2021","Asian","HM Prison and Probation Service","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Revenue and Customs (excl. agencies)","160","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","HM Treasury (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Home Office (incl. agencies)","140","[c]","34350","31450"
"Leaver Dept.","2021","Asian","Insolvency Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Ministry of Defence (excl. agencies)","30","[c]","36710","35750"
"Leaver Dept.","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","35","[c]","38950","36500"
"Leaver Dept.","2021","Asian","Ministry of Justice (excl. agencies)","35","[c]","38980","36670"
"Leaver Dept.","2021","Asian","National Crime Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Office of the Public Guardian","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Public Health England","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Cabinet Office (excl. agencies)","35","[c]","36700","34190"
"Leaver Dept.","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Equipment and Support","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Education (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Transport (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Department for Work and Pensions (excl. agencies)","80","[c]","31230","27570"
"Leaver Dept.","2021","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Legal Department","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Courts and Tribunals Service","40","[c]","26600","23110"
"Leaver Dept.","2021","Black","HM Prison and Probation Service","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Revenue and Customs (excl. agencies)","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Home Office (incl. agencies)","55","[c]","32870","28670"
"Leaver Dept.","2021","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Defence (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Ministry of Justice (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Office of the Public Guardian","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Cabinet Office (excl. agencies)","50","[c]","42110","34240"
"Leaver Dept.","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Education (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Transport (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department for Work and Pensions (excl. agencies)","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Government Legal Department","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","HM Courts and Tribunals Service","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","HM Prison and Probation Service","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","HM Revenue and Customs (excl. agencies)","30","[c]","[c]","[c]"
